Identificador,Nome Competição,Regata,Nome Competidor,Pontuação Regata (Nha),Classe Vela,Flag Name,Posição Geral,Pontuação Regata,Descarte,Punição,Flotilha,Total,Net,ID Competição
"MATISSE PACAUD, LUCIE GENNES - 470 - World Championship 2024",World Championship 2024,6F,"MATISSE PACAUD, LUCIE GENNES",19-0-0,470,OVER,25,19.0,0,0,GERAL,180.0,152.0,
"STUART MCNAY, LARA DALLMAN-WEISS - 470 - World Championship 2024",World Championship 2024,6F,"STUART MCNAY, LARA DALLMAN-WEISS",13-0-0,470,OVER,26,13.0,0,0,GERAL,187.0,155.0,
"HENRIQUE HADDAD, ISABEL SWAN - 470 - World Championship 2024",World Championship 2024,6F,"HENRIQUE HADDAD, ISABEL SWAN",15-0-0,470,OVER,27,15.0,0,0,GERAL,185.0,157.0,
"MANON PENNANEAC'H, PIERRE WILLIOT - 470 - World Championship 2024",World Championship 2024,6F,"MANON PENNANEAC'H, PIERRE WILLIOT",25-0-0,470,OVER,28,25.0,0,0,GERAL,205.0,174.0,
"ELENA BERTA, BRUNO FESTO - 470 - World Championship 2024",World Championship 2024,6F,"ELENA BERTA, BRUNO FESTO",22-0-0,470,OVER,29,22.0,0,0,GERAL,214.0,182.0,
"WENJU DONG, JINGSA WANG - 470 - World Championship 2024",World Championship 2024,6F,"WENJU DONG, JINGSA WANG",31-0-0,470,OVER,30,31.0,0,0,GERAL,220.0,189.0,
"QIAN FU, CHUANLIANG WEI - 470 - World Championship 2024",World Championship 2024,6F,"QIAN FU, CHUANLIANG WEI",20-0-0,470,OVER,31,20.0,0,0,GERAL,219.3,190.3,
"HANNAH BRISTOW, JAMES TAYLOR - 470 - World Championship 2024",World Championship 2024,6F,"HANNAH BRISTOW, JAMES TAYLOR",2-0-0,470,OVER,32,2.0,0,0,GERAL,97.0,79.0,
"MING XU, YAHAN TU - 470 - World Championship 2024",World Championship 2024,6F,"MING XU, YAHAN TU",12-0-0,470,OVER,33,12.0,0,0,GERAL,121.0,96.0,
"BENEDETTA SALLE, ALESSIO BELLICO - 470 - World Championship 2024",World Championship 2024,6F,"BENEDETTA SALLE, ALESSIO BELLICO",10-0-0,470,OVER,34,10.0,0,0,GERAL,127.0,105.0,
"LAURA PUKROPSKI, THORBEN SCHLUTER - 470 - World Championship 2024",World Championship 2024,6F,"LAURA PUKROPSKI, THORBEN SCHLUTER",14-0-0,470,OVER,35,14.0,0,0,GERAL,135.0,108.0,
"VALADE LOMANE, JULIEN BUNEL - 470 - World Championship 2024",World Championship 2024,6F,"VALADE LOMANE, JULIEN BUNEL",6-0-0,470,OVER,36,6.0,0,0,GERAL,148.0,116.0,
"MELINA PAPPA, NIKOLAS GIOTOPOULOS - 470 - World Championship 2024",World Championship 2024,6F,"MELINA PAPPA, NIKOLAS GIOTOPOULOS",24-1-0,470,OVER,37,24.0,1,0,GERAL,141.0,117.0,
"DENIZ CINAR, LARA NALBANTOGLU - 470 - World Championship 2024",World Championship 2024,6F,"DENIZ CINAR, LARA NALBANTOGLU",5-0-0,470,OVER,38,5.0,0,0,GERAL,153.0,131.0,
"JULIANA DUQUE, RAFAEL MARTINS - 470 - World Championship 2024",World Championship 2024,6F,"JULIANA DUQUE, RAFAEL MARTINS",9-0-0,470,OVER,39,9.0,0,0,GERAL,164.0,133.0,
"KACPER PASZEK, IGA WIELCZYK - 470 - World Championship 2024",World Championship 2024,6F,"KACPER PASZEK, IGA WIELCZYK",4-0-0,470,OVER,40,4.0,0,0,GERAL,165.0,133.0,
"CHARLIE LEIGH, RYAN ORR - 470 - World Championship 2024",World Championship 2024,6F,"CHARLIE LEIGH, RYAN ORR",15-0-0,470,OVER,41,15.0,0,0,GERAL,171.0,139.0,
"EFE TULCALI, DEFNE DANISMEND - 470 - World Championship 2024",World Championship 2024,6F,"EFE TULCALI, DEFNE DANISMEND",1-0-0,470,OVER,42,1.0,0,0,GERAL,171.0,140.0,
"ZOFIA KORSAK, MIKOLAJ BAZYLI - 470 - World Championship 2024",World Championship 2024,6F,"ZOFIA KORSAK, MIKOLAJ BAZYLI",16-0-0,470,OVER,43,16.0,0,0,GERAL,167.0,141.0,
"NIKOLE BARNES, TED MCDONOUGH - 470 - World Championship 2024",World Championship 2024,6F,"NIKOLE BARNES, TED MCDONOUGH",7-0-0,470,OVER,44,7.0,0,0,GERAL,181.0,149.0,
"HAYDN SEWELL, FAYE CHATTERTON - 470 - World Championship 2024",World Championship 2024,6F,"HAYDN SEWELL, FAYE CHATTERTON",19-0-0,470,OVER,45,19.0,0,0,GERAL,177.0,154.0,
"AGNIESZKA PAWLOWSKA, BARTEK SZLIJA - 470 - World Championship 2024",World Championship 2024,6F,"AGNIESZKA PAWLOWSKA, BARTEK SZLIJA",11-0-0,470,OVER,46,11.0,0,0,GERAL,190.0,163.0,
"BELEN TAVELLA, JOAQUIN TARASIDO - 470 - World Championship 2024",World Championship 2024,6F,"BELEN TAVELLA, JOAQUIN TARASIDO",31-1-UFD,470,OVER,47,31.0,1,UFD,GERAL,196.0,165.0,
"HEDVIG LILJEGREN, HUGO LILJEGREN - 470 - World Championship 2024",World Championship 2024,6F,"HEDVIG LILJEGREN, HUGO LILJEGREN",3-0-0,470,OVER,48,3.0,0,0,GERAL,195.0,169.0,
"DEREK SCOTT, REBECCA HUME - 470 - World Championship 2024",World Championship 2024,6F,"DEREK SCOTT, REBECCA HUME",22-0-0,470,OVER,49,22.0,0,0,GERAL,203.0,176.0,
"YEHOR SAMARIN, YELYZAVETA VASYLENKO - 470 - World Championship 2024",World Championship 2024,6F,"YEHOR SAMARIN, YELYZAVETA VASYLENKO",8-0-0,470,OVER,50,8.0,0,0,GERAL,204.0,178.0,
"RAFAL POGORZELSKI, MALGORZATA GORNISIEWICZ - 470 - World Championship 2024",World Championship 2024,6F,"RAFAL POGORZELSKI, MALGORZATA GORNISIEWICZ",20-0-0,470,OVER,51,20.0,0,0,GERAL,221.0,194.0,
"JOANNA CYMERMAN, TYMON KOSOBUCKI - 470 - World Championship 2024",World Championship 2024,6F,"JOANNA CYMERMAN, TYMON KOSOBUCKI",21-0-0,470,OVER,52,21.0,0,0,GERAL,245.0,217.0,
"MARTIN CLOOS, EMILIANA MARIA LOPEZ - 470 - World Championship 2024",World Championship 2024,6F,"MARTIN CLOOS, EMILIANA MARIA LOPEZ",23-0-0,470,OVER,53,23.0,0,0,GERAL,255.0,224.0,
"EMA SAMARZIJA, LEON SCHEIDL - 470 - World Championship 2024",World Championship 2024,6F,"EMA SAMARZIJA, LEON SCHEIDL",13-0-0,470,OVER,54,13.0,0,0,GERAL,257.0,225.0,
"MILLIE IRISH, SZYMON MATYJASZCZUK - 470 - World Championship 2024",World Championship 2024,6F,"MILLIE IRISH, SZYMON MATYJASZCZUK",17-0-0,470,OVER,55,17.0,0,0,GERAL,259.0,227.0,
"PEDRO FELIPE ROBLES, CARMINA SOFIA FUENTES - 470 - World Championship 2024",World Championship 2024,6F,"PEDRO FELIPE ROBLES, CARMINA SOFIA FUENTES",18-0-0,470,OVER,56,18.0,0,0,GERAL,266.0,236.0,
"MARIA JOSE CUCALON, JONATHAN MARTINETTI - 470 - World Championship 2024",World Championship 2024,6F,"MARIA JOSE CUCALON, JONATHAN MARTINETTI",25-0-0,470,OVER,57,25.0,0,0,GERAL,275.0,244.0,
"MYKHAILO BILOHORODSKYI, POLINA ZATOCHNA - 470 - World Championship 2024",World Championship 2024,6F,"MYKHAILO BILOHORODSKYI, POLINA ZATOCHNA",27-0-0,470,OVER,58,27.0,0,0,GERAL,289.0,259.0,
"MATIAS MONTINHO, MANUELA PAULO - 470 - World Championship 2024",World Championship 2024,6F,"MATIAS MONTINHO, MANUELA PAULO",26-0-0,470,OVER,59,26.0,0,0,GERAL,309.0,277.0,
"DENISE HELENA RUI PARRUQUE, ALCIDIO PORTUGAL ALMEIDA LINO - 470 - World Championship 2024",World Championship 2024,6F,"DENISE HELENA RUI PARRUQUE, ALCIDIO PORTUGAL ALMEIDA LINO",28-0-0,470,OVER,60,28.0,0,0,GERAL,314.0,282.0,
"ROSA DONNER, NIKLAS HABERL - 470 - World Championship 2024",World Championship 2024,6F,"ROSA DONNER, NIKLAS HABERL",31-0-DNC,470,OVER,61,31.0,0,DNC,GERAL,346.0,314.0,
"JORDI XAMMAR, NORA BRUGMAN - 470 - World Championship 2024",World Championship 2024,7F,"JORDI XAMMAR, NORA BRUGMAN",13-1-0,470,OVER,1,13.0,1,0,GERAL,69.0,56.0,
"VITA HEATHCOTE, CHRIS GRUBE - 470 - World Championship 2024",World Championship 2024,7F,"VITA HEATHCOTE, CHRIS GRUBE",6-0-0,470,OVER,2,6.0,0,0,GERAL,99.0,67.0,
"KEIJU OKADA, MIHO YOSHIOKA - 470 - World Championship 2024",World Championship 2024,7F,"KEIJU OKADA, MIHO YOSHIOKA",28-1-0,470,OVER,3,28.0,1,0,GERAL,100.0,72.0,
"SIMON DIESCH, ANNA MARKFORT - 470 - World Championship 2024",World Championship 2024,7F,"SIMON DIESCH, ANNA MARKFORT",22-0-0,470,OVER,4,22.0,0,0,GERAL,101.0,75.0,
"NITAI HASSON, NOA LASRY - 470 - World Championship 2024",World Championship 2024,7F,"NITAI HASSON, NOA LASRY",9-0-0,470,OVER,5,9.0,0,0,GERAL,108.0,78.0,
"CAMILLE LECOINTRE, JEREMIE MION - 470 - World Championship 2024",World Championship 2024,7F,"CAMILLE LECOINTRE, JEREMIE MION",18-0-0,470,OVER,6,18.0,0,0,GERAL,108.0,82.0,
"ANTON DAHLBERG, LOVISA KARLSSON - 470 - World Championship 2024",World Championship 2024,7F,"ANTON DAHLBERG, LOVISA KARLSSON",1-0-0,470,OVER,7,1.0,0,0,GERAL,114.0,84.0,
"TETSUYA ISOZAKI, YURIE SEKI - 470 - World Championship 2024",World Championship 2024,7F,"TETSUYA ISOZAKI, YURIE SEKI",4-0-0,470,OVER,8,4.0,0,0,GERAL,110.0,85.0,
"MARTIN WRIGLEY, BETTINE HARRIS - 470 - World Championship 2024",World Championship 2024,7F,"MARTIN WRIGLEY, BETTINE HARRIS",11-0-0,470,OVER,9,11.0,0,0,GERAL,116.0,89.0,
"LARA VADLAU, LUKAS MAEHR - 470 - World Championship 2024",World Championship 2024,7F,"LARA VADLAU, LUKAS MAEHR",8-0-0,470,OVER,10,8.0,0,0,GERAL,106.0,90.0,
"AI YOSHIDA, YUGO YOSHIDA - 470 - World Championship 2024",World Championship 2024,7F,"AI YOSHIDA, YUGO YOSHIDA",5-0-0,470,OVER,11,5.0,0,0,GERAL,133.0,103.0,
"MALTE WINKEL, ANASTASIYA WINKEL - 470 - World Championship 2024",World Championship 2024,7F,"MALTE WINKEL, ANASTASIYA WINKEL",7-0-0,470,OVER,12,7.0,0,0,GERAL,136.0,104.0,
"LUISE WANSER, PHILIPP AUTENRIETH - 470 - World Championship 2024",World Championship 2024,7F,"LUISE WANSER, PHILIPP AUTENRIETH",21-0-0,470,OVER,13,21.0,0,0,GERAL,129.0,106.0,
"DIOGO COSTA, CAROLINA JOAO - 470 - World Championship 2024",World Championship 2024,7F,"DIOGO COSTA, CAROLINA JOAO",10-0-0,470,OVER,14,10.0,0,0,GERAL,128.0,106.0,
"NIA JERWOOD, CONOR NICHOLAS - 470 - World Championship 2024",World Championship 2024,7F,"NIA JERWOOD, CONOR NICHOLAS",29-1-0,470,OVER,15,29.0,1,0,GERAL,140.0,111.0,
"GIACOMO FERRARI, ALESSANDRA DUBBINI - 470 - World Championship 2024",World Championship 2024,7F,"GIACOMO FERRARI, ALESSANDRA DUBBINI",3-0-0,470,OVER,16,3.0,0,0,GERAL,142.0,115.0,
"THERES DAHNKE, MATTI CIPRA - 470 - World Championship 2024",World Championship 2024,7F,"THERES DAHNKE, MATTI CIPRA",12-0-0,470,OVER,17,12.0,0,0,GERAL,135.0,115.0,
"THERESA LOFFLER, CHRISTOPHER HOERR - 470 - World Championship 2024",World Championship 2024,7F,"THERESA LOFFLER, CHRISTOPHER HOERR",16-0-0,470,OVER,18,16.0,0,0,GERAL,141.0,117.0,
"DAICHI TAKAYAMA, FUYUKA MORITA - 470 - World Championship 2024",World Championship 2024,7F,"DAICHI TAKAYAMA, FUYUKA MORITA",27-0-0,470,OVER,19,27.0,0,0,GERAL,150.0,123.0,
"YVES MERMOD, MAJA SIEGENTHALER - 470 - World Championship 2024",World Championship 2024,7F,"YVES MERMOD, MAJA SIEGENTHALER",14-0-0,470,OVER,20,14.0,0,0,GERAL,146.0,125.0,
"BEATRIZ GAGO, RODOLFO PIRES - 470 - World Championship 2024",World Championship 2024,7F,"BEATRIZ GAGO, RODOLFO PIRES",23-1-0,470,OVER,21,23.0,1,0,GERAL,149.0,126.0,
"ZANGJUN XU, YIXIAO LYU - 470 - World Championship 2024",World Championship 2024,7F,"ZANGJUN XU, YIXIAO LYU",2-0-0,470,OVER,22,2.0,0,0,GERAL,168.0,136.0,
"JIANYONG XU, YANI XU - 470 - World Championship 2024",World Championship 2024,7F,"JIANYONG XU, YANI XU",20-0-0,470,OVER,23,20.0,0,0,GERAL,173.0,145.0,
"ARIADNE-PARASKEVI SPANAKI, ODYSSEAS-EMMANOUIL SPANAKIS - 470 - World Championship 2024",World Championship 2024,7F,"ARIADNE-PARASKEVI SPANAKI, ODYSSEAS-EMMANOUIL SPANAKIS",17-0-0,470,OVER,24,17.0,0,0,GERAL,181.0,149.0,
"MATISSE PACAUD, LUCIE GENNES - 470 - World Championship 2024",World Championship 2024,7F,"MATISSE PACAUD, LUCIE GENNES",25-0-0,470,OVER,25,25.0,0,0,GERAL,180.0,152.0,
"STUART MCNAY, LARA DALLMAN-WEISS - 470 - World Championship 2024",World Championship 2024,7F,"STUART MCNAY, LARA DALLMAN-WEISS",26-0-0,470,OVER,26,26.0,0,0,GERAL,187.0,155.0,
"HENRIQUE HADDAD, ISABEL SWAN - 470 - World Championship 2024",World Championship 2024,7F,"HENRIQUE HADDAD, ISABEL SWAN",15-0-0,470,OVER,27,15.0,0,0,GERAL,185.0,157.0,
"MANON PENNANEAC'H, PIERRE WILLIOT - 470 - World Championship 2024",World Championship 2024,7F,"MANON PENNANEAC'H, PIERRE WILLIOT",31-1-0,470,OVER,28,31.0,1,0,GERAL,205.0,174.0,
"ELENA BERTA, BRUNO FESTO - 470 - World Championship 2024",World Championship 2024,7F,"ELENA BERTA, BRUNO FESTO",30-0-0,470,OVER,29,30.0,0,0,GERAL,214.0,182.0,
"WENJU DONG, JINGSA WANG - 470 - World Championship 2024",World Championship 2024,7F,"WENJU DONG, JINGSA WANG",19-0-0,470,OVER,30,19.0,0,0,GERAL,220.0,189.0,
"QIAN FU, CHUANLIANG WEI - 470 - World Championship 2024",World Championship 2024,7F,"QIAN FU, CHUANLIANG WEI",24-0-0,470,OVER,31,24.0,0,0,GERAL,219.3,190.3,
"HANNAH BRISTOW, JAMES TAYLOR - 470 - World Championship 2024",World Championship 2024,7F,"HANNAH BRISTOW, JAMES TAYLOR",11-0-0,470,OVER,32,11.0,0,0,GERAL,97.0,79.0,
"MING XU, YAHAN TU - 470 - World Championship 2024",World Championship 2024,7F,"MING XU, YAHAN TU",8-0-0,470,OVER,33,8.0,0,0,GERAL,121.0,96.0,
"BENEDETTA SALLE, ALESSIO BELLICO - 470 - World Championship 2024",World Championship 2024,7F,"BENEDETTA SALLE, ALESSIO BELLICO",6-0-0,470,OVER,34,6.0,0,0,GERAL,127.0,105.0,
"LAURA PUKROPSKI, THORBEN SCHLUTER - 470 - World Championship 2024",World Championship 2024,7F,"LAURA PUKROPSKI, THORBEN SCHLUTER",1-0-0,470,OVER,35,1.0,0,0,GERAL,135.0,108.0,
"VALADE LOMANE, JULIEN BUNEL - 470 - World Championship 2024",World Championship 2024,7F,"VALADE LOMANE, JULIEN BUNEL",13-0-0,470,OVER,36,13.0,0,0,GERAL,148.0,116.0,
"MELINA PAPPA, NIKOLAS GIOTOPOULOS - 470 - World Championship 2024",World Championship 2024,7F,"MELINA PAPPA, NIKOLAS GIOTOPOULOS",7-0-0,470,OVER,37,7.0,0,0,GERAL,141.0,117.0,
"DENIZ CINAR, LARA NALBANTOGLU - 470 - World Championship 2024",World Championship 2024,7F,"DENIZ CINAR, LARA NALBANTOGLU",20-0-0,470,OVER,38,20.0,0,0,GERAL,153.0,131.0,
"JULIANA DUQUE, RAFAEL MARTINS - 470 - World Championship 2024",World Championship 2024,7F,"JULIANA DUQUE, RAFAEL MARTINS",2-0-0,470,OVER,39,2.0,0,0,GERAL,164.0,133.0,
"KACPER PASZEK, IGA WIELCZYK - 470 - World Championship 2024",World Championship 2024,7F,"KACPER PASZEK, IGA WIELCZYK",18-0-0,470,OVER,40,18.0,0,0,GERAL,165.0,133.0,
"CHARLIE LEIGH, RYAN ORR - 470 - World Championship 2024",World Championship 2024,7F,"CHARLIE LEIGH, RYAN ORR",31-0-UFD,470,OVER,41,31.0,0,UFD,GERAL,171.0,139.0,
"EFE TULCALI, DEFNE DANISMEND - 470 - World Championship 2024",World Championship 2024,7F,"EFE TULCALI, DEFNE DANISMEND",31-1-UFD,470,OVER,42,31.0,1,UFD,GERAL,171.0,140.0,
"ZOFIA KORSAK, MIKOLAJ BAZYLI - 470 - World Championship 2024",World Championship 2024,7F,"ZOFIA KORSAK, MIKOLAJ BAZYLI",3-0-0,470,OVER,43,3.0,0,0,GERAL,167.0,141.0,
"NIKOLE BARNES, TED MCDONOUGH - 470 - World Championship 2024",World Championship 2024,7F,"NIKOLE BARNES, TED MCDONOUGH",14-0-0,470,OVER,44,14.0,0,0,GERAL,181.0,149.0,
"HAYDN SEWELL, FAYE CHATTERTON - 470 - World Championship 2024",World Championship 2024,7F,"HAYDN SEWELL, FAYE CHATTERTON",23-1-0,470,OVER,45,23.0,1,0,GERAL,177.0,154.0,
"AGNIESZKA PAWLOWSKA, BARTEK SZLIJA - 470 - World Championship 2024",World Championship 2024,7F,"AGNIESZKA PAWLOWSKA, BARTEK SZLIJA",9-0-0,470,OVER,46,9.0,0,0,GERAL,190.0,163.0,
"BELEN TAVELLA, JOAQUIN TARASIDO - 470 - World Championship 2024",World Championship 2024,7F,"BELEN TAVELLA, JOAQUIN TARASIDO",10-0-0,470,OVER,47,10.0,0,0,GERAL,196.0,165.0,
"HEDVIG LILJEGREN, HUGO LILJEGREN - 470 - World Championship 2024",World Championship 2024,7F,"HEDVIG LILJEGREN, HUGO LILJEGREN",5-0-0,470,OVER,48,5.0,0,0,GERAL,195.0,169.0,
"DEREK SCOTT, REBECCA HUME - 470 - World Championship 2024",World Championship 2024,7F,"DEREK SCOTT, REBECCA HUME",12-0-0,470,OVER,49,12.0,0,0,GERAL,203.0,176.0,
"YEHOR SAMARIN, YELYZAVETA VASYLENKO - 470 - World Championship 2024",World Championship 2024,7F,"YEHOR SAMARIN, YELYZAVETA VASYLENKO",21-0-0,470,OVER,50,21.0,0,0,GERAL,204.0,178.0,
"RAFAL POGORZELSKI, MALGORZATA GORNISIEWICZ - 470 - World Championship 2024",World Championship 2024,7F,"RAFAL POGORZELSKI, MALGORZATA GORNISIEWICZ",4-0-0,470,OVER,51,4.0,0,0,GERAL,221.0,194.0,
"JOANNA CYMERMAN, TYMON KOSOBUCKI - 470 - World Championship 2024",World Championship 2024,7F,"JOANNA CYMERMAN, TYMON KOSOBUCKI",27-0-0,470,OVER,52,27.0,0,0,GERAL,245.0,217.0,
"MARTIN CLOOS, EMILIANA MARIA LOPEZ - 470 - World Championship 2024",World Championship 2024,7F,"MARTIN CLOOS, EMILIANA MARIA LOPEZ",15-0-0,470,OVER,53,15.0,0,0,GERAL,255.0,224.0,
"EMA SAMARZIJA, LEON SCHEIDL - 470 - World Championship 2024",World Championship 2024,7F,"EMA SAMARZIJA, LEON SCHEIDL",25-0-0,470,OVER,54,25.0,0,0,GERAL,257.0,225.0,
"MILLIE IRISH, SZYMON MATYJASZCZUK - 470 - World Championship 2024",World Championship 2024,7F,"MILLIE IRISH, SZYMON MATYJASZCZUK",19-0-0,470,OVER,55,19.0,0,0,GERAL,259.0,227.0,
"PEDRO FELIPE ROBLES, CARMINA SOFIA FUENTES - 470 - World Championship 2024",World Championship 2024,7F,"PEDRO FELIPE ROBLES, CARMINA SOFIA FUENTES",22-0-0,470,OVER,56,22.0,0,0,GERAL,266.0,236.0,
"MARIA JOSE CUCALON, JONATHAN MARTINETTI - 470 - World Championship 2024",World Championship 2024,7F,"MARIA JOSE CUCALON, JONATHAN MARTINETTI",16-0-0,470,OVER,57,16.0,0,0,GERAL,275.0,244.0,
"MYKHAILO BILOHORODSKYI, POLINA ZATOCHNA - 470 - World Championship 2024",World Championship 2024,7F,"MYKHAILO BILOHORODSKYI, POLINA ZATOCHNA",17-0-0,470,OVER,58,17.0,0,0,GERAL,289.0,259.0,
"MATIAS MONTINHO, MANUELA PAULO - 470 - World Championship 2024",World Championship 2024,7F,"MATIAS MONTINHO, MANUELA PAULO",24-0-0,470,OVER,59,24.0,0,0,GERAL,309.0,277.0,
"DENISE HELENA RUI PARRUQUE, ALCIDIO PORTUGAL ALMEIDA LINO - 470 - World Championship 2024",World Championship 2024,7F,"DENISE HELENA RUI PARRUQUE, ALCIDIO PORTUGAL ALMEIDA LINO",26-0-0,470,OVER,60,26.0,0,0,GERAL,314.0,282.0,
"ROSA DONNER, NIKLAS HABERL - 470 - World Championship 2024",World Championship 2024,7F,"ROSA DONNER, NIKLAS HABERL",31-0-DNC,470,OVER,61,31.0,0,DNC,GERAL,346.0,314.0,
"JORDI XAMMAR, NORA BRUGMAN - 470 - World Championship 2024",World Championship 2024,8F,"JORDI XAMMAR, NORA BRUGMAN",11-0-0,470,OVER,1,11.0,0,0,GERAL,69.0,56.0,
"VITA HEATHCOTE, CHRIS GRUBE - 470 - World Championship 2024",World Championship 2024,8F,"VITA HEATHCOTE, CHRIS GRUBE",8-0-0,470,OVER,2,8.0,0,0,GERAL,99.0,67.0,
"KEIJU OKADA, MIHO YOSHIOKA - 470 - World Championship 2024",World Championship 2024,8F,"KEIJU OKADA, MIHO YOSHIOKA",13-0-0,470,OVER,3,13.0,0,0,GERAL,100.0,72.0,
"SIMON DIESCH, ANNA MARKFORT - 470 - World Championship 2024",World Championship 2024,8F,"SIMON DIESCH, ANNA MARKFORT",1-0-0,470,OVER,4,1.0,0,0,GERAL,101.0,75.0,
"NITAI HASSON, NOA LASRY - 470 - World Championship 2024",World Championship 2024,8F,"NITAI HASSON, NOA LASRY",23-0-0,470,OVER,5,23.0,0,0,GERAL,108.0,78.0,
"CAMILLE LECOINTRE, JEREMIE MION - 470 - World Championship 2024",World Championship 2024,8F,"CAMILLE LECOINTRE, JEREMIE MION",9-0-0,470,OVER,6,9.0,0,0,GERAL,108.0,82.0,
"ANTON DAHLBERG, LOVISA KARLSSON - 470 - World Championship 2024",World Championship 2024,8F,"ANTON DAHLBERG, LOVISA KARLSSON",30-1-0,470,OVER,7,30.0,1,0,GERAL,114.0,84.0,
"TETSUYA ISOZAKI, YURIE SEKI - 470 - World Championship 2024",World Championship 2024,8F,"TETSUYA ISOZAKI, YURIE SEKI",17-0-0,470,OVER,8,17.0,0,0,GERAL,110.0,85.0,
"MARTIN WRIGLEY, BETTINE HARRIS - 470 - World Championship 2024",World Championship 2024,8F,"MARTIN WRIGLEY, BETTINE HARRIS",10-0-0,470,OVER,9,10.0,0,0,GERAL,116.0,89.0,
"LARA VADLAU, LUKAS MAEHR - 470 - World Championship 2024",World Championship 2024,8F,"LARA VADLAU, LUKAS MAEHR",15-0-0,470,OVER,10,15.0,0,0,GERAL,106.0,90.0,
"AI YOSHIDA, YUGO YOSHIDA - 470 - World Championship 2024",World Championship 2024,8F,"AI YOSHIDA, YUGO YOSHIDA",3-0-0,470,OVER,11,3.0,0,0,GERAL,133.0,103.0,
"MALTE WINKEL, ANASTASIYA WINKEL - 470 - World Championship 2024",World Championship 2024,8F,"MALTE WINKEL, ANASTASIYA WINKEL",16-0-0,470,OVER,12,16.0,0,0,GERAL,136.0,104.0,
"LUISE WANSER, PHILIPP AUTENRIETH - 470 - World Championship 2024",World Championship 2024,8F,"LUISE WANSER, PHILIPP AUTENRIETH",14-0-0,470,OVER,13,14.0,0,0,GERAL,129.0,106.0,
"DIOGO COSTA, CAROLINA JOAO - 470 - World Championship 2024",World Championship 2024,8F,"DIOGO COSTA, CAROLINA JOAO",5-0-0,470,OVER,14,5.0,0,0,GERAL,128.0,106.0,
"NIA JERWOOD, CONOR NICHOLAS - 470 - World Championship 2024",World Championship 2024,8F,"NIA JERWOOD, CONOR NICHOLAS",4-0-0,470,OVER,15,4.0,0,0,GERAL,140.0,111.0,
"GIACOMO FERRARI, ALESSANDRA DUBBINI - 470 - World Championship 2024",World Championship 2024,8F,"GIACOMO FERRARI, ALESSANDRA DUBBINI",27-1-0,470,OVER,16,27.0,1,0,GERAL,142.0,115.0,
"THERES DAHNKE, MATTI CIPRA - 470 - World Championship 2024",World Championship 2024,8F,"THERES DAHNKE, MATTI CIPRA",19-0-0,470,OVER,17,19.0,0,0,GERAL,135.0,115.0,
"THERESA LOFFLER, CHRISTOPHER HOERR - 470 - World Championship 2024",World Championship 2024,8F,"THERESA LOFFLER, CHRISTOPHER HOERR",21-0-0,470,OVER,18,21.0,0,0,GERAL,141.0,117.0,
"DAICHI TAKAYAMA, FUYUKA MORITA - 470 - World Championship 2024",World Championship 2024,8F,"DAICHI TAKAYAMA, FUYUKA MORITA",12-0-0,470,OVER,19,12.0,0,0,GERAL,150.0,123.0,
"YVES MERMOD, MAJA SIEGENTHALER - 470 - World Championship 2024",World Championship 2024,8F,"YVES MERMOD, MAJA SIEGENTHALER",18-0-0,470,OVER,20,18.0,0,0,GERAL,146.0,125.0,
"BEATRIZ GAGO, RODOLFO PIRES - 470 - World Championship 2024",World Championship 2024,8F,"BEATRIZ GAGO, RODOLFO PIRES",2-0-0,470,OVER,21,2.0,0,0,GERAL,149.0,126.0,
"ZANGJUN XU, YIXIAO LYU - 470 - World Championship 2024",World Championship 2024,8F,"ZANGJUN XU, YIXIAO LYU",22-0-0,470,OVER,22,22.0,0,0,GERAL,168.0,136.0,
"JIANYONG XU, YANI XU - 470 - World Championship 2024",World Championship 2024,8F,"JIANYONG XU, YANI XU",6-0-0,470,OVER,23,6.0,0,0,GERAL,173.0,145.0,
"ARIADNE-PARASKEVI SPANAKI, ODYSSEAS-EMMANOUIL SPANAKIS - 470 - World Championship 2024",World Championship 2024,8F,"ARIADNE-PARASKEVI SPANAKI, ODYSSEAS-EMMANOUIL SPANAKIS",28-0-0,470,OVER,24,28.0,0,0,GERAL,181.0,149.0,
"MATISSE PACAUD, LUCIE GENNES - 470 - World Championship 2024",World Championship 2024,8F,"MATISSE PACAUD, LUCIE GENNES",7-0-0,470,OVER,25,7.0,0,0,GERAL,180.0,152.0,
"STUART MCNAY, LARA DALLMAN-WEISS - 470 - World Championship 2024",World Championship 2024,8F,"STUART MCNAY, LARA DALLMAN-WEISS",25-0-0,470,OVER,26,25.0,0,0,GERAL,187.0,155.0,
"HENRIQUE HADDAD, ISABEL SWAN - 470 - World Championship 2024",World Championship 2024,8F,"HENRIQUE HADDAD, ISABEL SWAN",26-0-0,470,OVER,27,26.0,0,0,GERAL,185.0,157.0,
"MANON PENNANEAC'H, PIERRE WILLIOT - 470 - World Championship 2024",World Championship 2024,8F,"MANON PENNANEAC'H, PIERRE WILLIOT",20-0-0,470,OVER,28,20.0,0,0,GERAL,205.0,174.0,
"ELENA BERTA, BRUNO FESTO - 470 - World Championship 2024",World Championship 2024,8F,"ELENA BERTA, BRUNO FESTO",31-0-0,470,OVER,29,31.0,0,0,GERAL,214.0,182.0,
