Identificador,Nome Competição,Regata,Nome Competidor,Pontuação Regata (Nha),Classe Vela,Flag Name,Posição Geral,Pontuação Regata,Descarte,Punição,Flotilha,Total,Net,ID Competição
,CAMPEONATO ABERTO BELGA 2023,,Max FRANK,,ilca 6,,3,3.0,0,,GERAL,23.0,17.0,248
,CAMPEONATO ABERTO BELGA 2023,,Max FRANK,,ilca 6,,3,4.0,0,,GERAL,23.0,17.0,248
,CAMPEONATO ABERTO BELGA 2023,,Max FRANK,,ilca 6,,3,6.0,1,,GERAL,23.0,17.0,248
,CAMPEONATO ABERTO BELGA 2023,,Max FRANK,,ilca 6,,3,3.0,0,,GERAL,23.0,17.0,248
,CAMPEONATO ABERTO BELGA 2023,,Max FRANK,,ilca 6,,3,3.0,0,,GERAL,23.0,17.0,248
,CAMPEONATO ABERTO BELGA 2023,,Brecht ZWAENEPOEL,,ilca 6,,4,3.0,0,,GERAL,25.0,19.0,248
,CAMPEONATO ABERTO BELGA 2023,,Brecht ZWAENEPOEL,,ilca 6,,4,5.0,0,,GERAL,25.0,19.0,248
,CAMPEONATO ABERTO BELGA 2023,,Brecht ZWAENEPOEL,,ilca 6,,4,3.0,0,,GERAL,25.0,19.0,248
,CAMPEONATO ABERTO BELGA 2023,,Brecht ZWAENEPOEL,,ilca 6,,4,4.0,0,,GERAL,25.0,19.0,248
,CAMPEONATO ABERTO BELGA 2023,,Brecht ZWAENEPOEL,,ilca 6,,4,6.0,1,,GERAL,25.0,19.0,248
,CAMPEONATO ABERTO BELGA 2023,,Brecht ZWAENEPOEL,,ilca 6,,4,4.0,0,,GERAL,25.0,19.0,248
,CAMPEONATO ABERTO BELGA 2023,,Max STIFF,,ilca 6,,5,5.0,0,,GERAL,37.0,28.0,248
,CAMPEONATO ABERTO BELGA 2023,,Max STIFF,,ilca 6,,5,7.0,0,,GERAL,37.0,28.0,248
,CAMPEONATO ABERTO BELGA 2023,,Max STIFF,,ilca 6,,5,8.0,0,,GERAL,37.0,28.0,248
,CAMPEONATO ABERTO BELGA 2023,,Max STIFF,,ilca 6,,5,3.0,0,,GERAL,37.0,28.0,248
,CAMPEONATO ABERTO BELGA 2023,,Max STIFF,,ilca 6,,5,5.0,0,,GERAL,37.0,28.0,248
,CAMPEONATO ABERTO BELGA 2023,,Max STIFF,,ilca 6,,5,9.0,1,,GERAL,37.0,28.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pieter van LAER,,ilca 6,,6,8.0,0,,GERAL,47.0,34.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pieter van LAER,,ilca 6,,6,13.0,1,,GERAL,47.0,34.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pieter van LAER,,ilca 6,,6,9.0,0,,GERAL,47.0,34.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pieter van LAER,,ilca 6,,6,8.0,0,,GERAL,47.0,34.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pieter van LAER,,ilca 6,,6,4.0,0,,GERAL,47.0,34.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pieter van LAER,,ilca 6,,6,5.0,0,,GERAL,47.0,34.0,248
,CAMPEONATO ABERTO BELGA 2023,,Boris de WILDE,,ilca 6,,7,6.0,0,,GERAL,44.0,34.0,248
,CAMPEONATO ABERTO BELGA 2023,,Boris de WILDE,,ilca 6,,7,6.0,0,,GERAL,44.0,34.0,248
,CAMPEONATO ABERTO BELGA 2023,,Boris de WILDE,,ilca 6,,7,6.0,0,,GERAL,44.0,34.0,248
,CAMPEONATO ABERTO BELGA 2023,,Boris de WILDE,,ilca 6,,7,7.0,0,,GERAL,44.0,34.0,248
,CAMPEONATO ABERTO BELGA 2023,,Boris de WILDE,,ilca 6,,7,9.0,0,,GERAL,44.0,34.0,248
,CAMPEONATO ABERTO BELGA 2023,,Boris de WILDE,,ilca 6,,7,10.0,1,,GERAL,44.0,34.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pieter HUIZER,,ilca 6,,8,7.0,0,,GERAL,48.0,38.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pieter HUIZER,,ilca 6,,8,8.0,0,,GERAL,48.0,38.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pieter HUIZER,,ilca 6,,8,7.0,0,,GERAL,48.0,38.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pieter HUIZER,,ilca 6,,8,9.0,0,,GERAL,48.0,38.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pieter HUIZER,,ilca 6,,8,10.0,1,,GERAL,48.0,38.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pieter HUIZER,,ilca 6,,8,7.0,0,,GERAL,48.0,38.0,248
,CAMPEONATO ABERTO BELGA 2023,,Cannelle OPSTAELE,,ilca 6,,9,12.0,1,,GERAL,54.0,42.0,248
,CAMPEONATO ABERTO BELGA 2023,,Cannelle OPSTAELE,,ilca 6,,9,10.0,0,,GERAL,54.0,42.0,248
,CAMPEONATO ABERTO BELGA 2023,,Cannelle OPSTAELE,,ilca 6,,9,11.0,0,,GERAL,54.0,42.0,248
,CAMPEONATO ABERTO BELGA 2023,,Cannelle OPSTAELE,,ilca 6,,9,5.0,0,,GERAL,54.0,42.0,248
,CAMPEONATO ABERTO BELGA 2023,,Cannelle OPSTAELE,,ilca 6,,9,8.0,0,,GERAL,54.0,42.0,248
,CAMPEONATO ABERTO BELGA 2023,,Cannelle OPSTAELE,,ilca 6,,9,8.0,0,,GERAL,54.0,42.0,248
,CAMPEONATO ABERTO BELGA 2023,,Maarten BOOT,,ilca 6,,10,1.0,0,,GERAL,73.0,47.0,248
,CAMPEONATO ABERTO BELGA 2023,,Maarten BOOT,,ilca 6,,10,1.0,0,,GERAL,73.0,47.0,248
,CAMPEONATO ABERTO BELGA 2023,,Maarten BOOT,,ilca 6,,10,5.0,0,,GERAL,73.0,47.0,248
,CAMPEONATO ABERTO BELGA 2023,,Maarten BOOT,,ilca 6,,10,26.0,1,DNS,GERAL,73.0,47.0,248
,CAMPEONATO ABERTO BELGA 2023,,Maarten BOOT,,ilca 6,,10,14.0,0,,GERAL,73.0,47.0,248
,CAMPEONATO ABERTO BELGA 2023,,Maarten BOOT,,ilca 6,,10,26.0,0,RET,GERAL,73.0,47.0,248
,CAMPEONATO ABERTO BELGA 2023,,Alexander de BIE,,ilca 6,,11,10.0,0,,GERAL,64.0,52.0,248
,CAMPEONATO ABERTO BELGA 2023,,Alexander de BIE,,ilca 6,,11,9.0,0,,GERAL,64.0,52.0,248
,CAMPEONATO ABERTO BELGA 2023,,Alexander de BIE,,ilca 6,,11,10.0,0,,GERAL,64.0,52.0,248
,CAMPEONATO ABERTO BELGA 2023,,Alexander de BIE,,ilca 6,,11,11.0,0,,GERAL,64.0,52.0,248
,CAMPEONATO ABERTO BELGA 2023,,Alexander de BIE,,ilca 6,,11,12.0,1,,GERAL,64.0,52.0,248
,CAMPEONATO ABERTO BELGA 2023,,Alexander de BIE,,ilca 6,,11,12.0,0,,GERAL,64.0,52.0,248
,CAMPEONATO ABERTO BELGA 2023,,Joep GÖTTGENS,,ilca 6,,12,9.0,0,,GERAL,88.0,62.0,248
,CAMPEONATO ABERTO BELGA 2023,,Joep GÖTTGENS,,ilca 6,,12,12.0,0,,GERAL,88.0,62.0,248
,CAMPEONATO ABERTO BELGA 2023,,Joep GÖTTGENS,,ilca 6,,12,26.0,1,DNS,GERAL,88.0,62.0,248
,CAMPEONATO ABERTO BELGA 2023,,Joep GÖTTGENS,,ilca 6,,12,17.0,0,,GERAL,88.0,62.0,248
,CAMPEONATO ABERTO BELGA 2023,,Joep GÖTTGENS,,ilca 6,,12,13.0,0,,GERAL,88.0,62.0,248
,CAMPEONATO ABERTO BELGA 2023,,Joep GÖTTGENS,,ilca 6,,12,11.0,0,,GERAL,88.0,62.0,248
,CAMPEONATO ABERTO BELGA 2023,,Jule-Johanna BLANK,,ilca 6,,13,14.0,0,,GERAL,93.0,67.0,248
,CAMPEONATO ABERTO BELGA 2023,,Jule-Johanna BLANK,,ilca 6,,13,18.0,0,,GERAL,93.0,67.0,248
,CAMPEONATO ABERTO BELGA 2023,,Jule-Johanna BLANK,,ilca 6,,13,18.0,0,,GERAL,93.0,67.0,248
,CAMPEONATO ABERTO BELGA 2023,,Jule-Johanna BLANK,,ilca 6,,13,10.0,0,,GERAL,93.0,67.0,248
,CAMPEONATO ABERTO BELGA 2023,,Jule-Johanna BLANK,,ilca 6,,13,7.0,0,,GERAL,93.0,67.0,248
,CAMPEONATO ABERTO BELGA 2023,,Jule-Johanna BLANK,,ilca 6,,13,26.0,1,RET,GERAL,93.0,67.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bo MOERKERKE,,ilca 6,,14,17.0,1,,GERAL,85.0,68.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bo MOERKERKE,,ilca 6,,14,14.0,0,,GERAL,85.0,68.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bo MOERKERKE,,ilca 6,,14,13.0,0,,GERAL,85.0,68.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bo MOERKERKE,,ilca 6,,14,13.0,0,,GERAL,85.0,68.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bo MOERKERKE,,ilca 6,,14,15.0,0,,GERAL,85.0,68.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bo MOERKERKE,,ilca 6,,14,13.0,0,,GERAL,85.0,68.0,248
,CAMPEONATO ABERTO BELGA 2023,,Isabelle DOMPAS,,ilca 6,,15,13.0,0,,GERAL,90.0,71.0,248
,CAMPEONATO ABERTO BELGA 2023,,Isabelle DOMPAS,,ilca 6,,15,19.0,1,,GERAL,90.0,71.0,248
,CAMPEONATO ABERTO BELGA 2023,,Isabelle DOMPAS,,ilca 6,,15,12.0,0,,GERAL,90.0,71.0,248
,CAMPEONATO ABERTO BELGA 2023,,Isabelle DOMPAS,,ilca 6,,15,12.0,0,,GERAL,90.0,71.0,248
,CAMPEONATO ABERTO BELGA 2023,,Isabelle DOMPAS,,ilca 6,,15,19.0,0,,GERAL,90.0,71.0,248
,CAMPEONATO ABERTO BELGA 2023,,Isabelle DOMPAS,,ilca 6,,15,15.0,0,,GERAL,90.0,71.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bas BLOKZIJL,,ilca 6,,16,11.0,0,,GERAL,100.0,74.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bas BLOKZIJL,,ilca 6,,16,11.0,0,,GERAL,100.0,74.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bas BLOKZIJL,,ilca 6,,16,26.0,1,DNS,GERAL,100.0,74.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bas BLOKZIJL,,ilca 6,,16,15.0,0,,GERAL,100.0,74.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bas BLOKZIJL,,ilca 6,,16,11.0,0,,GERAL,100.0,74.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bas BLOKZIJL,,ilca 6,,16,26.0,0,DNS,GERAL,100.0,74.0,248
,CAMPEONATO ABERTO BELGA 2023,,Anaïs WIENEN,,ilca 6,,17,18.0,0,,GERAL,98.0,76.0,248
,CAMPEONATO ABERTO BELGA 2023,,Anaïs WIENEN,,ilca 6,,17,17.0,0,,GERAL,98.0,76.0,248
,CAMPEONATO ABERTO BELGA 2023,,Anaïs WIENEN,,ilca 6,,17,17.0,0,,GERAL,98.0,76.0,248
,CAMPEONATO ABERTO BELGA 2023,,Anaïs WIENEN,,ilca 6,,17,22.0,1,,GERAL,98.0,76.0,248
,CAMPEONATO ABERTO BELGA 2023,,Anaïs WIENEN,,ilca 6,,17,18.0,0,,GERAL,98.0,76.0,248
,CAMPEONATO ABERTO BELGA 2023,,Anaïs WIENEN,,ilca 6,,17,6.0,0,,GERAL,98.0,76.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bart MEYNENDONCKX,,ilca 6,,18,15.0,0,,GERAL,102.0,81.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bart MEYNENDONCKX,,ilca 6,,18,16.0,0,,GERAL,102.0,81.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bart MEYNENDONCKX,,ilca 6,,18,14.0,0,,GERAL,102.0,81.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bart MEYNENDONCKX,,ilca 6,,18,20.0,0,,GERAL,102.0,81.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bart MEYNENDONCKX,,ilca 6,,18,21.0,1,,GERAL,102.0,81.0,248
,CAMPEONATO ABERTO BELGA 2023,,Bart MEYNENDONCKX,,ilca 6,,18,16.0,0,,GERAL,102.0,81.0,248
,CAMPEONATO ABERTO BELGA 2023,,Yuya LONFILS,,ilca 6,,19,21.0,0,,GERAL,110.0,85.0,248
,CAMPEONATO ABERTO BELGA 2023,,Yuya LONFILS,,ilca 6,,19,25.0,1,,GERAL,110.0,85.0,248
,CAMPEONATO ABERTO BELGA 2023,,Yuya LONFILS,,ilca 6,,19,20.0,0,,GERAL,110.0,85.0,248
,CAMPEONATO ABERTO BELGA 2023,,Yuya LONFILS,,ilca 6,,19,14.0,0,,GERAL,110.0,85.0,248
,CAMPEONATO ABERTO BELGA 2023,,Yuya LONFILS,,ilca 6,,19,16.0,0,,GERAL,110.0,85.0,248
,CAMPEONATO ABERTO BELGA 2023,,Yuya LONFILS,,ilca 6,,19,14.0,0,,GERAL,110.0,85.0,248
,CAMPEONATO ABERTO BELGA 2023,,Jules COCK,,ilca 6,,20,16.0,0,,GERAL,112.0,89.0,248
,CAMPEONATO ABERTO BELGA 2023,,Jules COCK,,ilca 6,,20,15.0,0,,GERAL,112.0,89.0,248
,CAMPEONATO ABERTO BELGA 2023,,Jules COCK,,ilca 6,,20,16.0,0,,GERAL,112.0,89.0,248
,CAMPEONATO ABERTO BELGA 2023,,Jules COCK,,ilca 6,,20,23.0,1,,GERAL,112.0,89.0,248
,CAMPEONATO ABERTO BELGA 2023,,Jules COCK,,ilca 6,,20,22.0,0,,GERAL,112.0,89.0,248
,CAMPEONATO ABERTO BELGA 2023,,Jules COCK,,ilca 6,,20,20.0,0,,GERAL,112.0,89.0,248
,CAMPEONATO ABERTO BELGA 2023,,Felix D URSEL,,ilca 6,,21,20.0,0,,GERAL,113.0,90.0,248
,CAMPEONATO ABERTO BELGA 2023,,Felix D URSEL,,ilca 6,,21,20.0,0,,GERAL,113.0,90.0,248
,CAMPEONATO ABERTO BELGA 2023,,Felix D URSEL,,ilca 6,,21,15.0,0,,GERAL,113.0,90.0,248
,CAMPEONATO ABERTO BELGA 2023,,Felix D URSEL,,ilca 6,,21,18.0,0,,GERAL,113.0,90.0,248
,CAMPEONATO ABERTO BELGA 2023,,Felix D URSEL,,ilca 6,,21,23.0,1,,GERAL,113.0,90.0,248
,CAMPEONATO ABERTO BELGA 2023,,Felix D URSEL,,ilca 6,,21,17.0,0,,GERAL,113.0,90.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pierre VANDECLEE,,ilca 6,,22,19.0,0,,GERAL,118.0,92.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pierre VANDECLEE,,ilca 6,,22,21.0,0,,GERAL,118.0,92.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pierre VANDECLEE,,ilca 6,,22,19.0,0,,GERAL,118.0,92.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pierre VANDECLEE,,ilca 6,,22,16.0,0,,GERAL,118.0,92.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pierre VANDECLEE,,ilca 6,,22,17.0,0,,GERAL,118.0,92.0,248
,CAMPEONATO ABERTO BELGA 2023,,Pierre VANDECLEE,,ilca 6,,22,26.0,1,DNS,GERAL,118.0,92.0,248
,CAMPEONATO ABERTO BELGA 2023,,Laura BOUCKAERT,,ilca 6,,23,24.0,1,,GERAL,128.0,104.0,248
,CAMPEONATO ABERTO BELGA 2023,,Laura BOUCKAERT,,ilca 6,,23,24.0,0,,GERAL,128.0,104.0,248
,CAMPEONATO ABERTO BELGA 2023,,Laura BOUCKAERT,,ilca 6,,23,23.0,0,,GERAL,128.0,104.0,248
,CAMPEONATO ABERTO BELGA 2023,,Laura BOUCKAERT,,ilca 6,,23,19.0,0,,GERAL,128.0,104.0,248
,CAMPEONATO ABERTO BELGA 2023,,Laura BOUCKAERT,,ilca 6,,23,20.0,0,,GERAL,128.0,104.0,248
,CAMPEONATO ABERTO BELGA 2023,,Laura BOUCKAERT,,ilca 6,,23,18.0,0,,GERAL,128.0,104.0,248
,CAMPEONATO ABERTO BELGA 2023,,Victor CAMBIER,,ilca 6,,24,22.0,0,,GERAL,132.0,107.0,248
,CAMPEONATO ABERTO BELGA 2023,,Victor CAMBIER,,ilca 6,,24,22.0,0,,GERAL,132.0,107.0,248
,CAMPEONATO ABERTO BELGA 2023,,Victor CAMBIER,,ilca 6,,24,21.0,0,,GERAL,132.0,107.0,248
,CAMPEONATO ABERTO BELGA 2023,,Victor CAMBIER,,ilca 6,,24,21.0,0,,GERAL,132.0,107.0,248
,CAMPEONATO ABERTO BELGA 2023,,Victor CAMBIER,,ilca 6,,24,25.0,1,,GERAL,132.0,107.0,248
,CAMPEONATO ABERTO BELGA 2023,,Victor CAMBIER,,ilca 6,,24,21.0,0,,GERAL,132.0,107.0,248
,CAMPEONATO ABERTO BELGA 2023,,Alexandre FRISSEN,,ilca 6,,25,23.0,0,,GERAL,137.0,111.0,248
,CAMPEONATO ABERTO BELGA 2023,,Alexandre FRISSEN,,ilca 6,,25,23.0,0,,GERAL,137.0,111.0,248
,CAMPEONATO ABERTO BELGA 2023,,Alexandre FRISSEN,,ilca 6,,25,22.0,0,,GERAL,137.0,111.0,248
,CAMPEONATO ABERTO BELGA 2023,,Alexandre FRISSEN,,ilca 6,,25,26.0,1,UFD,GERAL,137.0,111.0,248
,CAMPEONATO ABERTO BELGA 2023,,Alexandre FRISSEN,,ilca 6,,25,24.0,0,,GERAL,137.0,111.0,248
,CAMPEONATO ABERTO BELGA 2023,,Alexandre FRISSEN,,ilca 6,,25,19.0,0,,GERAL,137.0,111.0,248
,CAMPEONATO ABERTO BELGA 2023,,Lander BULTYNCK,,ilca 7,,1,1.0,0,,GERAL,18.0,12.0,248
,CAMPEONATO ABERTO BELGA 2023,,Lander BULTYNCK,,ilca 7,,1,2.0,0,,GERAL,18.0,12.0,248
,CAMPEONATO ABERTO BELGA 2023,,Lander BULTYNCK,,ilca 7,,1,6.0,1,,GERAL,18.0,12.0,248
,CAMPEONATO ABERTO BELGA 2023,,Lander BULTYNCK,,ilca 7,,1,1.0,0,,GERAL,18.0,12.0,248
,CAMPEONATO ABERTO BELGA 2023,,Lander BULTYNCK,,ilca 7,,1,2.0,0,,GERAL,18.0,12.0,248
,CAMPEONATO ABERTO BELGA 2023,,Lander BULTYNCK,,ilca 7,,1,6.0,0,,GERAL,18.0,12.0,248
,CAMPEONATO ABERTO BELGA 2023,,Arthur van DAMME,,ilca 7,,2,2.0,0,,GERAL,17.0,13.0,248
,CAMPEONATO ABERTO BELGA 2023,,Arthur van DAMME,,ilca 7,,2,4.0,1,,GERAL,17.0,13.0,248
,CAMPEONATO ABERTO BELGA 2023,,Arthur van DAMME,,ilca 7,,2,4.0,0,,GERAL,17.0,13.0,248
,CAMPEONATO ABERTO BELGA 2023,,Arthur van DAMME,,ilca 7,,2,2.0,0,,GERAL,17.0,13.0,248
,CAMPEONATO ABERTO BELGA 2023,,Arthur van DAMME,,ilca 7,,2,3.0,0,,GERAL,17.0,13.0,248
,CAMPEONATO ABERTO BELGA 2023,,Arthur van DAMME,,ilca 7,,2,2.0,0,,GERAL,17.0,13.0,248
,CAMPEONATO ABERTO BELGA 2023,,Oscar van DAMME,,ilca 7,,3,3.0,0,,GERAL,19.0,14.0,248
,CAMPEONATO ABERTO BELGA 2023,,Oscar van DAMME,,ilca 7,,3,5.0,1,,GERAL,19.0,14.0,248
,CAMPEONATO ABERTO BELGA 2023,,Oscar van DAMME,,ilca 7,,3,3.0,0,,GERAL,19.0,14.0,248
,CAMPEONATO ABERTO BELGA 2023,,Oscar van DAMME,,ilca 7,,3,3.0,0,,GERAL,19.0,14.0,248
,CAMPEONATO ABERTO BELGA 2023,,Oscar van DAMME,,ilca 7,,3,4.0,0,,GERAL,19.0,14.0,248
,CAMPEONATO ABERTO BELGA 2023,,Oscar van DAMME,,ilca 7,,3,1.0,0,,GERAL,19.0,14.0,248
,CAMPEONATO ABERTO BELGA 2023,,Tomas GUNST,,ilca 7,,4,7.0,1,,GERAL,24.0,17.0,248
,CAMPEONATO ABERTO BELGA 2023,,Tomas GUNST,,ilca 7,,4,3.0,0,,GERAL,24.0,17.0,248
,CAMPEONATO ABERTO BELGA 2023,,Tomas GUNST,,ilca 7,,4,5.0,0,,GERAL,24.0,17.0,248
,CAMPEONATO ABERTO BELGA 2023,,Tomas GUNST,,ilca 7,,4,5.0,0,,GERAL,24.0,17.0,248
,CAMPEONATO ABERTO BELGA 2023,,Tomas GUNST,,ilca 7,,4,1.0,0,,GERAL,24.0,17.0,248
,CAMPEONATO ABERTO BELGA 2023,,Tomas GUNST,,ilca 7,,4,3.0,0,,GERAL,24.0,17.0,248
,CAMPEONATO ABERTO BELGA 2023,,Michel MAJON,,ilca 7,,5,4.0,0,,GERAL,26.0,20.0,248
,CAMPEONATO ABERTO BELGA 2023,,Michel MAJON,,ilca 7,,5,6.0,1,,GERAL,26.0,20.0,248
,CAMPEONATO ABERTO BELGA 2023,,Michel MAJON,,ilca 7,,5,2.0,0,,GERAL,26.0,20.0,248
,CAMPEONATO ABERTO BELGA 2023,,Michel MAJON,,ilca 7,,5,4.0,0,,GERAL,26.0,20.0,248
,CAMPEONATO ABERTO BELGA 2023,,Michel MAJON,,ilca 7,,5,5.0,0,,GERAL,26.0,20.0,248
,CAMPEONATO ABERTO BELGA 2023,,Michel MAJON,,ilca 7,,5,5.0,0,,GERAL,26.0,20.0,248
,CAMPEONATO ABERTO BELGA 2023,,Nicolas DUMONCEAU,,ilca 7,,6,5.0,0,,GERAL,32.0,23.0,248
,CAMPEONATO ABERTO BELGA 2023,,Nicolas DUMONCEAU,,ilca 7,,6,1.0,0,,GERAL,32.0,23.0,248
,CAMPEONATO ABERTO BELGA 2023,,Nicolas DUMONCEAU,,ilca 7,,6,1.0,0,,GERAL,32.0,23.0,248
,CAMPEONATO ABERTO BELGA 2023,,Nicolas DUMONCEAU,,ilca 7,,6,7.0,0,,GERAL,32.0,23.0,248
,CAMPEONATO ABERTO BELGA 2023,,Nicolas DUMONCEAU,,ilca 7,,6,9.0,1,,GERAL,32.0,23.0,248
,CAMPEONATO ABERTO BELGA 2023,,Nicolas DUMONCEAU,,ilca 7,,6,9.0,0,,GERAL,32.0,23.0,248
,CAMPEONATO ABERTO BELGA 2023,,Eric BONHOMME,,ilca 7,,7,8.0,1,,GERAL,44.0,36.0,248
,CAMPEONATO ABERTO BELGA 2023,,Eric BONHOMME,,ilca 7,,7,8.0,0,,GERAL,44.0,36.0,248
,CAMPEONATO ABERTO BELGA 2023,,Eric BONHOMME,,ilca 7,,7,8.0,0,,GERAL,44.0,36.0,248
,CAMPEONATO ABERTO BELGA 2023,,Eric BONHOMME,,ilca 7,,7,6.0,0,,GERAL,44.0,36.0,248
,CAMPEONATO ABERTO BELGA 2023,,Eric BONHOMME,,ilca 7,,7,7.0,0,,GERAL,44.0,36.0,248
,CAMPEONATO ABERTO BELGA 2023,,Eric BONHOMME,,ilca 7,,7,7.0,0,,GERAL,44.0,36.0,248
,CAMPEONATO ABERTO BELGA 2023,,Ron LENSEN,,ilca 7,,8,6.0,0,,GERAL,49.0,38.0,248
,CAMPEONATO ABERTO BELGA 2023,,Ron LENSEN,,ilca 7,,8,7.0,0,,GERAL,49.0,38.0,248
,CAMPEONATO ABERTO BELGA 2023,,Ron LENSEN,,ilca 7,,8,7.0,0,,GERAL,49.0,38.0,248
,CAMPEONATO ABERTO BELGA 2023,,Ron LENSEN,,ilca 7,,8,8.0,0,,GERAL,49.0,38.0,248
,CAMPEONATO ABERTO BELGA 2023,,Ron LENSEN,,ilca 7,,8,10.0,0,,GERAL,49.0,38.0,248
,CAMPEONATO ABERTO BELGA 2023,,Ron LENSEN,,ilca 7,,8,11.0,1,,GERAL,49.0,38.0,248
,CAMPEONATO ABERTO BELGA 2023,,Axel HOLDERBEKE,,ilca 7,,9,10.0,1,,GERAL,49.0,39.0,248
,CAMPEONATO ABERTO BELGA 2023,,Axel HOLDERBEKE,,ilca 7,,9,9.0,0,,GERAL,49.0,39.0,248
,CAMPEONATO ABERTO BELGA 2023,,Axel HOLDERBEKE,,ilca 7,,9,9.0,0,,GERAL,49.0,39.0,248
,CAMPEONATO ABERTO BELGA 2023,,Axel HOLDERBEKE,,ilca 7,,9,9.0,0,,GERAL,49.0,39.0,248
,CAMPEONATO ABERTO BELGA 2023,,Axel HOLDERBEKE,,ilca 7,,9,8.0,0,,GERAL,49.0,39.0,248
,CAMPEONATO ABERTO BELGA 2023,,Axel HOLDERBEKE,,ilca 7,,9,4.0,0,,GERAL,49.0,39.0,248
,CAMPEONATO ABERTO BELGA 2023,,Benoit LEFEVERE,,ilca 7,,10,9.0,0,,GERAL,59.0,46.0,248
,CAMPEONATO ABERTO BELGA 2023,,Benoit LEFEVERE,,ilca 7,,10,13.0,1,DNF,GERAL,59.0,46.0,248
,CAMPEONATO ABERTO BELGA 2023,,Benoit LEFEVERE,,ilca 7,,10,13.0,0,DNS,GERAL,59.0,46.0,248
,CAMPEONATO ABERTO BELGA 2023,,Benoit LEFEVERE,,ilca 7,,10,10.0,0,,GERAL,59.0,46.0,248
,CAMPEONATO ABERTO BELGA 2023,,Benoit LEFEVERE,,ilca 7,,10,6.0,0,,GERAL,59.0,46.0,248
,CAMPEONATO ABERTO BELGA 2023,,Benoit LEFEVERE,,ilca 7,,10,8.0,0,,GERAL,59.0,46.0,248
,CAMPEONATO ABERTO BELGA 2023,,Florian PAQUAY,,ilca 7,,11,11.0,1,,GERAL,63.0,52.0,248
,CAMPEONATO ABERTO BELGA 2023,,Florian PAQUAY,,ilca 7,,11,10.0,0,,GERAL,63.0,52.0,248
,CAMPEONATO ABERTO BELGA 2023,,Florian PAQUAY,,ilca 7,,11,10.0,0,,GERAL,63.0,52.0,248
,CAMPEONATO ABERTO BELGA 2023,,Florian PAQUAY,,ilca 7,,11,11.0,0,,GERAL,63.0,52.0,248
,CAMPEONATO ABERTO BELGA 2023,,Florian PAQUAY,,ilca 7,,11,11.0,0,,GERAL,63.0,52.0,248
,CAMPEONATO ABERTO BELGA 2023,,Florian PAQUAY,,ilca 7,,11,10.0,0,,GERAL,63.0,52.0,248
,CAMPEONATO ABERTO BELGA 2023,,Tim FELBER,,ilca 7,,12,12.0,0,,GERAL,72.0,59.0,248
,CAMPEONATO ABERTO BELGA 2023,,Tim FELBER,,ilca 7,,12,11.0,0,,GERAL,72.0,59.0,248
,CAMPEONATO ABERTO BELGA 2023,,Tim FELBER,,ilca 7,,12,11.0,0,,GERAL,72.0,59.0,248
,CAMPEONATO ABERTO BELGA 2023,,Tim FELBER,,ilca 7,,12,13.0,1,UFD,GERAL,72.0,59.0,248
,CAMPEONATO ABERTO BELGA 2023,,Tim FELBER,,ilca 7,,12,13.0,0,UFD,GERAL,72.0,59.0,248
,CAMPEONATO ABERTO BELGA 2023,,Tim FELBER,,ilca 7,,12,12.0,0,,GERAL,72.0,59.0,248
,Campeonato Nórdico Aberto 2023,,Lærke BUHL-HANSEN,,iQFoil 8,,1,2.0,0,,GERAL,33.0,19.0,236
,Campeonato Nórdico Aberto 2023,,Lærke BUHL-HANSEN,,iQFoil 8,,1,1.0,0,,GERAL,33.0,19.0,236
