,Position,Athlete,Nacionalidade,Regata,Pontuação Regata,Total,Net,Classe Vela,Nome Competição
5135,72,"KIKABHOY, RAFEEK / WAHK",HKG,12F,21,416,284,IQFOIL MASC.,European Championship 2023
5136,72,"KIKABHOY, RAFEEK / WAHK",HKG,13F,10,416,284,IQFOIL MASC.,European Championship 2023
5137,72,"KIKABHOY, RAFEEK / WAHK",HKG,14F,16,416,284,IQFOIL MASC.,European Championship 2023
5143,73,"CARIOLOU, ANDREAS / OPAP CYPRUS ,",CYP,1Q,32,407,287,IQFOIL MASC.,European Championship 2023
5144,73,"CARIOLOU, ANDREAS / OPAP CYPRUS ,",CYP,2Q,34,407,287,IQFOIL MASC.,European Championship 2023
5145,73,"CARIOLOU, ANDREAS / OPAP CYPRUS ,",CYP,3Q,28,407,287,IQFOIL MASC.,European Championship 2023
5146,73,"CARIOLOU, ANDREAS / OPAP CYPRUS ,",CYP,4Q,30,407,287,IQFOIL MASC.,European Championship 2023
5147,73,"CARIOLOU, ANDREAS / OPAP CYPRUS ,",CYP,5Q,RET (58),407,287,IQFOIL MASC.,European Championship 2023
5148,73,"CARIOLOU, ANDREAS / OPAP CYPRUS ,",CYP,6Q,-37,407,287,IQFOIL MASC.,European Championship 2023
5149,73,"CARIOLOU, ANDREAS / OPAP CYPRUS ,",CYP,7Q,35,407,287,IQFOIL MASC.,European Championship 2023
5150,73,"CARIOLOU, ANDREAS / OPAP CYPRUS ,",CYP,8Q,29,407,287,IQFOIL MASC.,European Championship 2023
5151,73,"CARIOLOU, ANDREAS / OPAP CYPRUS ,",CYP,9F,22,407,287,IQFOIL MASC.,European Championship 2023
5152,73,"CARIOLOU, ANDREAS / OPAP CYPRUS ,",CYP,10F,19,407,287,IQFOIL MASC.,European Championship 2023
5153,73,"CARIOLOU, ANDREAS / OPAP CYPRUS ,",CYP,11F,17,407,287,IQFOIL MASC.,European Championship 2023
5154,73,"CARIOLOU, ANDREAS / OPAP CYPRUS ,",CYP,12F,20,407,287,IQFOIL MASC.,European Championship 2023
5155,73,"CARIOLOU, ANDREAS / OPAP CYPRUS ,",CYP,13F,21,407,287,IQFOIL MASC.,European Championship 2023
5156,73,"CARIOLOU, ANDREAS / OPAP CYPRUS ,",CYP,14F,-25,407,287,IQFOIL MASC.,European Championship 2023
5162,74,"JIANG, QIANFAN",CHN,1Q,-43,397,294,IQFOIL MASC.,European Championship 2023
5163,74,"JIANG, QIANFAN",CHN,2Q,35,397,294,IQFOIL MASC.,European Championship 2023
5164,74,"JIANG, QIANFAN",CHN,3Q,37,397,294,IQFOIL MASC.,European Championship 2023
5165,74,"JIANG, QIANFAN",CHN,4Q,-40,397,294,IQFOIL MASC.,European Championship 2023
5166,74,"JIANG, QIANFAN",CHN,5Q,39,397,294,IQFOIL MASC.,European Championship 2023
5167,74,"JIANG, QIANFAN",CHN,6Q,33,397,294,IQFOIL MASC.,European Championship 2023
5168,74,"JIANG, QIANFAN",CHN,7Q,39,397,294,IQFOIL MASC.,European Championship 2023
5169,74,"JIANG, QIANFAN",CHN,8Q,39,397,294,IQFOIL MASC.,European Championship 2023
5170,74,"JIANG, QIANFAN",CHN,9F,15,397,294,IQFOIL MASC.,European Championship 2023
5171,74,"JIANG, QIANFAN",CHN,10F,10,397,294,IQFOIL MASC.,European Championship 2023
5172,74,"JIANG, QIANFAN",CHN,11F,14,397,294,IQFOIL MASC.,European Championship 2023
5173,74,"JIANG, QIANFAN",CHN,12F,16,397,294,IQFOIL MASC.,European Championship 2023
5174,74,"JIANG, QIANFAN",CHN,13F,-20,397,294,IQFOIL MASC.,European Championship 2023
5175,74,"JIANG, QIANFAN",CHN,14F,17,397,294,IQFOIL MASC.,European Championship 2023
5181,75,"BORS, MATE / FLAAR PERFORMANCE",HUN,1Q,RET (58),"428,7","298,7",IQFOIL MASC.,European Championship 2023
5182,75,"BORS, MATE / FLAAR PERFORMANCE",HUN,2Q,32,"428,7","298,7",IQFOIL MASC.,European Championship 2023
5183,75,"BORS, MATE / FLAAR PERFORMANCE",HUN,3Q,33,"428,7","298,7",IQFOIL MASC.,European Championship 2023
5184,75,"BORS, MATE / FLAAR PERFORMANCE",HUN,4Q,-44,"428,7","298,7",IQFOIL MASC.,European Championship 2023
5185,75,"BORS, MATE / FLAAR PERFORMANCE",HUN,5Q,32,"428,7","298,7",IQFOIL MASC.,European Championship 2023
5186,75,"BORS, MATE / FLAAR PERFORMANCE",HUN,6Q,37,"428,7","298,7",IQFOIL MASC.,European Championship 2023
5187,75,"BORS, MATE / FLAAR PERFORMANCE",HUN,7Q,37,"428,7","298,7",IQFOIL MASC.,European Championship 2023
5188,75,"BORS, MATE / FLAAR PERFORMANCE",HUN,8Q,37,"428,7","298,7",IQFOIL MASC.,European Championship 2023
5189,75,"BORS, MATE / FLAAR PERFORMANCE",HUN,9F,-28,"428,7","298,7",IQFOIL MASC.,European Championship 2023
5190,75,"BORS, MATE / FLAAR PERFORMANCE",HUN,10F,RDG 16.70,"428,7","298,7",IQFOIL MASC.,European Championship 2023
5191,75,"BORS, MATE / FLAAR PERFORMANCE",HUN,11F,11,"428,7","298,7",IQFOIL MASC.,European Championship 2023
5192,75,"BORS, MATE / FLAAR PERFORMANCE",HUN,12F,11,"428,7","298,7",IQFOIL MASC.,European Championship 2023
5193,75,"BORS, MATE / FLAAR PERFORMANCE",HUN,13F,26,"428,7","298,7",IQFOIL MASC.,European Championship 2023
5194,75,"BORS, MATE / FLAAR PERFORMANCE",HUN,14F,26,"428,7","298,7",IQFOIL MASC.,European Championship 2023
5200,76,"KUBIN, ROBERT",SVK,1Q,34,403,300,IQFOIL MASC.,European Championship 2023
5201,76,"KUBIN, ROBERT",SVK,2Q,34,403,300,IQFOIL MASC.,European Championship 2023
5202,76,"KUBIN, ROBERT",SVK,3Q,-38,403,300,IQFOIL MASC.,European Championship 2023
5203,76,"KUBIN, ROBERT",SVK,4Q,-37,403,300,IQFOIL MASC.,European Championship 2023
5204,76,"KUBIN, ROBERT",SVK,5Q,36,403,300,IQFOIL MASC.,European Championship 2023
5205,76,"KUBIN, ROBERT",SVK,6Q,34,403,300,IQFOIL MASC.,European Championship 2023
5206,76,"KUBIN, ROBERT",SVK,7Q,32,403,300,IQFOIL MASC.,European Championship 2023
5207,76,"KUBIN, ROBERT",SVK,8Q,31,403,300,IQFOIL MASC.,European Championship 2023
5208,76,"KUBIN, ROBERT",SVK,9F,12,403,300,IQFOIL MASC.,European Championship 2023
5209,76,"KUBIN, ROBERT",SVK,10F,17,403,300,IQFOIL MASC.,European Championship 2023
5210,76,"KUBIN, ROBERT",SVK,11F,18,403,300,IQFOIL MASC.,European Championship 2023
5211,76,"KUBIN, ROBERT",SVK,12F,-28,403,300,IQFOIL MASC.,European Championship 2023
5212,76,"KUBIN, ROBERT",SVK,13F,28,403,300,IQFOIL MASC.,European Championship 2023
5213,76,"KUBIN, ROBERT",SVK,14F,24,403,300,IQFOIL MASC.,European Championship 2023
5219,77,"WU, JUNBIN",CHN,1Q,-40,447,307,IQFOIL MASC.,European Championship 2023
5220,77,"WU, JUNBIN",CHN,2Q,36,447,307,IQFOIL MASC.,European Championship 2023
5221,77,"WU, JUNBIN",CHN,3Q,38,447,307,IQFOIL MASC.,European Championship 2023
5222,77,"WU, JUNBIN",CHN,4Q,36,447,307,IQFOIL MASC.,European Championship 2023
5223,77,"WU, JUNBIN",CHN,5Q,-42,447,307,IQFOIL MASC.,European Championship 2023
5224,77,"WU, JUNBIN",CHN,6Q,32,447,307,IQFOIL MASC.,European Championship 2023
5225,77,"WU, JUNBIN",CHN,7Q,31,447,307,IQFOIL MASC.,European Championship 2023
5226,77,"WU, JUNBIN",CHN,8Q,30,447,307,IQFOIL MASC.,European Championship 2023
5227,77,"WU, JUNBIN",CHN,9F,30,447,307,IQFOIL MASC.,European Championship 2023
5228,77,"WU, JUNBIN",CHN,10F,18,447,307,IQFOIL MASC.,European Championship 2023
5229,77,"WU, JUNBIN",CHN,11F,29,447,307,IQFOIL MASC.,European Championship 2023
5230,77,"WU, JUNBIN",CHN,12F,15,447,307,IQFOIL MASC.,European Championship 2023
5231,77,"WU, JUNBIN",CHN,13F,BFD (58),447,307,IQFOIL MASC.,European Championship 2023
5232,77,"WU, JUNBIN",CHN,14F,12,447,307,IQFOIL MASC.,European Championship 2023
5238,78,"CHANTREL, JULES / JULES CHANTREL",FRA,1Q,-52,483,315,IQFOIL MASC.,European Championship 2023
5239,78,"CHANTREL, JULES / JULES CHANTREL",FRA,2Q,45,483,315,IQFOIL MASC.,European Championship 2023
5240,78,"CHANTREL, JULES / JULES CHANTREL",FRA,3Q,35,483,315,IQFOIL MASC.,European Championship 2023
5241,78,"CHANTREL, JULES / JULES CHANTREL",FRA,4Q,33,483,315,IQFOIL MASC.,European Championship 2023
5242,78,"CHANTREL, JULES / JULES CHANTREL",FRA,5Q,RET (58),483,315,IQFOIL MASC.,European Championship 2023
5243,78,"CHANTREL, JULES / JULES CHANTREL",FRA,6Q,40,483,315,IQFOIL MASC.,European Championship 2023
5244,78,"CHANTREL, JULES / JULES CHANTREL",FRA,7Q,38,483,315,IQFOIL MASC.,European Championship 2023
5245,78,"CHANTREL, JULES / JULES CHANTREL",FRA,8Q,36,483,315,IQFOIL MASC.,European Championship 2023
5246,78,"CHANTREL, JULES / JULES CHANTREL",FRA,9F,19,483,315,IQFOIL MASC.,European Championship 2023
5247,78,"CHANTREL, JULES / JULES CHANTREL",FRA,10F,14,483,315,IQFOIL MASC.,European Championship 2023
5248,78,"CHANTREL, JULES / JULES CHANTREL",FRA,11F,19,483,315,IQFOIL MASC.,European Championship 2023
5249,78,"CHANTREL, JULES / JULES CHANTREL",FRA,12F,19,483,315,IQFOIL MASC.,European Championship 2023
5250,78,"CHANTREL, JULES / JULES CHANTREL",FRA,13F,17,483,315,IQFOIL MASC.,European Championship 2023
5251,78,"CHANTREL, JULES / JULES CHANTREL",FRA,14F,DNC (58),483,315,IQFOIL MASC.,European Championship 2023
5257,79,"ALLEN, STEPHEN / STEVE ALLEN",AUS,1Q,28,452,317,IQFOIL MASC.,European Championship 2023
5258,79,"ALLEN, STEPHEN / STEVE ALLEN",AUS,2Q,-40,452,317,IQFOIL MASC.,European Championship 2023
5259,79,"ALLEN, STEPHEN / STEVE ALLEN",AUS,3Q,35,452,317,IQFOIL MASC.,European Championship 2023
5260,79,"ALLEN, STEPHEN / STEVE ALLEN",AUS,4Q,26,452,317,IQFOIL MASC.,European Championship 2023
5261,79,"ALLEN, STEPHEN / STEVE ALLEN",AUS,5Q,-37,452,317,IQFOIL MASC.,European Championship 2023
5262,79,"ALLEN, STEPHEN / STEVE ALLEN",AUS,6Q,30,452,317,IQFOIL MASC.,European Championship 2023
5263,79,"ALLEN, STEPHEN / STEVE ALLEN",AUS,7Q,24,452,317,IQFOIL MASC.,European Championship 2023
5264,79,"ALLEN, STEPHEN / STEVE ALLEN",AUS,8Q,34,452,317,IQFOIL MASC.,European Championship 2023
5265,79,"ALLEN, STEPHEN / STEVE ALLEN",AUS,9F,9,452,317,IQFOIL MASC.,European Championship 2023
5266,79,"ALLEN, STEPHEN / STEVE ALLEN",AUS,10F,DNC (58),452,317,IQFOIL MASC.,European Championship 2023
5267,79,"ALLEN, STEPHEN / STEVE ALLEN",AUS,11F,12,452,317,IQFOIL MASC.,European Championship 2023
5268,79,"ALLEN, STEPHEN / STEVE ALLEN",AUS,12F,DNC 58,452,317,IQFOIL MASC.,European Championship 2023
5269,79,"ALLEN, STEPHEN / STEVE ALLEN",AUS,13F,BFD 58,452,317,IQFOIL MASC.,European Championship 2023
5270,79,"ALLEN, STEPHEN / STEVE ALLEN",AUS,14F,3,452,317,IQFOIL MASC.,European Championship 2023
5276,80,"ROULLET, EMILE",FRA,1Q,35,447,318,IQFOIL MASC.,European Championship 2023
5277,80,"ROULLET, EMILE",FRA,2Q,43,447,318,IQFOIL MASC.,European Championship 2023
5278,80,"ROULLET, EMILE",FRA,3Q,40,447,318,IQFOIL MASC.,European Championship 2023
5279,80,"ROULLET, EMILE",FRA,4Q,DSQ (58),447,318,IQFOIL MASC.,European Championship 2023
5280,80,"ROULLET, EMILE",FRA,5Q,47,447,318,IQFOIL MASC.,European Championship 2023
5281,80,"ROULLET, EMILE",FRA,6Q,-48,447,318,IQFOIL MASC.,European Championship 2023
5282,80,"ROULLET, EMILE",FRA,7Q,46,447,318,IQFOIL MASC.,European Championship 2023
5283,80,"ROULLET, EMILE",FRA,8Q,40,447,318,IQFOIL MASC.,European Championship 2023
5284,80,"ROULLET, EMILE",FRA,9F,14,447,318,IQFOIL MASC.,European Championship 2023
5285,80,"ROULLET, EMILE",FRA,10F,-23,447,318,IQFOIL MASC.,European Championship 2023
5286,80,"ROULLET, EMILE",FRA,11F,10,447,318,IQFOIL MASC.,European Championship 2023
5287,80,"ROULLET, EMILE",FRA,12F,18,447,318,IQFOIL MASC.,European Championship 2023
5288,80,"ROULLET, EMILE",FRA,13F,14,447,318,IQFOIL MASC.,European Championship 2023
5289,80,"ROULLET, EMILE",FRA,14F,11,447,318,IQFOIL MASC.,European Championship 2023
5295,81,"ROOLAHT, RENAR",EST,1Q,30,493,339,IQFOIL MASC.,European Championship 2023
5296,81,"ROOLAHT, RENAR",EST,2Q,27,493,339,IQFOIL MASC.,European Championship 2023
5297,81,"ROOLAHT, RENAR",EST,3Q,48,493,339,IQFOIL MASC.,European Championship 2023
5298,81,"ROOLAHT, RENAR",EST,4Q,DNC (58),493,339,IQFOIL MASC.,European Championship 2023
5299,81,"ROOLAHT, RENAR",EST,5Q,39,493,339,IQFOIL MASC.,European Championship 2023
5300,81,"ROOLAHT, RENAR",EST,6Q,42,493,339,IQFOIL MASC.,European Championship 2023
5301,81,"ROOLAHT, RENAR",EST,7Q,-51,493,339,IQFOIL MASC.,European Championship 2023
5302,81,"ROOLAHT, RENAR",EST,8Q,48,493,339,IQFOIL MASC.,European Championship 2023
5303,81,"ROOLAHT, RENAR",EST,9F,-45,493,339,IQFOIL MASC.,European Championship 2023
5304,81,"ROOLAHT, RENAR",EST,10F,6,493,339,IQFOIL MASC.,European Championship 2023
5305,81,"ROOLAHT, RENAR",EST,11F,38,493,339,IQFOIL MASC.,European Championship 2023
5306,81,"ROOLAHT, RENAR",EST,12F,25,493,339,IQFOIL MASC.,European Championship 2023
5307,81,"ROOLAHT, RENAR",EST,13F,15,493,339,IQFOIL MASC.,European Championship 2023
5308,81,"ROOLAHT, RENAR",EST,14F,21,493,339,IQFOIL MASC.,European Championship 2023
5314,82,"GHIO, ROMAIN / PARLYM",FRA,1Q,40,494,347,IQFOIL MASC.,European Championship 2023
5315,82,"GHIO, ROMAIN / PARLYM",FRA,2Q,40,494,347,IQFOIL MASC.,European Championship 2023
5316,82,"GHIO, ROMAIN / PARLYM",FRA,3Q,-46,494,347,IQFOIL MASC.,European Championship 2023
5317,82,"GHIO, ROMAIN / PARLYM",FRA,4Q,-43,494,347,IQFOIL MASC.,European Championship 2023
5318,82,"GHIO, ROMAIN / PARLYM",FRA,5Q,29,494,347,IQFOIL MASC.,European Championship 2023
5319,82,"GHIO, ROMAIN / PARLYM",FRA,6Q,32,494,347,IQFOIL MASC.,European Championship 2023
5320,82,"GHIO, ROMAIN / PARLYM",FRA,7Q,35,494,347,IQFOIL MASC.,European Championship 2023
5321,82,"GHIO, ROMAIN / PARLYM",FRA,8Q,35,494,347,IQFOIL MASC.,European Championship 2023
5322,82,"GHIO, ROMAIN / PARLYM",FRA,9F,5,494,347,IQFOIL MASC.,European Championship 2023
5323,82,"GHIO, ROMAIN / PARLYM",FRA,10F,DNF (58),494,347,IQFOIL MASC.,European Championship 2023
5324,82,"GHIO, ROMAIN / PARLYM",FRA,11F,DNC 58,494,347,IQFOIL MASC.,European Championship 2023
5325,82,"GHIO, ROMAIN / PARLYM",FRA,12F,9,494,347,IQFOIL MASC.,European Championship 2023
5326,82,"GHIO, ROMAIN / PARLYM",FRA,13F,29,494,347,IQFOIL MASC.,European Championship 2023
5327,82,"GHIO, ROMAIN / PARLYM",FRA,14F,35,494,347,IQFOIL MASC.,European Championship 2023
5333,83,"TOMASINI, LEONARDO",ITA,1Q,35,476,352,IQFOIL MASC.,European Championship 2023
5334,83,"TOMASINI, LEONARDO",ITA,2Q,36,476,352,IQFOIL MASC.,European Championship 2023
5335,83,"TOMASINI, LEONARDO",ITA,3Q,31,476,352,IQFOIL MASC.,European Championship 2023
5336,83,"TOMASINI, LEONARDO",ITA,4Q,34,476,352,IQFOIL MASC.,European Championship 2023
5337,83,"TOMASINI, LEONARDO",ITA,5Q,-43,476,352,IQFOIL MASC.,European Championship 2023
5338,83,"TOMASINI, LEONARDO",ITA,6Q,-42,476,352,IQFOIL MASC.,European Championship 2023
5339,83,"TOMASINI, LEONARDO",ITA,7Q,40,476,352,IQFOIL MASC.,European Championship 2023
5340,83,"TOMASINI, LEONARDO",ITA,8Q,36,476,352,IQFOIL MASC.,European Championship 2023
5341,83,"TOMASINI, LEONARDO",ITA,9F,27,476,352,IQFOIL MASC.,European Championship 2023
5342,83,"TOMASINI, LEONARDO",ITA,10F,26,476,352,IQFOIL MASC.,European Championship 2023
5343,83,"TOMASINI, LEONARDO",ITA,11F,24,476,352,IQFOIL MASC.,European Championship 2023
5344,83,"TOMASINI, LEONARDO",ITA,12F,24,476,352,IQFOIL MASC.,European Championship 2023
5345,83,"TOMASINI, LEONARDO",ITA,13F,-39,476,352,IQFOIL MASC.,European Championship 2023
5346,83,"TOMASINI, LEONARDO",ITA,14F,39,476,352,IQFOIL MASC.,European Championship 2023
5352,84,"SIWEK, ANTONI",POL,1Q,-52,512,353,IQFOIL MASC.,European Championship 2023
5353,84,"SIWEK, ANTONI",POL,2Q,-49,512,353,IQFOIL MASC.,European Championship 2023
5354,84,"SIWEK, ANTONI",POL,3Q,45,512,353,IQFOIL MASC.,European Championship 2023
5355,84,"SIWEK, ANTONI",POL,4Q,46,512,353,IQFOIL MASC.,European Championship 2023
5356,84,"SIWEK, ANTONI",POL,5Q,45,512,353,IQFOIL MASC.,European Championship 2023
5357,84,"SIWEK, ANTONI",POL,6Q,36,512,353,IQFOIL MASC.,European Championship 2023
5358,84,"SIWEK, ANTONI",POL,7Q,41,512,353,IQFOIL MASC.,European Championship 2023
5359,84,"SIWEK, ANTONI",POL,8Q,42,512,353,IQFOIL MASC.,European Championship 2023
5360,84,"SIWEK, ANTONI",POL,9F,26,512,353,IQFOIL MASC.,European Championship 2023
5361,84,"SIWEK, ANTONI",POL,10F,24,512,353,IQFOIL MASC.,European Championship 2023
5362,84,"SIWEK, ANTONI",POL,11F,23,512,353,IQFOIL MASC.,European Championship 2023
5363,84,"SIWEK, ANTONI",POL,12F,BFD (58),512,353,IQFOIL MASC.,European Championship 2023
5364,84,"SIWEK, ANTONI",POL,13F,16,512,353,IQFOIL MASC.,European Championship 2023
5365,84,"SIWEK, ANTONI",POL,14F,9,512,353,IQFOIL MASC.,European Championship 2023
5371,85,"QUIROGA, MARCOS / MARCOS QUIROGA",ARG,1Q,44,520,356,IQFOIL MASC.,European Championship 2023
5372,85,"QUIROGA, MARCOS / MARCOS QUIROGA",ARG,2Q,26,520,356,IQFOIL MASC.,European Championship 2023
5373,85,"QUIROGA, MARCOS / MARCOS QUIROGA",ARG,3Q,36,520,356,IQFOIL MASC.,European Championship 2023
5374,85,"QUIROGA, MARCOS / MARCOS QUIROGA",ARG,4Q,RET (58),520,356,IQFOIL MASC.,European Championship 2023
5375,85,"QUIROGA, MARCOS / MARCOS QUIROGA",ARG,5Q,34,520,356,IQFOIL MASC.,European Championship 2023
5376,85,"QUIROGA, MARCOS / MARCOS QUIROGA",ARG,6Q,35,520,356,IQFOIL MASC.,European Championship 2023
5377,85,"QUIROGA, MARCOS / MARCOS QUIROGA",ARG,7Q,36,520,356,IQFOIL MASC.,European Championship 2023
5378,85,"QUIROGA, MARCOS / MARCOS QUIROGA",ARG,8Q,RET (58),520,356,IQFOIL MASC.,European Championship 2023
5379,85,"QUIROGA, MARCOS / MARCOS QUIROGA",ARG,9F,-48,520,356,IQFOIL MASC.,European Championship 2023
5380,85,"QUIROGA, MARCOS / MARCOS QUIROGA",ARG,10F,15,520,356,IQFOIL MASC.,European Championship 2023
5381,85,"QUIROGA, MARCOS / MARCOS QUIROGA",ARG,11F,25,520,356,IQFOIL MASC.,European Championship 2023
5382,85,"QUIROGA, MARCOS / MARCOS QUIROGA",ARG,12F,27,520,356,IQFOIL MASC.,European Championship 2023
5383,85,"QUIROGA, MARCOS / MARCOS QUIROGA",ARG,13F,36,520,356,IQFOIL MASC.,European Championship 2023
5384,85,"QUIROGA, MARCOS / MARCOS QUIROGA",ARG,14F,42,520,356,IQFOIL MASC.,European Championship 2023
5390,86,"HEIMANN, JONNE /",GER,1Q,42,480,359,IQFOIL MASC.,European Championship 2023
5391,86,"HEIMANN, JONNE /",GER,2Q,37,480,359,IQFOIL MASC.,European Championship 2023
5392,86,"HEIMANN, JONNE /",GER,3Q,39,480,359,IQFOIL MASC.,European Championship 2023
5393,86,"HEIMANN, JONNE /",GER,4Q,-44,480,359,IQFOIL MASC.,European Championship 2023
5394,86,"HEIMANN, JONNE /",GER,5Q,44,480,359,IQFOIL MASC.,European Championship 2023
5395,86,"HEIMANN, JONNE /",GER,6Q,-45,480,359,IQFOIL MASC.,European Championship 2023
5396,86,"HEIMANN, JONNE /",GER,7Q,44,480,359,IQFOIL MASC.,European Championship 2023
5397,86,"HEIMANN, JONNE /",GER,8Q,38,480,359,IQFOIL MASC.,European Championship 2023
5398,86,"HEIMANN, JONNE /",GER,9F,-32,480,359,IQFOIL MASC.,European Championship 2023
5399,86,"HEIMANN, JONNE /",GER,10F,30,480,359,IQFOIL MASC.,European Championship 2023
5400,86,"HEIMANN, JONNE /",GER,11F,21,480,359,IQFOIL MASC.,European Championship 2023
5401,86,"HEIMANN, JONNE /",GER,12F,17,480,359,IQFOIL MASC.,European Championship 2023
5402,86,"HEIMANN, JONNE /",GER,13F,19,480,359,IQFOIL MASC.,European Championship 2023
5403,86,"HEIMANN, JONNE /",GER,14F,28,480,359,IQFOIL MASC.,European Championship 2023
5409,87,"EREN, VAL",SLO,1Q,43,510,378,IQFOIL MASC.,European Championship 2023
5410,87,"EREN, VAL",SLO,2Q,-49,510,378,IQFOIL MASC.,European Championship 2023
5411,87,"EREN, VAL",SLO,3Q,-51,510,378,IQFOIL MASC.,European Championship 2023
5412,87,"EREN, VAL",SLO,4Q,45,510,378,IQFOIL MASC.,European Championship 2023
5413,87,"EREN, VAL",SLO,5Q,38,510,378,IQFOIL MASC.,European Championship 2023
5414,87,"EREN, VAL",SLO,6Q,29,510,378,IQFOIL MASC.,European Championship 2023
5415,87,"EREN, VAL",SLO,7Q,48,510,378,IQFOIL MASC.,European Championship 2023
5416,87,"EREN, VAL",SLO,8Q,44,510,378,IQFOIL MASC.,European Championship 2023
5417,87,"EREN, VAL",SLO,9F,25,510,378,IQFOIL MASC.,European Championship 2023
5418,87,"EREN, VAL",SLO,10F,27,510,378,IQFOIL MASC.,European Championship 2023
5419,87,"EREN, VAL",SLO,11F,-32,510,378,IQFOIL MASC.,European Championship 2023
5420,87,"EREN, VAL",SLO,12F,23,510,378,IQFOIL MASC.,European Championship 2023
5421,87,"EREN, VAL",SLO,13F,24,510,378,IQFOIL MASC.,European Championship 2023
5422,87,"EREN, VAL",SLO,14F,32,510,378,IQFOIL MASC.,European Championship 2023
5428,88,"NAPOLEONE , PAUL /",FRA,1Q,42,539,389,IQFOIL MASC.,European Championship 2023
5429,88,"NAPOLEONE , PAUL /",FRA,2Q,-46,539,389,IQFOIL MASC.,European Championship 2023
5430,88,"NAPOLEONE , PAUL /",FRA,3Q,-46,539,389,IQFOIL MASC.,European Championship 2023
5431,88,"NAPOLEONE , PAUL /",FRA,4Q,39,539,389,IQFOIL MASC.,European Championship 2023
5432,88,"NAPOLEONE , PAUL /",FRA,5Q,46,539,389,IQFOIL MASC.,European Championship 2023
5433,88,"NAPOLEONE , PAUL /",FRA,6Q,43,539,389,IQFOIL MASC.,European Championship 2023
5434,88,"NAPOLEONE , PAUL /",FRA,7Q,42,539,389,IQFOIL MASC.,European Championship 2023
5435,88,"NAPOLEONE , PAUL /",FRA,8Q,41,539,389,IQFOIL MASC.,European Championship 2023
5436,88,"NAPOLEONE , PAUL /",FRA,9F,23,539,389,IQFOIL MASC.,European Championship 2023
5437,88,"NAPOLEONE , PAUL /",FRA,10F,31,539,389,IQFOIL MASC.,European Championship 2023
5438,88,"NAPOLEONE , PAUL /",FRA,11F,RET (58),539,389,IQFOIL MASC.,European Championship 2023
5439,88,"NAPOLEONE , PAUL /",FRA,12F,31,539,389,IQFOIL MASC.,European Championship 2023
5440,88,"NAPOLEONE , PAUL /",FRA,13F,31,539,389,IQFOIL MASC.,European Championship 2023
5441,88,"NAPOLEONE , PAUL /",FRA,14F,20,539,389,IQFOIL MASC.,European Championship 2023
5447,89,"ANAMI, TOMONORI / LIGHTEC",JPN,1Q,-49,528,393,IQFOIL MASC.,European Championship 2023
5448,89,"ANAMI, TOMONORI / LIGHTEC",JPN,2Q,-45,528,393,IQFOIL MASC.,European Championship 2023
5449,89,"ANAMI, TOMONORI / LIGHTEC",JPN,3Q,43,528,393,IQFOIL MASC.,European Championship 2023
5450,89,"ANAMI, TOMONORI / LIGHTEC",JPN,4Q,37,528,393,IQFOIL MASC.,European Championship 2023
5451,89,"ANAMI, TOMONORI / LIGHTEC",JPN,5Q,41,528,393,IQFOIL MASC.,European Championship 2023
5452,89,"ANAMI, TOMONORI / LIGHTEC",JPN,6Q,40,528,393,IQFOIL MASC.,European Championship 2023
5453,89,"ANAMI, TOMONORI / LIGHTEC",JPN,7Q,45,528,393,IQFOIL MASC.,European Championship 2023
5454,89,"ANAMI, TOMONORI / LIGHTEC",JPN,8Q,43,528,393,IQFOIL MASC.,European Championship 2023
5455,89,"ANAMI, TOMONORI / LIGHTEC",JPN,9F,31,528,393,IQFOIL MASC.,European Championship 2023
5456,89,"ANAMI, TOMONORI / LIGHTEC",JPN,10F,22,528,393,IQFOIL MASC.,European Championship 2023
5457,89,"ANAMI, TOMONORI / LIGHTEC",JPN,11F,35,528,393,IQFOIL MASC.,European Championship 2023
5458,89,"ANAMI, TOMONORI / LIGHTEC",JPN,12F,26,528,393,IQFOIL MASC.,European Championship 2023
5459,89,"ANAMI, TOMONORI / LIGHTEC",JPN,13F,-41,528,393,IQFOIL MASC.,European Championship 2023
5460,89,"ANAMI, TOMONORI / LIGHTEC",JPN,14F,30,528,393,IQFOIL MASC.,European Championship 2023
5466,90,"CHRISTOFIDES, IAKOVOS / LARNACA",CYP,1Q,-44,523,398,IQFOIL MASC.,European Championship 2023
5467,90,"CHRISTOFIDES, IAKOVOS / LARNACA",CYP,2Q,42,523,398,IQFOIL MASC.,European Championship 2023
5468,90,"CHRISTOFIDES, IAKOVOS / LARNACA",CYP,3Q,42,523,398,IQFOIL MASC.,European Championship 2023
5469,90,"CHRISTOFIDES, IAKOVOS / LARNACA",CYP,4Q,43,523,398,IQFOIL MASC.,European Championship 2023
5470,90,"CHRISTOFIDES, IAKOVOS / LARNACA",CYP,5Q,40,523,398,IQFOIL MASC.,European Championship 2023
5471,90,"CHRISTOFIDES, IAKOVOS / LARNACA",CYP,6Q,-44,523,398,IQFOIL MASC.,European Championship 2023
5472,90,"CHRISTOFIDES, IAKOVOS / LARNACA",CYP,7Q,43,523,398,IQFOIL MASC.,European Championship 2023
5473,90,"CHRISTOFIDES, IAKOVOS / LARNACA",CYP,8Q,43,523,398,IQFOIL MASC.,European Championship 2023
