Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
Stefano André Pendola de la Torre,3,Ilca 6,,O,5,8,69.0,54.0,Central and South American Championship 2023,Q3
Thomas Vives Potthoff,3,Ilca 6,,O,6,13,86.0,60.0,Central and South American Championship 2023,Q3
Luciana Andrea Cardozo,3,Ilca 6,,O,7,11,100.0,62.0,Central and South American Championship 2023,Q3
Julian Maria Duarte Argerich,3,Ilca 6,,O,8,5,80.0,63.0,Central and South American Championship 2023,Q3
Francisco Marotta,3,Ilca 6,,O,9,6,105.0,78.0,Central and South American Championship 2023,Q3
Joaquin Galvan,3,Ilca 6,,O,10,20,106.0,86.0,Central and South American Championship 2023,Q3
Sophie Zimmermann Veja,3,Ilca 6,,O,11,9,105.0,87.0,Central and South American Championship 2023,Q3
Antônio Ribeiro Machado,3,Ilca 6,,O,12,14,120.0,89.0,Central and South American Championship 2023,Q3
Caterina Isabel Romero Aguirre,3,Ilca 6,,O,13,5,115.0,90.0,Central and South American Championship 2023,Q3
Agustin Gonzalez Villalba,3,Ilca 6,,O,14,23,122.0,90.0,Central and South American Championship 2023,Q3
Francisco Gomez,3,Ilca 6,,O,15,14,130.0,92.0,Central and South American Championship 2023,Q3
Cristina Castellanos Estrada,3,Ilca 6,,O,16,11,116.0,93.0,Central and South American Championship 2023,Q3
Agustina Jordan,3,Ilca 6,,O,17,9,128.0,98.0,Central and South American Championship 2023,Q3
"Delfina ""Delfi! De Seta Dalli",3,Ilca 6,,O,18,17,126.0,98.0,Central and South American Championship 2023,Q3
Lucas Momes Ruiz,3,Ilca 6,,O,19,15,136.0,103.0,Central and South American Championship 2023,Q3
Nicolas Castelari Rivas,3,Ilca 6,,O,20,22,127.0,103.0,Central and South American Championship 2023,Q3
Nico Gainschuk,3,Ilca 6,,O,21,7,135.0,109.0,Central and South American Championship 2023,Q3
Maria Gracia Vegas Trivelli,3,Ilca 6,,O,22,4,147.0,116.0,Central and South American Championship 2023,Q3
Federico Siebert Francavilla,3,Ilca 6,,O,23,2,155.0,117.0,Central and South American Championship 2023,Q3
Joaquim Duarte Argerich,3,Ilca 6,,O,24,8,170.0,142.0,Central and South American Championship 2023,Q3
Felipe Wenzel,3,Ilca 6,,O,25,12,197.0,162.0,Central and South American Championship 2023,Q3
Naina Maria Pinto,3,Ilca 6,,O,26,UFD,203.0,165.0,Central and South American Championship 2023,Q3
Mateo Vidal,3,Ilca 6,,O,27,19,206.0,168.0,Central and South American Championship 2023,Q3
Felipe de Rosa,3,Ilca 6,,O,28,27,201.0,168.0,Central and South American Championship 2023,Q3
Isabel Busch,3,Ilca 6,,O,29,UFD,207.0,169.0,Central and South American Championship 2023,Q3
Nicolas Cassese,3,Ilca 6,,O,30,10,207.0,172.0,Central and South American Championship 2023,Q3
Felipe Alves Teles Revoredo Lima,3,Ilca 6,,O,31,4,210.0,172.0,Central and South American Championship 2023,Q3
Pedro Rodriguez Reynoso,3,Ilca 6,,O,32,10,211.0,173.0,Central and South American Championship 2023,Q3
Juan Pablo Carosi Warburg,3,Ilca 6,,O,33,16,210.0,174.0,Central and South American Championship 2023,Q3
Ariel Zerpa,3,Ilca 6,,O,34,17,213.0,176.0,Central and South American Championship 2023,Q3
Santiago Guinand,3,Ilca 6,,O,35,16,211.0,177.0,Central and South American Championship 2023,Q3
Agnese Caiafa,3,Ilca 6,,O,36,13,231.0,193.0,Central and South American Championship 2023,Q3
FLOTILHA PRATA,3,Ilca 6,,O,37,,,,Central and South American Championship 2023,Q3
Roger Torres,3,Ilca 6,,P,38,6,126.0,88.0,Central and South American Championship 2023,Q3
Benjamin Galvan,3,Ilca 6,,P,39,22,123.0,94.0,Central and South American Championship 2023,Q3
Tomas Bodetto,3,Ilca 6,,P,40,26,127.0,101.0,Central and South American Championship 2023,Q3
Manuel Cadarso,3,Ilca 6,,P,41,7,149.0,115.0,Central and South American Championship 2023,Q3
Andrés Fontan,3,Ilca 6,,P,42,12,138.0,116.0,Central and South American Championship 2023,Q3
Sofia Alejandra D´agostino,3,Ilca 6,,P,43,DSQ,156.0,118.0,Central and South American Championship 2023,Q3
Ana Carolina Tonniges Roth,3,Ilca 6,,P,44,UFD,161.0,123.0,Central and South American Championship 2023,Q3
"Eduardo ""Edy"" Branz",3,Ilca 6,,P,45,24,165.0,127.0,Central and South American Championship 2023,Q3
Hector Rene David,3,Ilca 6,,P,46,30,167.0,129.0,Central and South American Championship 2023,Q3
Dante Volker,3,Ilca 6,,P,47,26,155.0,129.0,Central and South American Championship 2023,Q3
Felipe Blas Alfaro,3,Ilca 6,,P,48,25,182.0,144.0,Central and South American Championship 2023,Q3
Bautista Becerra,3,Ilca 6,,P,49,18,184.0,146.0,Central and South American Championship 2023,Q3
Matteo Wallau,3,Ilca 6,,P,50,30,178.0,148.0,Central and South American Championship 2023,Q3
Veronica Jordana,3,Ilca 6,,P,51,21,187.0,149.0,Central and South American Championship 2023,Q3
Agustin Saguir,3,Ilca 6,,P,52,UFD,187.0,149.0,Central and South American Championship 2023,Q3
Federico Isem,3,Ilca 6,,P,53,24,188.0,160.0,Central and South American Championship 2023,Q3
Ignacio Frias,3,Ilca 6,,P,54,15,204.0,166.0,Central and South American Championship 2023,Q3
Lihuel Gomez Lacchini,3,Ilca 6,,P,55,23,212.0,174.0,Central and South American Championship 2023,Q3
Juan Bartolome Cha Vaccari,3,Ilca 6,,P,56,19,210.0,176.0,Central and South American Championship 2023,Q3
José Luiz Perez Fraquelli,3,Ilca 6,,P,57,20,220.0,182.0,Central and South American Championship 2023,Q3
Marlene Riquelme Antonetti,3,Ilca 6,,P,58,28,220.0,182.0,Central and South American Championship 2023,Q3
Ignacio Garcia Cantelli,3,Ilca 6,,P,59,29,222.0,184.0,Central and South American Championship 2023,Q3
Tomas Elias,3,Ilca 6,,P,60,29,228.0,190.0,Central and South American Championship 2023,Q3
Maria Laura Cueto,3,Ilca 6,,P,61,UFD,230.0,192.0,Central and South American Championship 2023,Q3
Lisbetzy Rojo Salazar,3,Ilca 6,,P,62,28,228.0,195.0,Central and South American Championship 2023,Q3
Sofia Giovinazzo Von Thumen,3,Ilca 6,,P,63,25,229.0,199.0,Central and South American Championship 2023,Q3
Balthazar Remotti,3,Ilca 6,,P,64,21,245.0,207.0,Central and South American Championship 2023,Q3
Gabriel Torre,3,Ilca 6,,P,65,18,246.0,208.0,Central and South American Championship 2023,Q3
Ines Antoni,3,Ilca 6,,P,66,27,248.0,211.0,Central and South American Championship 2023,Q3
Facundo Alfaro Jaime,3,Ilca 6,,P,67,UFD,254.0,216.0,Central and South American Championship 2023,Q3
Martin Iglesias,3,Ilca 6,,P,68,DNC,287.0,249.0,Central and South American Championship 2023,Q3
Sabrina Ferrara,3,Ilca 6,,P,69,31,287.0,249.0,Central and South American Championship 2023,Q3
Marcelo Adolfo Gonzalez Pondal,3,Ilca 6,,P,70,DSQ,294.0,256.0,Central and South American Championship 2023,Q3
Juan Cruz Palombo,3,Ilca 6,,P,71,31,306.0,268.0,Central and South American Championship 2023,Q3
Marcelo Frezza,3,Ilca 6,,P,72,DNC,332.0,294.0,Central and South American Championship 2023,Q3
Agustina Canclini,3,Ilca 6,,P,73,DNC,342.0,304.0,Central and South American Championship 2023,Q3
Vicente Francisco Curzi Ghdini,3,Ilca 6,,P,74,DNC,342.0,304.0,Central and South American Championship 2023,Q3
Erick Marcondes de M.Carpes,3,Ilca 6,,O,0,1,24.0,15.0,Central and South American Championship 2023,Q4
Lucia Falasca,3,Ilca 6,,O,1,1,34.0,22.0,Central and South American Championship 2023,Q4
Gabriella Marques Kidd,3,Ilca 6,,O,2,2,52.0,33.0,Central and South American Championship 2023,Q4
Dolores Moreira Fraschini,3,Ilca 6,,O,3,14,52.0,37.0,Central and South American Championship 2023,Q4
Florencia Chiarella Salas,3,Ilca 6,,O,4,17,61.0,44.0,Central and South American Championship 2023,Q4
Stefano André Pendola de la Torre,3,Ilca 6,,O,5,2,69.0,54.0,Central and South American Championship 2023,Q4
Thomas Vives Potthoff,3,Ilca 6,,O,6,3,86.0,60.0,Central and South American Championship 2023,Q4
Luciana Andrea Cardozo,3,Ilca 6,,O,7,DNC,100.0,62.0,Central and South American Championship 2023,Q4
Julian Maria Duarte Argerich,3,Ilca 6,,O,8,9,80.0,63.0,Central and South American Championship 2023,Q4
Francisco Marotta,3,Ilca 6,,O,9,5,105.0,78.0,Central and South American Championship 2023,Q4
Joaquin Galvan,3,Ilca 6,,O,10,8,106.0,86.0,Central and South American Championship 2023,Q4
Sophie Zimmermann Veja,3,Ilca 6,,O,11,14,105.0,87.0,Central and South American Championship 2023,Q4
Antônio Ribeiro Machado,3,Ilca 6,,O,12,9,120.0,89.0,Central and South American Championship 2023,Q4
Caterina Isabel Romero Aguirre,3,Ilca 6,,O,13,13,115.0,90.0,Central and South American Championship 2023,Q4
Agustin Gonzalez Villalba,3,Ilca 6,,O,14,18,122.0,90.0,Central and South American Championship 2023,Q4
Francisco Gomez,3,Ilca 6,,O,15,10,130.0,92.0,Central and South American Championship 2023,Q4
Cristina Castellanos Estrada,3,Ilca 6,,O,16,6,116.0,93.0,Central and South American Championship 2023,Q4
Agustina Jordan,3,Ilca 6,,O,17,4,128.0,98.0,Central and South American Championship 2023,Q4
"Delfina ""Delfi! De Seta Dalli",3,Ilca 6,,O,18,7,126.0,98.0,Central and South American Championship 2023,Q4
Lucas Momes Ruiz,3,Ilca 6,,O,19,3,136.0,103.0,Central and South American Championship 2023,Q4
Nicolas Castelari Rivas,3,Ilca 6,,O,20,20,127.0,103.0,Central and South American Championship 2023,Q4
Nico Gainschuk,3,Ilca 6,,O,21,5,135.0,109.0,Central and South American Championship 2023,Q4
Maria Gracia Vegas Trivelli,3,Ilca 6,,O,22,12,147.0,116.0,Central and South American Championship 2023,Q4
Federico Siebert Francavilla,3,Ilca 6,,O,23,4,155.0,117.0,Central and South American Championship 2023,Q4
Joaquim Duarte Argerich,3,Ilca 6,,O,24,7,170.0,142.0,Central and South American Championship 2023,Q4
Felipe Wenzel,3,Ilca 6,,O,25,11,197.0,162.0,Central and South American Championship 2023,Q4
