Posição,Nome Competidor,ID Competidor,Nacionalidade,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,14Q,15Q,16Q,17Q,MRQ,Total,Nett
101,BO JEONG,599,KOR,29.0,29.0,40.0,39.0,30.0,19.0,40.0,38.0,-,-,-,-,-,-,-,-,-,-,264.0,224.0
102,PIOTR MALINOWSKI,4034,POL,39.0,27.0,39.0,25.0,9.0,41.0,53.0,53.0,-,-,-,-,-,-,-,-,-,-,286.0,233.0
103,CHUSIT PUNJAMALA,897,,31.0,45.0,40.0,42.0,16.0,10.0,53.0,53.0,-,-,-,-,-,-,-,-,-,-,290.0,237.0
104,ONDREJ TEPLY,3823,CZE,47.0,32.0,29.0,42.0,19.0,20.0,53.0,53.0,-,-,-,-,-,-,-,-,-,-,295.0,242.0
105,ABDULLA JANAHI,5,BRN,32.0,31.5,38.0,36.0,23.0,28.0,2.0,5.0,-,-,-,-,-,-,-,-,-,-,195.5,157.5
106,MAOR BEN HROSH,3068,,44.0,37.0,24.0,35.0,21.0,34.0,1.0,11.0,-,-,-,-,-,-,-,-,-,-,207.0,163.0
107,LUKE DEEGAN,2960,NZL,21.0,27.0,37.0,29.0,38.0,44.0,13.0,1.0,-,-,-,-,-,-,-,-,-,-,210.0,166.0
108,DANIEL ESCUDERO,1023,USA,39.0,45.0,43.0,22.0,53.0,14.0,3.0,6.0,-,-,-,-,-,-,-,-,-,-,225.0,172.0
109,LUCA VALENTINO,2901,ITA,26.0,34.0,33.0,28.0,45.0,43.0,14.0,2.0,-,-,-,-,-,-,-,-,-,-,225.0,180.0
110,OMER GOLANI,3820,ISR,26.0,53.0,30.0,53.0,13.0,45.0,4.0,14.0,-,-,-,-,-,-,-,-,-,-,238.0,185.0
111,TILL WANSER,4802,,34.0,38.0,53.0,40.0,2.0,39.0,8.0,30.0,-,-,-,-,-,-,-,-,-,-,244.0,191.0
112,MAXIME THOMMEN,3378,,29.0,39.0,53.0,40.0,34.0,38.0,7.0,7.0,-,-,-,-,-,-,-,-,-,-,247.0,194.0
113,ANDREAS KRABBE-CHRISTENSEN,242,,32.0,34.0,24.0,35.0,27.0,42.0,23.0,19.0,-,-,-,-,-,-,-,-,-,-,236.0,194.0
114,PIETRO GIACOMONI,4025,ITA,27.0,42.0,36.0,32.0,42.0,32.0,18.0,8.0,-,-,-,-,-,-,-,-,-,-,237.0,195.0
115,VICTOR GOROSTEGUI,5022,,42.0,36.0,28.0,38.0,49.0,35.0,6.0,13.0,-,-,-,-,-,-,-,-,-,-,247.0,198.0
116,LORENZO MAYER,2874,FRA,45.0,30.0,47.0,47.0,11.0,31.0,31.0,4.0,-,-,-,-,-,-,-,-,-,-,246.0,199.0
117,THOMAS FLACHON,4766,FRA,42.0,19.0,43.0,42.0,43.0,24.0,12.0,18.0,-,-,-,-,-,-,-,-,-,-,243.0,200.0
118,RASMUS GRANZIN,4106,,48.0,44.0,35.0,39.0,36.0,8.0,11.0,27.0,-,-,-,-,-,-,-,-,-,-,248.0,200.0
119,KENNETH FREDERIKSEN,2540,DEN,41.0,41.0,38.0,46.0,14.0,40.0,5.0,22.0,-,-,-,-,-,-,-,-,-,-,247.0,201.0
120,HARUTO KURODA,1822,JPN,43.0,31.0,32.0,30.0,44.0,42.0,10.0,16.0,-,-,-,-,-,-,-,-,-,-,248.0,204.0
121,PAUL VERON,3918,FRA,38.0,46.0,34.0,45.0,26.0,29.0,15.0,24.0,-,-,-,-,-,-,-,-,-,-,257.0,211.0
122,LOURENCO MATEUS,2888,POR,35.0,26.0,53.0,41.0,26.0,32.0,24.0,29.0,-,-,-,-,-,-,-,-,-,-,266.0,213.0
123,WONN KYE LEE,5166,SGP,42.0,40.0,36.0,34.0,28.0,53.0,22.0,12.0,-,-,-,-,-,-,-,-,-,-,267.0,214.0
124,NORMAN STRUTHERS,3763,CAN,40.0,35.0,31.0,30.0,41.0,41.0,30.0,9.0,-,-,-,-,-,-,-,-,-,-,257.0,216.0
125,CALEB ARMIT,702,NZL,46.0,31.0,19.0,34.0,34.0,48.0,27.0,26.0,-,-,-,-,-,-,-,-,-,-,265.0,217.0
126,NIKOLAJ BORCH,3711,DEN,30.0,39.0,46.0,44.0,45.0,31.0,28.0,3.0,-,-,-,-,-,-,-,-,-,-,266.0,220.0
127,MATEO MALDONADO CERDERA,3271,,37.0,41.0,31.0,37.0,37.0,42.0,26.0,15.0,-,-,-,-,-,-,-,-,-,-,266.0,224.0
128,KAI WOLGRAM,2450,GBR,40.0,44.0,36.0,36.0,41.0,10.0,21.0,41.0,-,-,-,-,-,-,-,-,-,-,269.0,225.0
129,JEREMY MOUTOUT,2181,MON,50.0,49.0,37.0,53.0,38.0,29.0,17.0,10.0,-,-,-,-,-,-,-,-,-,-,283.0,230.0
130,MALCOLM BENN SMITH,3028,BER,45.0,38.0,41.0,38.0,46.0,12.0,39.0,25.0,-,-,-,-,-,-,-,-,-,-,284.0,238.0
131,PEDRO MADUREIRA,3946,,34.0,44.0,39.0,43.0,36.0,40.0,16.0,32.0,-,-,-,-,-,-,-,-,-,-,284.0,240.0
132,MARTIN KOWALSKI,3231,FRA,44.0,35.0,42.0,40.0,33.0,31.0,29.0,31.0,-,-,-,-,-,-,-,-,-,-,285.0,241.0
133,RICARDO SEGUEL LACAMARA,4141,CHI,47.0,48.0,44.0,45.0,29.0,25.0,20.0,37.0,-,-,-,-,-,-,-,-,-,-,295.0,247.0
134,ROBERTO RINALDI,4176,ITA,28.0,43.0,31.0,27.0,49.0,46.0,52.0,33.0,-,-,-,-,-,-,-,-,-,-,309.0,257.0
135,YOGEV ALCALAY,5227,ISR,51.0,47.0,49.0,46.0,52.0,38.0,9.0,20.0,-,-,-,-,-,-,-,-,-,-,312.0,260.0
136,LUKE ANSTEY,2958,,38.0,42.0,39.0,43.0,44.0,46.0,35.0,21.0,-,-,-,-,-,-,-,-,-,-,308.0,262.0
137,JACK EICKMEYER,2041,AUS,32.0,36.0,33.0,48.0,39.0,38.0,37.0,52.0,-,-,-,-,-,-,-,-,-,-,315.0,263.0
138,VALERIO CASSANMAGNAGO,4973,ITA,47.0,42.0,53.0,53.0,25.0,32.0,42.0,23.0,-,-,-,-,-,-,-,-,-,-,317.0,264.0
139,LENNART KUSS,2744,GER,48.0,46.0,48.0,43.0,41.0,30.0,25.0,34.0,-,-,-,-,-,-,-,-,-,-,315.0,267.0
140,ANDRES CLOOS,252,,43.0,34.0,34.0,41.0,35.0,46.0,41.0,42.0,-,-,-,-,-,-,-,-,-,-,316.0,270.0
141,KENJI NANRI,2538,JPN,41.0,45.0,33.0,34.0,32.0,39.0,52.0,52.0,-,-,-,-,-,-,-,-,-,-,328.0,276.0
142,JOSHUA HIGGINS ,2349,,53.0,53.0,38.0,39.0,50.0,35.0,19.0,43.0,-,-,-,-,-,-,-,-,-,-,330.0,277.0
143,JEAN BAPTISTE BERNAZ,2154,FRA,4.0,13.0,53.0,53.0,53.0,53.0,52.0,52.0,-,-,-,-,-,-,-,-,-,-,333.0,280.0
144,FREDRIK WESTMAN,1566,FIN,43.0,40.0,44.0,45.0,40.0,45.0,38.0,36.0,-,-,-,-,-,-,-,-,-,-,331.0,286.0
145,CLEMENS KUEBBER,917,AUT,53.0,53.0,53.0,53.0,43.0,37.0,33.0,17.0,-,-,-,-,-,-,-,-,-,-,342.0,289.0
146,MINJE LEE,3507,,48.0,47.0,41.0,47.0,53.0,47.0,36.0,28.0,-,-,-,-,-,-,-,-,-,-,347.0,294.0
147,ALASTAIR BROWN,69,GBR,49.0,50.0,41.0,47.0,46.0,43.0,32.0,39.0,-,-,-,-,-,-,-,-,-,-,347.0,297.0
148,NOOA HENRIK LAUKKANEN,3752,,23.0,18.0,53.0,53.0,53.0,53.0,52.0,52.0,-,-,-,-,-,-,-,-,-,-,357.0,304.0
149,YANG HUANG,5203,,51.0,48.0,42.0,46.0,46.0,48.0,40.0,40.0,-,-,-,-,-,-,-,-,-,-,361.0,310.0
150,CARL LJUNGGREN,731,,50.0,43.0,50.0,48.0,53.0,53.0,34.0,38.0,-,-,-,-,-,-,-,-,-,-,369.0,316.0
151,PAUL KRONEGGER,3910,,52.0,51.0,45.0,53.0,48.0,51.0,43.0,35.0,-,-,-,-,-,-,-,-,-,-,378.0,325.0
152,BAUDOUIN MOTTE,472,FRA,46.0,47.0,53.0,53.0,53.0,37.0,52.0,52.0,-,-,-,-,-,-,-,-,-,-,393.0,340.0
153,ALEC CVINAR,85,CRO,49.0,46.0,40.0,53.0,53.0,53.0,52.0,52.0,-,-,-,-,-,-,-,-,-,-,398.0,345.0
154,TIMO VAN ROOMEN,4821,,49.0,53.0,53.0,53.0,53.0,48.0,52.0,52.0,-,-,-,-,-,-,-,-,-,-,413.0,360.0
155,CESARE BARABINO,807,ITA,53.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,-,-,-,-,-,-,-,-,-,-,422.0,369.0
