Posição,Nome Competidor,ID Competidor,Nacionalidade,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,14Q,15Q,16Q,17Q,MRQ,Total,Nett
31,CRISTINA PUJOL BAJO,982,ESP,23.0,18.0,20.0,12.0,42.0,14.0,29.0,25.0,10.0,26.0,-,-,-,-,-,-,-,-,219.0,177.0
31,"SERA NAGAMATSU, MISAKI TANAKA",4434,,20.0,12.0,20.0,15.0,6.0,4.0,10.0,2.0,4.0,16.0,20.0,-,-,-,-,-,-,-,129.0,109.0
32,MIN GU,3497,CHN,22.0,21.0,48.0,7.0,48.0,12.0,42.0,1.0,29.0,5.0,-,-,-,-,-,-,-,-,235.0,187.0
32,"ANTONIA SCHULTHEIS, VICTORIA SCHULTHEIS",340,MLT,26.0,26.0,2.0,1.0,26.0,10.0,18.0,1.0,6.0,13.0,9.0,-,-,-,-,-,-,-,138.0,112.0
32,"SUNGMIN CHO, JIA KIM",4640,,10.0,26.0,6.0,10.0,18.0,24.0,31.0,23.0,30.0,31.0,-,-,-,-,-,-,-,-,209.0,178.0
32,"MARCUS DACKHAMMAR, IDA SVENSSON",3094,,7.0,11.0,17.0,13.0,16.0,5.0,13.0,16.0,7.0,24.0,-,-,-,-,-,-,-,-,129.0,105.0
32,JOEL RODRIGUEZ PEREZ,2252,ESP,10.0,16.0,8.0,16.0,7.0,17.0,12.0,40.0,38.0,43.0,-,-,-,-,-,-,-,-,207.0,164.0
32,CHLOE REVIL,861,FRA,18.0,18.0,18.0,20.0,7.0,4.0,7.0,-,-,-,-,-,-,-,-,-,-,-,92.0,54.0
32,DVIR AZULAY,1187,ISR,32.0,16.0,13.0,13.0,1.0,2.0,10.0,4.0,-,-,-,-,-,-,-,-,-,-,91.0,43.0
32,"JAMES GRUMMETT, SAM JONES",2095,,15.0,9.0,13.0,8.0,12.0,3.0,3.0,16.0,12.0,19.0,21.0,-,-,-,-,-,-,-,131.0,110.0
33,"ALBANE DUBOIS, MATHILDE LOVADINA",71,,15.0,26.0,15.0,15.0,17.0,5.0,12.0,5.0,5.0,4.0,19.0,-,-,-,-,-,-,-,138.0,112.0
33,"RYAN SEATON, RICHARD SCHULTHEIS",4264,,25.0,11.0,9.0,18.0,16.0,6.0,9.0,8.0,14.0,9.0,11.0,-,-,-,-,-,-,-,136.0,111.0
33,BRUNO GASPIC,676,CRO,11.0,9.0,5.0,17.0,31.0,3.0,10.0,51.0,28.0,51.0,-,-,-,-,-,-,-,-,216.0,165.0
33,LIU CHENXUE,2845,,26.0,15.0,26.0,26.0,4.0,5.0,5.0,-,-,-,-,-,-,-,-,-,-,-,107.0,55.0
33,ULYSSE DEREEPER,4937,,8.0,13.0,16.0,13.0,4.0,31.0,9.0,7.0,-,-,-,-,-,-,-,-,-,-,101.0,54.0
33,"AXEL GRANDJEAN, NOEMIE FEHLMANN",423,,24.0,6.0,8.0,13.0,15.0,8.0,7.0,11.0,18.0,24.0,-,-,-,-,-,-,-,-,134.0,110.0
33,CHRISTINA SAKELLARIS,883,USA,27.0,11.0,17.0,4.0,2.0,40.0,40.0,15.0,44.0,31.0,-,-,-,-,-,-,-,-,231.0,187.0
33,"ZANGJUN XU, YANI XU",5262,,11.0,21.0,13.0,21.0,17.0,5.0,1.0,10.0,9.0,5.0,-,-,-,-,-,-,-,-,113.0,92.0
34,ANJA VON ALLMEN,286,SUI,17.0,14.0,22.0,6.0,18.0,18.0,37.0,39.0,19.0,42.0,-,-,-,-,-,-,-,-,232.0,190.0
34,VIKTOR TEPLY,5043,CZE,16.0,24.0,11.0,17.0,45.0,23.0,21.0,24.0,18.0,12.0,-,-,-,-,-,-,-,-,211.0,166.0
34,"THOMAS CUNICH, MILES DAVEY",4761,,10.7,10.7,14.0,15.0,3.0,13.0,17.0,5.0,9.0,16.0,20.0,-,-,-,-,-,-,-,133.4,113.4
34,ANAIS MAI DESJARDINS,196,FRA,13.0,12.0,14.0,13.0,12.0,11.0,8.0,-,-,-,-,-,-,-,-,-,-,-,83.0,56.0
34,"WOUTER VAN ROOIJEN, PUCK VAN DER VEEN",5169,,18.0,12.0,17.0,10.0,14.0,11.0,15.0,15.0,16.0,5.0,-,-,-,-,-,-,-,-,133.0,115.0
34,"JIANYONG XU, YIXIAO LV",2213,,19.0,12.0,20.0,19.0,22.0,4.0,2.0,5.0,18.0,1.0,-,-,-,-,-,-,-,-,122.0,100.0
34,BERNAT CORTES BOLEA,539,,18.0,11.0,10.0,6.0,14.0,12.0,12.0,5.0,-,-,-,-,-,-,-,-,-,-,88.0,56.0
34,"MOLLY MEECH, JO ALEH",3539,,13.0,14.0,13.0,18.0,11.0,17.0,24.0,10.0,14.0,1.0,4.0,-,-,-,-,-,-,-,139.0,115.0
35,LUCIA FALASCA,2914,ARG,6.0,25.0,10.0,21.0,25.0,19.0,28.0,21.0,39.0,38.0,-,-,-,-,-,-,-,-,232.0,193.0
35,NOORA RUSKOLA,3754,FIN,16.0,19.0,21.0,16.0,8.0,7.0,11.0,-,-,-,-,-,-,-,-,-,-,-,98.0,58.0
35,"CATHERINE BARTELHEIMER, INGA-MARIE HOFMANN",788,,17.0,11.0,16.0,8.0,26.0,15.0,1.0,14.0,7.0,22.0,5.0,-,-,-,-,-,-,-,142.0,116.0
35,"ELENA BENHAYOUN, CLEMENT MARTINEAU",1230,,24.0,16.0,10.0,10.0,15.0,24.0,14.0,8.0,10.0,15.0,-,-,-,-,-,-,-,-,146.0,122.0
35,"JOHNNY DURCAN, SEAFRA GUILFOYLE",2283,,12.0,15.0,25.0,21.0,4.0,2.0,7.0,18.0,5.0,14.0,17.0,-,-,-,-,-,-,-,140.0,115.0
35,"JULIANA DIAS FERREIRA DUQUE, RAFAEL MARTINS",2401,,33.0,20.0,22.0,10.0,8.0,22.0,5.0,17.0,4.0,7.0,-,-,-,-,-,-,-,-,148.0,115.0
35,ALEXANDRE BOITE,134,FRA,9.0,14.0,17.0,24.0,5.0,7.0,24.0,36.0,32.0,42.0,-,-,-,-,-,-,-,-,210.0,168.0
35,SVEN VAN DE KAMP,4649,NED,16.0,13.0,11.0,10.0,5.0,9.0,8.0,15.0,-,-,-,-,-,-,-,-,-,-,87.0,56.0
36,"MANON PENNANEAC'H, PIERRE WILLIOT",3055,FRA,4.0,13.0,23.0,21.0,25.0,3.0,3.0,20.0,6.0,26.0,-,-,-,-,-,-,-,-,144.0,118.0
36,ALESSIO SPADONI,106,ITA,12.0,20.0,3.0,8.0,22.0,21.0,20.0,41.0,48.0,22.0,-,-,-,-,-,-,-,-,217.0,169.0
36,LILLIAN MYERS,2804,USA,24.0,26.0,33.0,11.0,10.0,26.0,17.0,31.0,17.0,35.0,-,-,-,-,-,-,-,-,230.0,195.0
36,"JAKOB MEGGENDORFER, ANDREAS SPRANGER",2080,GER,21.0,11.0,2.0,7.0,23.0,17.0,15.0,4.0,22.0,17.0,3.0,-,-,-,-,-,-,-,142.0,119.0
36,BRUNO LOBO,678,BRA,32.0,26.0,1.0,21.0,3.0,5.0,5.0,23.0,-,-,-,-,-,-,-,-,-,-,116.0,58.0
36,"PATRICIA SUAREZ, MARIA CANTERO IZQUIERDO",3892,,8.0,26.0,12.0,14.0,18.0,6.0,3.0,4.0,26.0,14.0,15.0,-,-,-,-,-,-,-,146.0,120.0
36,"MARION DECLEF, MANOLO GESLIN GRIMAUD",3173,,15.0,13.0,12.0,19.0,22.0,9.0,12.0,9.0,13.0,24.0,-,-,-,-,-,-,-,-,148.0,124.0
36,MARIA DO SOCORRO VASCONCELOS REIS,3115,,17.0,15.0,26.0,17.0,9.0,10.0,12.0,-,-,-,-,-,-,-,-,-,-,-,106.0,63.0
37,"ELENA STOLTZE, KATHARINA SCHWACHHOFER",1239,,16.0,26.0,11.0,11.0,12.0,26.0,16.0,7.0,9.0,17.0,6.0,-,-,-,-,-,-,-,157.0,131.0
37,EVAN HEFFERNAN,1372,,7.0,9.0,12.0,14.0,12.0,6.0,31.0,13.0,-,-,-,-,-,-,-,-,-,-,104.0,59.0
37,"ELETTRA  ORSOLINI, ARTO HIRSCH",1241,,24.0,10.0,19.0,22.0,10.0,4.0,10.0,24.0,14.0,12.0,-,-,-,-,-,-,-,-,149.0,125.0
37,"THERESA LOFFLER, CHRISTOPHER HOERR",4747,GER,21.0,25.0,6.0,20.0,18.0,2.0,16.0,11.0,3.0,24.0,-,-,-,-,-,-,-,-,146.0,121.0
37,HANNA KOBA,1785,SWE,26.0,29.0,24.0,8.0,30.0,21.0,38.0,36.0,13.0,9.0,-,-,-,-,-,-,-,-,234.0,196.0
37,MAFALDA PIRES DE LIMA,2998,POR,18.0,16.0,15.0,15.0,14.0,26.0,10.0,-,-,-,-,-,-,-,-,-,-,-,114.0,70.0
37,"LEO TAKAHASHI, TIM MORISHIMA",2753,,25.0,3.0,11.0,23.0,16.0,16.0,14.0,20.0,1.0,1.0,16.0,-,-,-,-,-,-,-,146.0,121.0
38,"JILL PALAND, SOPHIE STEINLEIN",2215,,6.0,26.0,17.0,19.0,20.0,1.0,13.0,17.0,21.0,5.0,13.0,-,-,-,-,-,-,-,158.0,132.0
38,BERKAY ABAY,534,TUR,11.0,12.0,6.0,18.0,17.0,2.0,49.0,38.0,33.0,35.0,-,-,-,-,-,-,-,-,221.0,172.0
38,"NILO SCHARER, JOSHUA RICHNER",3717,,10.0,7.0,7.0,13.0,23.0,8.0,25.0,6.0,19.0,22.0,7.0,-,-,-,-,-,-,-,147.0,122.0
38,"HUGO CHRISTENSSON, OLIVIA BERGSTROM",1934,,23.0,33.0,9.0,20.0,15.0,14.0,4.0,18.0,17.0,3.0,-,-,-,-,-,-,-,-,156.0,123.0
38,MOLLY SACKER,3540,GBR,25.0,30.0,18.0,19.0,21.0,23.0,23.0,34.0,43.0,22.0,-,-,-,-,-,-,-,-,258.0,215.0
38,DERIN DENIZ SORGUC,1101,TUR,16.0,17.0,17.0,16.0,10.0,17.0,14.0,-,-,-,-,-,-,-,-,-,-,-,107.0,73.0
38,"THOMAS PROUST, ELOISE CLABON",4774,,17.0,14.0,16.0,17.0,19.0,12.0,20.0,12.0,8.0,11.0,-,-,-,-,-,-,-,-,146.0,126.0
38,ARTHUR LHEZ,389,FRA,11.0,9.0,14.0,14.0,10.0,13.0,11.0,8.0,-,-,-,-,-,-,-,-,-,-,90.0,62.0
39,"ELENA BARRIO GARCIA, ALICIA FRAS SAMSON",1229,,18.0,5.0,8.0,19.0,17.0,16.0,21.0,12.0,17.0,12.0,14.0,-,-,-,-,-,-,-,159.0,138.0
39,"TYTUS BUTOWSKI, LUKASZ MACHOWSKI",4927,,15.0,9.0,7.0,9.0,14.0,18.0,10.0,15.0,23.0,5.0,22.0,-,-,-,-,-,-,-,147.0,124.0
39,"CHANG JU KIM, JIHEE LEE",811,,13.0,16.0,27.0,27.0,11.0,20.0,8.0,3.0,19.0,6.0,-,-,-,-,-,-,-,-,150.0,123.0
39,PIA KUHLMANN,4013,GER,16.0,25.0,12.0,26.0,30.0,25.0,45.0,19.0,32.0,32.0,-,-,-,-,-,-,-,-,262.0,217.0
39,"BART KOOIJMAN, JELLA RIKE SPIJKERVET",459,,24.0,19.0,20.0,6.0,12.0,14.0,8.0,24.0,19.0,8.0,-,-,-,-,-,-,-,-,154.0,130.0
39,MARINA VODISEK,3162,SLO,20.0,21.0,20.0,20.0,13.0,8.0,13.0,-,-,-,-,-,-,-,-,-,-,-,115.0,74.0
39,HECTOR PATURAU,1841,AUS,9.0,12.0,8.0,13.0,32.0,21.0,17.0,10.0,-,-,-,-,-,-,-,-,-,-,122.0,69.0
39,VISHNU SARAVANAN,5056,IND,13.0,12.0,18.0,22.0,6.0,15.0,30.0,47.0,23.0,34.0,-,-,-,-,-,-,-,-,220.0,173.0
40,SARA SAVELLI,4341,ITA,21.0,27.0,14.0,31.0,43.0,3.0,43.0,37.0,3.0,46.0,-,-,-,-,-,-,-,-,268.0,222.0
40,"RAMYA SARAVANAN, DOIPHODE SIDDHESHWAR",4101,,24.0,22.0,18.0,22.0,18.0,3.0,9.0,13.0,17.0,17.0,-,-,-,-,-,-,-,-,163.0,139.0
40,"JUNI KARIMAH NOOR JAMALI, MUHAMMAD FAUZI KAMAN SHAH",2422,,29.0,24.0,5.0,25.0,20.0,18.0,11.0,9.0,2.0,15.0,-,-,-,-,-,-,-,-,158.0,129.0
40,VALTTERI UUSITALO,4976,FIN,15.0,17.0,53.0,11.0,25.0,16.0,46.0,15.0,14.0,36.0,-,-,-,-,-,-,-,-,248.0,195.0
40,"MANON PEYRE, CLARA-SOFIA STAMMINGER DE MOURA",3058,,21.0,6.0,17.0,26.0,4.0,8.0,17.0,26.0,20.0,11.0,17.0,-,-,-,-,-,-,-,173.0,147.0
40,"JENS-CHRISTIAN DEHN-TOFTEHOJ, MADS FUGLBJERG",2177,DEN,16.0,10.0,17.0,12.0,18.0,4.0,20.0,3.0,15.0,10.0,23.0,-,-,-,-,-,-,-,148.0,125.0
40,JIANGANG WU WU,2211,,11.0,12.0,16.0,22.0,10.0,8.0,16.0,17.0,-,-,-,-,-,-,-,-,-,-,112.0,73.0
40,BENYAPA JANTAWAN,526,THA,19.0,20.0,18.0,17.0,16.0,12.0,16.0,-,-,-,-,-,-,-,-,-,-,-,118.0,79.0
41,GIAN ANDREA STRAGIOTTI,1659,,9.0,15.0,18.0,11.0,9.0,31.0,19.0,12.0,-,-,-,-,-,-,-,-,-,-,124.0,75.0
41,"SYMEON MICHALOPOULOS, MELINA PAPPA",4658,,33.0,11.0,19.0,23.0,19.0,8.0,7.0,19.0,14.0,13.0,-,-,-,-,-,-,-,-,166.0,133.0
41,"MENGTING WANG, SHASHA CHEN",3427,,24.0,17.0,23.0,23.0,20.0,9.0,9.0,13.0,15.0,2.0,18.0,-,-,-,-,-,-,-,173.0,149.0
41,YIGIT YALCIN CITAK,5223,TUR,23.0,21.0,13.0,15.0,16.0,22.0,40.0,30.0,20.0,37.0,-,-,-,-,-,-,-,-,237.0,197.0
41,"KWINTEN BORGHIJS, LIESELOTTE BORGHIJS",2658,,16.0,21.0,18.0,21.0,19.0,17.0,16.0,18.0,12.0,14.0,-,-,-,-,-,-,-,-,172.0,151.0
41,SUOFEIYA LI,4641,,17.0,18.0,19.0,21.0,15.0,13.0,26.0,-,-,-,-,-,-,-,-,-,-,-,129.0,82.0
41,LUCIANA CARDOZO,2917,ARG,15.0,15.0,16.0,20.0,32.0,29.0,39.0,13.0,46.0,44.0,-,-,-,-,-,-,-,-,269.0,223.0
41,"MURCI SIFFEUTTE GRUAL, GABRIEL SILVA SIMOES",3575,,18.0,25.0,12.0,2.0,19.0,25.0,4.0,10.0,6.0,21.0,9.0,-,-,-,-,-,-,-,151.0,126.0
42,SAM ABEN,4285,,9.0,15.0,7.0,32.0,7.0,31.0,7.0,31.0,-,-,-,-,-,-,-,-,-,-,139.0,76.0
42,THEA LUBAC,4733,,38.0,39.0,32.0,8.0,5.0,22.0,41.0,7.0,38.0,36.0,-,-,-,-,-,-,-,-,266.0,225.0
42,SANTIAGO SAMPAIO,4332,POR,10.0,1.0,6.0,6.0,26.0,3.0,50.0,49.0,50.0,52.0,-,-,-,-,-,-,-,-,253.0,201.0
42,"JOSEPHINE FREDERIKSEN, LAURA ZEEBERG",2340,,26.0,26.0,13.0,17.0,21.0,23.0,6.0,6.0,16.0,20.0,12.0,-,-,-,-,-,-,-,186.0,160.0
42,KAROLINA LARSSON,2490,,20.0,20.0,19.0,19.0,17.0,14.0,26.0,-,-,-,-,-,-,-,-,-,-,-,135.0,89.0
42,"CAMPBELL STANTON, WILLIAM SHAPLAND",712,,19.0,25.0,25.0,3.0,3.0,21.0,18.0,14.0,4.0,6.0,15.0,-,-,-,-,-,-,-,153.0,128.0
42,"RIGAUD CAMILLE, AMBRE SEBRECHTS",4152,,15.0,20.0,21.0,16.0,21.0,24.0,17.0,17.0,15.0,13.0,-,-,-,-,-,-,-,-,179.0,155.0
42,"ALESSIO BELLICO, BENEDETTA DI SALLE",104,,17.0,19.0,16.0,24.0,20.0,1.0,6.0,16.0,21.0,17.0,-,-,-,-,-,-,-,-,157.0,133.0
43,"YUKI WATANABE, MINORI UEDA",5239,,24.0,20.0,21.0,20.0,18.0,16.0,19.0,14.0,21.0,9.0,-,-,-,-,-,-,-,-,182.0,158.0
43,HANNAH ANDERSSOHN,1788,GER,5.0,9.0,5.0,18.0,48.0,22.0,35.0,47.0,41.0,43.0,-,-,-,-,-,-,-,-,273.0,225.0
43,LILOU BALANCA,2806,,26.0,26.0,20.0,18.0,20.0,16.0,17.0,-,-,-,-,-,-,-,-,-,-,-,143.0,91.0
43,TOMAS PIRES DE LIMA,4881,POR,17.0,20.0,22.0,17.0,14.0,14.0,6.0,9.0,-,-,-,-,-,-,-,-,-,-,119.0,77.0
43,"MOJA MARU SCHEEL, FREYA FEILCKE",3532,,14.0,26.0,24.0,21.0,15.0,14.0,14.0,19.0,12.0,19.0,10.0,-,-,-,-,-,-,-,188.0,162.0
43,"PABLO RUIZ PONCE, MAR GIL ROIG",3853,,28.0,24.0,15.0,15.0,29.0,21.0,15.0,4.0,11.0,2.0,-,-,-,-,-,-,-,-,164.0,135.0
43,UFFE TOMASGAARD,4934,NOR,19.0,20.0,14.0,13.0,24.0,7.0,48.0,26.0,36.0,46.0,-,-,-,-,-,-,-,-,253.0,205.0
43,"DANIEL BUDDEN, NICK ROBINS",1021,,13.0,12.0,4.0,14.0,21.0,19.0,11.0,19.0,21.0,12.0,6.0,-,-,-,-,-,-,-,152.0,131.0
44,"YINGQIAN WANG, XIAOYA SU",5224,,9.0,26.0,15.0,20.0,19.0,13.0,20.0,11.0,23.0,8.0,24.0,-,-,-,-,-,-,-,188.0,162.0
44,PAUL LABORDERE,3911,FRA,18.0,13.0,20.0,12.0,9.0,31.0,14.0,14.0,-,-,-,-,-,-,-,-,-,-,131.0,80.0
44,MARIE-EVE MAYRAND,3146,,26.0,26.0,26.0,26.0,18.0,15.0,15.0,-,-,-,-,-,-,-,-,-,-,-,152.0,100.0
44,"ARTHUR DE JONGHE, JANNE RAVELINGIEN",386,,24.0,17.0,22.0,14.0,22.0,15.0,21.0,19.0,20.0,16.0,-,-,-,-,-,-,-,-,190.0,166.0
44,"NICOLA TORCHIO, MARCO ANESSI ",3672,,6.0,6.0,25.0,17.0,15.0,14.0,19.0,22.0,18.0,11.0,4.0,-,-,-,-,-,-,-,157.0,132.0
44,"EFE TULCALI, DEFNE DANISMEND",1211,TUR,21.0,23.0,17.0,25.0,19.0,23.0,13.0,13.0,1.0,10.0,-,-,-,-,-,-,-,-,165.0,140.0
44,FINN LYNCH,1474,IRL,13.0,12.0,19.0,18.0,53.0,11.0,28.0,11.0,53.0,44.0,-,-,-,-,-,-,-,-,262.0,209.0
44,SANDRA LULIC,4318,CRO,12.0,12.0,48.0,28.0,15.0,40.0,46.0,26.0,35.0,12.0,-,-,-,-,-,-,-,-,274.0,226.0
45,"ZOE COERS , LEONARD BEYER",5284,,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,-,-,-,-,-,-,-,-,240.0,216.0
45,"ESTELA LUNA JENTSCH STEIMER, CASPAR LENZ ANDERSON",1357,,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,-,-,-,-,-,-,-,-,240.0,216.0
45,MONIKA ZIZLAVSKA,3547,,21.0,26.0,21.0,21.0,19.0,26.0,18.0,-,-,-,-,-,-,-,-,-,-,-,152.0,100.0
45,"NEUS BALLESTER BOVER, JAIME WIZNER PEREZ-LAFUENTE",3637,,12.0,16.0,31.0,28.0,27.0,6.0,18.0,6.0,12.0,20.0,-,-,-,-,-,-,-,-,176.0,145.0
45,NUR ALIA AMEERA MOHAMAD LATIF,3769,,39.0,40.0,25.0,21.0,2.0,14.0,47.0,42.0,9.0,45.0,-,-,-,-,-,-,-,-,284.0,237.0
45,STEFAN ELLIOTT-SHIRCORE,4579,,21.0,10.0,17.0,33.0,8.0,33.0,27.0,52.0,30.0,32.0,-,-,-,-,-,-,-,-,263.0,211.0
45,"COURTNEY REYNOLDS- SMITH, BRIANNA REYNOLDS-SMITH",965,,22.0,26.0,20.0,24.0,16.0,22.0,4.0,16.0,11.0,18.0,16.0,-,-,-,-,-,-,-,195.0,169.0
45,"GANAPATHY KELAPANDA, VARUN THAKKAR",1606,,7.0,16.0,25.0,10.0,22.0,22.0,1.0,21.0,10.0,18.0,13.0,-,-,-,-,-,-,-,165.0,140.0
45,ARTHUR BROWN,385,GBR,13.0,14.0,13.0,15.0,17.0,31.0,15.0,11.0,-,-,-,-,-,-,-,-,-,-,129.0,81.0
46,"NIKOLAJ HOFFMANN BUHL, DANIEL GUNNAR NYBORG",3712,,8.0,5.0,11.0,11.0,20.0,20.0,12.0,23.0,17.0,20.0,18.0,-,-,-,-,-,-,-,165.0,142.0
46,ENZO PEREZ,1322,,14.0,16.0,15.0,18.0,12.0,10.0,24.0,19.0,-,-,-,-,-,-,-,-,-,-,128.0,86.0
46,ELENA OETLING RAMIREZ,1237,MEX,23.0,21.0,8.0,14.0,24.0,42.0,26.0,46.0,40.0,41.0,-,-,-,-,-,-,-,-,285.0,239.0
46,"AGNIESZKA PAWLOWSKA, BARTLOMIEJ SZLIJA",36,,26.0,29.0,14.0,13.0,23.0,15.0,10.0,15.0,10.0,21.0,-,-,-,-,-,-,-,-,176.0,147.0
46,MARIJA DOLENC,3153,CRO,26.0,26.0,26.0,26.0,21.0,18.0,26.0,-,-,-,-,-,-,-,-,-,-,-,169.0,117.0
46,ZAC LITTLEWOOD,5254,AUS,6.0,15.0,10.0,12.0,28.0,17.0,41.0,44.0,44.0,41.0,-,-,-,-,-,-,-,-,258.0,214.0
46,"ZOFIA BURSKA, SARA TKADLECOVA",5287,CZE,9.0,26.0,12.0,16.0,21.0,20.0,22.0,20.0,10.0,21.0,21.0,-,-,-,-,-,-,-,198.0,172.0
47,"QIAN FU, CHUANLIANG WEI",4079,CHN,33.0,21.0,21.0,22.0,27.0,12.0,14.0,12.0,13.0,8.0,-,-,-,-,-,-,-,-,183.0,150.0
47,"JUUSO ROIHU, LASSE LINDELL",2442,FIN,12.0,18.0,16.0,11.0,22.0,9.0,22.0,12.0,16.0,25.0,14.0,-,-,-,-,-,-,-,177.0,152.0
47,JAN KOSZOWSKI,2116,POL,15.0,15.0,15.0,18.0,13.0,7.0,31.0,22.0,-,-,-,-,-,-,-,-,-,-,136.0,87.0
47,ADRIANA PENRUDDOCKE,25,BER,9.0,8.0,28.0,39.0,27.0,41.0,44.0,43.0,47.0,47.0,-,-,-,-,-,-,-,-,333.0,286.0
47,DOMINIKA BRAUNOVA,1160,,21.0,26.0,26.0,26.0,26.0,26.0,26.0,-,-,-,-,-,-,-,-,-,-,-,177.0,125.0
47,"YURI SAITO, SAKI MATSUNAE",5247,,22.0,13.0,19.0,25.0,22.0,21.0,19.0,23.0,22.0,15.0,11.0,-,-,-,-,-,-,-,212.0,187.0
47,NICHOLAS HALLIDAY,3647,HKG,11.0,17.0,22.0,19.0,7.0,33.0,42.0,39.0,25.0,45.0,-,-,-,-,-,-,-,-,260.0,215.0
48,CARMEN VERDEYEN,757,CHI,22.0,26.0,26.0,26.0,26.0,26.0,26.0,-,-,-,-,-,-,-,-,-,-,-,178.0,126.0
48,FACUNDO MARIO OLEZZA BAZAN,1399,,26.0,2.0,11.0,8.0,53.0,18.0,52.0,34.0,21.0,49.0,-,-,-,-,-,-,-,-,274.0,221.0
48,"SEAN WADDILOVE, ROBERT DICKSON",4402,,16.0,10.0,25.0,3.0,10.0,25.0,25.0,25.0,25.0,25.0,25.0,-,-,-,-,-,-,-,214.0,189.0
48,XANTOS VILLEGAS,5180,,17.0,22.0,12.0,9.0,6.0,31.0,20.0,26.0,-,-,-,-,-,-,-,-,-,-,143.0,90.0
48,"EMILIE BOUCHET, JULIA CARDOSO OLLIVIER",1291,,26.0,26.0,16.0,12.0,11.0,18.0,23.0,22.0,18.0,24.0,22.0,-,-,-,-,-,-,-,218.0,192.0
48,"LAMPIS EULAMPIOS GIANNOULIS, ELENI GIANNOULI",2672,,20.0,17.0,20.0,4.0,30.0,11.0,12.0,33.0,23.0,14.0,-,-,-,-,-,-,-,-,184.0,151.0
48,ELINE VERSTRAELEN,1251,,37.0,24.0,31.0,22.0,32.0,11.0,1.0,6.0,-,-,-,-,-,-,-,-,-,-,164.0,127.0
49,"HELEN PAIS, HELEN AUSMAN",1852,EST,20.0,13.0,25.0,21.0,25.0,19.0,15.0,21.0,19.0,23.0,23.0,-,-,-,-,-,-,-,224.0,199.0
49,KIMBERLEY RIJSBERGEN,2572,,26.0,26.0,26.0,26.0,26.0,26.0,26.0,-,-,-,-,-,-,-,-,-,-,-,182.0,130.0
49,"BLAKE MCGLASHAN, SCOTT MCKENZIE",588,,14.0,15.0,25.0,16.0,17.0,10.0,1.0,12.0,-,-,-,-,-,-,-,-,-,-,110.0,85.0
49,VIKTORIJA ANDRULYTE,5044,LTU,29.0,28.0,29.0,26.0,22.0,11.0,5.0,7.0,-,-,-,-,-,-,-,-,-,-,157.0,128.0
49,"NA KYUNG LEE, JI-HOON KIM",3586,,13.0,18.0,24.0,14.0,13.0,24.0,21.0,23.0,15.0,11.0,-,-,-,-,-,-,-,-,176.0,152.0
49,MALO QUERNEC,3038,FRA,32.0,14.0,19.0,17.0,11.0,31.0,13.0,16.0,-,-,-,-,-,-,-,-,-,-,153.0,90.0
49,LUC CHEVRIER,2895,LCA,19.0,8.0,21.0,19.0,22.0,34.0,43.0,50.0,39.0,23.0,-,-,-,-,-,-,-,-,278.0,228.0
49,MARIA CATALINA TURIENZO,3113,,26.0,26.0,26.0,26.0,26.0,26.0,26.0,-,-,-,-,-,-,-,-,-,-,-,182.0,130.0
50,SHAY KAKON,4452,ISR,25.0,30.0,24.0,18.0,38.0,27.0,10.0,1.0,-,-,-,-,-,-,-,-,-,-,173.0,135.0
50,"CECILIA CARRANZA SAROLI, MARIA SOL BRANZ",795,,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,-,-,-,-,-,-,-,286.0,260.0
50,OSCAR TIMM,3836,AUS,15.0,17.0,12.0,21.0,10.0,18.0,25.0,21.0,-,-,-,-,-,-,-,-,-,-,139.0,93.0
50,"HANNAH BRISTOW, JAMES TAYLOR",1791,GBR,22.0,8.0,18.0,30.0,28.0,19.0,22.0,8.0,16.0,16.0,-,-,-,-,-,-,-,-,187.0,157.0
50,PHILIP WALKENBACH,3992,GER,14.0,22.0,53.0,15.0,13.0,22.0,38.0,33.0,29.0,48.0,-,-,-,-,-,-,-,-,287.0,234.0
50,"ELIAS ARETZ, ALBERT TORRES",1245,,20.0,14.0,25.0,18.0,15.0,7.0,17.0,2.0,-,-,-,-,-,-,-,-,-,-,118.0,93.0
51,URSULA BALAS,4943,CRO,41.0,43.0,37.0,3.0,20.0,16.0,15.0,5.0,-,-,-,-,-,-,-,-,-,-,180.0,137.0
51,ZAN LUKA ZELKO,5260,SLO,7.0,22.0,53.0,10.0,24.0,27.0,34.0,43.0,41.0,40.0,-,-,-,-,-,-,-,-,301.0,248.0
51,"EMIL FORSLUND, JULIA JACOBSEN",1279,,26.0,23.0,33.0,33.0,24.0,7.0,24.0,2.0,8.0,12.0,-,-,-,-,-,-,-,-,192.0,159.0
51,YANYIN WU,5216,,12.0,14.0,15.0,19.0,15.0,17.0,26.0,20.0,-,-,-,-,-,-,-,-,-,-,138.0,93.0
51,"YANNICK LEFEBVRE, JAN HEUNINCK",5212,,16.0,25.0,25.0,20.0,7.0,2.0,12.0,15.0,-,-,-,-,-,-,-,-,-,-,122.0,97.0
