Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,Total,Nett
28,"THOMAS NEEDHAM, JOEL TURNER",4773,,12.0,14.0,6.0,24.0,20.0,29.0,11.0,4.0,8.0,5.0,10.0,17.0,15.0,14.0,(41.0),8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,238.0,197.0
28,CHRISTINA SAKELLARIS,883,USA,(17.0),6.0,3.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,9.0,37.0,(41.0),34.0,18.0,17.0,36.0,255.0,197.0
28,RYAN LO,4257,SGP,15.0,21.0,6.0,22.0,26.0,(30.0),-,-,-,-,-,-,-,-,-,-,-,(64.0),20.0,8.0,32.0,16.0,26.0,-,-,-,-,-,-,286,192.0
28,"ARIANNA PASSAMONTI, GIULIA FAVA",359,,(37.0),28.0,19.0,33.0,10.0,31.0,17.0,15.0,31.0,21.0,31.0,28.0,21.0,30.0,19.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,385.0,348.0
29,"NICK ROBINS, DANIEL BUDDEN",3651,,21.0,10.0,(34.0),21.0,22.0,22.0,18.0,10.0,23.0,3.0,17.0,4.0,6.0,5.0,9.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,232.0,198.0
29,PERNELLE MICHON,3962,FRA,15.0,20.0,(30.0),18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(43.0),13.0,5.0,19.0,30.0,23.0,28.0,30.0,274.0,201.0
29,LUKE ELLIOTT,2961,AUS,1.0,(32.0),32.0,3.0,14.0,25.0,-,-,-,-,-,-,-,-,-,-,-,45.0,30.0,(56.0),23.0,11.0,11.0,-,-,-,-,-,-,283,195.0
29,"MISAKI TANAKA, SERA NAGAMATSU",3516,JPN,18.0,27.0,26.0,31.0,(37.0),26.0,28.0,19.0,25.0,33.0,29.0,30.0,13.0,22.0,15.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,392.0,355.0
29,"CHANGHANG FAN, HUAMEI XU",812,,27.0,26.0,28.0,26.0,27.0,29.0,24.0,22.0,29.0,(31.0),31.0,31.0,29.0,22.0,27.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,435.0,404.0
30,"NADINE BOHM, LENA MARIE WE, ISSKICHEL",3591,,33.0,33.0,(34.0),10.0,30.0,12.0,18.0,27.0,15.0,29.0,30.0,24.0,30.0,25.0,31.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,393.0,359.0
30,MILIVOJ DUKIC,3492,MNE,21.0,10.0,12.0,19.0,14.0,(41.0),-,-,-,-,-,-,-,-,-,-,-,19.0,31.0,(47.0),4.0,36.0,35.0,-,-,-,-,-,-,289,201.0
30,"PIM VAN VUGT, SCIPIO HOUTMAN",4033,,4.0,8.0,(24.0),22.0,13.0,13.0,24.0,16.0,4.0,18.0,9.0,11.0,17.0,7.0,12.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,222.0,198.0
30,ECEM GUZEL,1198,TUR,(22.0),15.0,2.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,(40.0),25.0,23.0,16.0,34.0,36.0,28.0,271.0,209.0
30,"CARSON CRAIN, RACHEL GLENN",767,,30.0,28.0,24.0,30.0,29.0,31.0,30.0,30.0,12.0,28.0,29.0,30.0,(32.0),30.0,29.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,449.0,417.0
31,"LUCY WILMOT, ERIKA REINEKE",2929,,31.0,31.0,33.0,14.0,24.0,17.0,24.0,28.0,32.0,18.0,(37.0),22.0,20.0,29.0,29.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,408.0,371.0
31,"JIM COLLEY, SHAUN CONNOR",2217,AUS,22.0,25.0,8.0,32.0,15.0,6.0,19.0,5.0,2.0,7.0,(41.0),6.0,24.0,11.0,18.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,251.0,210.0
31,"GALEN RICHARDSON, MADELINE GILLIS",1603,,29.0,27.0,25.0,27.0,26.0,(35.0),31.0,28.0,32.0,27.0,30.0,26.0,28.0,32.0,23.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,457.0,422.0
31,MARILENA MAKRI,3154,CYP,16.0,19.0,6.0,(20.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.0,32.0,28.0,28.0,18.0,30.0,(37.0),22.0,269.0,212.0
31,NICHOLAS BEZY,3645,HKG,13.0,(29.0),11.0,26.0,24.0,10.0,-,-,-,-,-,-,-,-,-,-,-,34.0,32.0,5.0,37.0,12.0,(40.0),-,-,-,-,-,-,273,204.0
32,ENRIQUE ARATHOON,1316,ESA,18.0,12.0,7.0,18.0,(21.0),20.0,-,-,-,-,-,-,-,-,-,-,-,6.0,(45.0),7.0,43.0,45.0,31.0,-,-,-,-,-,-,273,207.0
32,"ROBERT DICKSON, SEAN WADDILOVE",4168,IRL,17.0,13.0,8.0,16.0,25.0,19.0,20.0,2.0,10.0,13.0,16.0,12.0,11.0,3.0,25.0,(35.0),-,-,-,-,-,-,-,-,-,-,-,-,-,245.0,210.0
32,ELENA VOROBEVA,1240,CRO,24.0,(31.0),1.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.0,(39.0),29.0,34.0,10.0,32.0,21.0,16.0,294.0,224.0
32,ANNA YAMAZAKIN/A,307,,25.0,14.0,32.0,27.0,27.0,28.0,25.0,5.0,11.0,32.0,34.0,27.0,31.0,28.0,(37.0),32.0,-,-,-,-,-,-,-,-,-,-,-,-,-,415.0,378.0
32,"CAM FARRAH, HENRY LEE",704,,31.0,(35.0),35.0,29.0,32.0,27.0,32.0,32.0,26.0,29.0,34.0,32.0,31.0,29.0,33.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,490.0,455.0
33,"MARIJA ANDELA DE MICHEL, I-VITTURI, MIHAELA DE MICHELI VITTURI",3151,,13.0,34.0,31.0,30.0,29.0,30.0,30.0,24.0,30.0,25.0,23.0,33.0,29.0,18.0,32.0,(35.0),-,-,-,-,-,-,-,-,-,-,-,-,-,446.0,411.0
33,"ARIE MOFFAT, SAMUEL BONIN",362,,23.0,22.0,23.0,3.0,14.0,13.0,27.0,6.0,(31.0),12.0,3.0,19.0,23.0,16.0,7.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,243.0,212.0
33,JULIA BUESSELBERG,2382,GER,(25.0),10.0,13.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.0,41.0,33.0,(42.0),26.0,38.0,27.0,1.0,293.0,226.0
33,"ZOE ROOSEN, NICOLAS TOSI",5285,,32.0,30.0,27.0,33.0,31.0,30.0,33.0,34.0,34.0,33.0,33.0,33.0,30.0,31.0,32.0,(35.0),-,-,-,-,-,-,-,-,-,-,-,-,-,511.0,476.0
33,VISHNU SARAVANAN,5056,IND,9.0,16.0,41.0,27.0,12.0,(42.0),-,-,-,-,-,-,-,-,-,-,-,12.0,26.0,11.0,(44.0),39.0,29.0,-,-,-,-,-,-,308,222.0
34,CHIARA BENINI FLORIANI,849,ITA,7.0,18.0,(19.0),15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,12.0,12.0,36.0,(41.0),33.0,38.0,31.0,292.0,232.0
34,"MAYA HEIDENREICH, NOAH ADLER",3390,,33.0,(35.0),35.0,34.0,33.0,32.0,34.0,33.0,33.0,34.0,32.0,34.0,33.0,35.0,34.0,33.0,-,-,-,-,-,-,-,-,-,-,-,-,-,537.0,502.0
34,"TIM FISCHER, FABIAN GRAF",4809,GER,10.0,16.0,3.0,18.0,24.0,(29.0),15.0,9.0,5.0,16.0,20.0,15.0,13.0,13.0,11.0,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,241.0,212.0
34,JEEMIN HA,2160,KOR,28.0,15.0,9.0,14.0,(31.0),20.0,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,20.0,(47.0),38.0,23.0,-,-,-,-,-,-,311,233.0
34,"HANNAH STEADMAN, GABRIELLE RIZIKA",1795,,(37.0),35.0,28.0,34.0,32.0,29.0,16.0,35.0,33.0,35.0,32.0,31.0,35.0,33.0,33.0,34.0,-,-,-,-,-,-,-,-,-,-,-,-,-,512.0,475.0
35,"ERIK HEIL, THOMAS PLOESSEL",1338,GER,25.0,12.0,16.0,2.0,26.0,14.0,29.0,27.0,3.0,2.0,13.0,1.0,2.0,6.0,(41.0),41.0,-,-,-,-,-,-,-,-,-,-,-,-,-,260.0,219.0
35,ANA MONCADA SANCHEZ,193,ESP,22.0,13.0,(26.0),10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(37.0),11.0,21.0,37.0,36.0,37.0,26.0,23.0,299.0,236.0
35,"RONJA GRONBLOM, VEERA HOKKA",4216,FIN,1.0,21.0,25.0,(37.0),37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,-,-,-,-,-,-,-,-,-,-,-,-,-,528.0,491.0
35,NIELS BROEKHUIZEN,3694,NED,5.0,8.0,2.0,8.0,(25.0),6.0,-,-,-,-,-,-,-,-,-,-,-,44.0,38.0,37.0,(64.0),44.0,49.0,-,-,-,-,-,-,330,241.0
36,ELINE VERSTRAELEN,1251,,17.0,29.0,2.0,(33.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,35.0,36.0,39.0,40.0,(42.0),13.0,5.0,313.0,238.0
36,"KEVIN FISCHER, YANN JAUVIN",2550,FRA,11.0,6.0,23.0,23.0,12.0,18.0,9.0,8.0,26.0,11.0,(41.0),8.0,18.0,9.0,26.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,264.0,223.0
36,"TATE HOWELL, ADRIANNA BAIRD",4696,,(37.0),37.0,37.0,35.0,31.0,34.0,33.0,34.0,29.0,34.0,33.0,35.0,34.0,34.0,30.0,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-,535.0,498.0
36,BRUNO FONTES,674,BRA,9.0,(64.0),25.0,31.0,24.0,16.0,-,-,-,-,-,-,-,-,-,-,-,39.0,7.0,36.0,27.0,35.0,(57.0),-,-,-,-,-,-,370,249.0
37,CAROLINA ALBANO,760,ITA,13.0,(21.0),19.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,33.0,(38.0),12.0,32.0,36.0,30.0,29.0,305.0,246.0
37,"NEVIN SNOW, MAXIMILIANO AGNESE",3640,,21.0,6.0,2.0,14.0,3.0,31.0,26.0,23.0,6.0,30.0,4.0,13.0,20.0,2.0,23.0,(33.0),-,-,-,-,-,-,-,-,-,-,-,-,-,257.0,224.0
37,DIMITRI PERONI,1131,ITA,29.0,22.0,5.0,(30.0),23.0,18.0,-,-,-,-,-,-,-,-,-,-,-,(64.0),33.0,23.0,51.0,10.0,36.0,-,-,-,-,-,-,344,250.0
38,VIKTOR TEPLY,5043,CZE,7.0,12.0,30.0,25.0,30.0,(31.0),-,-,-,-,-,-,-,-,-,-,-,28.0,36.0,(58.0),15.0,34.0,33.0,-,-,-,-,-,-,339,250.0
38,VIKTORIJA ANDRULYTE,5044,LTU,(27.0),12.0,23.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,24.0,11.0,29.0,(42.0),41.0,34.0,39.0,320.0,251.0
38,"KEANU PRETTNER, JAKOB FLACHBERGER",2523,AUT,5.0,13.0,12.0,25.0,23.0,32.0,11.0,11.0,17.0,1.0,1.0,2.0,14.0,(41.0),29.0,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-,269.0,228.0
39,LUCIANA CARDOZO,2917,ARG,8.0,14.0,(22.0),19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,38.0,(42.0),38.0,38.0,31.0,41.0,20.0,338.0,274.0
39,"WILLIAM JONES, EVAN DEPAUL",5142,,15.0,10.0,20.0,17.0,27.0,30.0,22.0,5.0,16.0,9.0,2.0,21.0,5.0,21.0,8.0,(34.0),-,-,-,-,-,-,-,-,-,-,-,-,-,262.0,228.0
39,KHAIRULNIZAM MOHD AFENDY,2555,MAS,10.0,20.0,22.0,(43.0),27.0,14.0,-,-,-,-,-,-,-,-,-,-,-,8.0,29.0,49.0,(50.0),33.0,44.0,-,-,-,-,-,-,349,256.0
40,ANJA VON ALLMEN,286,SUI,14.0,17.0,(24.0),14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(40.0),28.0,39.0,31.0,24.0,39.0,35.0,37.0,342.0,278.0
40,"CARL EMIL SLOTH, NIKOLAJ HOFFMANN BUHL",729,,33.0,15.0,11.0,5.0,31.0,17.0,14.0,18.0,12.0,23.0,7.0,(35.0),7.0,22.0,5.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,264.0,229.0
40,JUST VAN AANHOLT,2430,ARU,1.0,21.0,1.0,29.0,(37.0),24.0,-,-,-,-,-,-,-,-,-,-,-,40.0,46.0,18.0,29.0,(53.0),48.0,-,-,-,-,-,-,347,257.0
41,"ANDRES BARRIO, ANTONIO TORRADO MARTINEZ",249,,8.0,4.0,17.0,20.0,23.0,14.0,34.0,20.0,13.0,10.0,5.0,(36.0),10.0,12.0,20.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,265.0,229.0
41,ETHAN MCAULLAY,1362,AUS,(33.0),16.0,26.0,4.0,22.0,17.0,-,-,-,-,-,-,-,-,-,-,-,41.0,35.0,42.0,(64.0),13.0,50.0,-,-,-,-,-,-,363,266.0
41,EVIE SAUNDERS,1383,AUS,9.0,(25.0),10.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.0,(43.0),34.0,32.0,37.0,35.0,40.0,41.0,352.0,284.0
42,CLARA GRAVELY,908,CAN,23.0,(33.0),13.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(42.0),23.0,40.0,33.0,29.0,40.0,39.0,40.0,370.0,295.0
42,ALEXANDRE BOITE,134,FRA,29.0,(42.0),15.0,27.0,10.0,15.0,-,-,-,-,-,-,-,-,-,-,-,42.0,41.0,40.0,30.0,19.0,(45.0),-,-,-,-,-,-,355,268.0
42,"AKIRA SAKAI, RUSSELL AYLSWORTH",61,,16.0,12.0,21.0,19.0,30.0,21.0,(33.0),3.0,28.0,6.0,19.0,23.0,12.0,24.0,17.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,286.0,253.0
43,FILLAH KARIM,1466,CAN,(35.0),1.0,18.0,9.0,6.0,14.0,-,-,-,-,-,-,-,-,-,-,-,53.0,(60.0),29.0,55.0,43.0,41.0,-,-,-,-,-,-,364,269.0
43,EBRU BOLAT,1197,ROU,15.0,14.0,(25.0),23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.0,36.0,35.0,(43.0),35.0,43.0,42.0,38.0,387.0,319.0
43,"SEAFRA GUILFOYLE, JOHNNY DURCAN",4399,IRL,16.0,23.0,14.0,15.0,17.0,18.0,14.0,12.0,(32.0),28.0,32.0,7.0,3.0,26.0,1.0,30.0,-,-,-,-,-,-,-,-,-,-,-,-,-,288.0,256.0
44,"MARCO ANESSI PE, EDOARDO GAMBA",3081,,18.0,(27.0),15.0,17.0,12.0,17.0,18.0,18.0,14.0,15.0,27.0,22.0,25.0,17.0,10.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,283.0,256.0
44,VALTTERI UUSITALO,4976,FIN,21.0,28.0,13.0,23.0,23.0,(47.0),-,-,-,-,-,-,-,-,-,-,-,(64.0),64.0,25.0,22.0,32.0,25.0,-,-,-,-,-,-,387,276.0
44,EVE MCMAHON,1376,IRL,(24.0),(24.0),9.0,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,1.0,2.0,1.0,6.0,13.0,5.0,21.0,131.0,83.0
45,MATILDA TALLURI,3308,ITA,19.0,(31.0),14.0,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.0,2.0,6.0,(43.0),16.0,6.0,10.0,2.0,186.0,112.0
45,OMER GOLANI,3820,ISR,26.0,36.0,(44.0),16.0,19.0,28.0,-,-,-,-,-,-,-,-,-,-,-,33.0,39.0,(43.0),41.0,22.0,18.0,-,-,-,-,-,-,365,278.0
45,"SAMUEL BACON, HENRY GAUTREY",4303,,13.0,20.0,30.0,26.0,24.0,24.0,34.0,27.0,11.0,(41.0),8.0,9.0,8.0,19.0,3.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,303.0,262.0
46,MARTINA REINO CACHO,3242,ESP,(25.0),(27.0),12.0,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.0,3.0,17.0,10.0,7.0,19.0,2.0,5.0,169.0,117.0
46,SAMUEL KING,4308,AUS,24.0,13.0,28.0,(47.0),38.0,27.0,-,-,-,-,-,-,-,-,-,-,-,32.0,19.0,31.0,33.0,37.0,(53.0),-,-,-,-,-,-,382,282.0
46,"XIN WANG, TIANYU QI",5188,,34.0,34.0,14.0,10.0,18.0,27.0,17.0,31.0,7.0,24.0,21.0,16.0,(36.0),8.0,6.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,308.0,272.0
47,"THEO REVIL, TIMOTHEE DEPERY",4738,,19.0,24.0,(34.0),12.0,29.0,6.0,23.0,26.0,20.0,17.0,22.0,26.0,19.0,18.0,4.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,313.0,279.0
47,ADONIS BOUGIOURIS,22,GRE,18.0,17.0,21.0,(34.0),17.0,31.0,-,-,-,-,-,-,-,-,-,-,-,29.0,44.0,54.0,10.0,(64.0),42.0,-,-,-,-,-,-,381,283.0
47,OLIVIA CHRISTIE,3810,NZL,(28.0),18.0,(32.0),21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.0,19.0,1.0,4.0,10.0,20.0,16.0,1.0,178.0,118.0
48,"DANTE BIANCHI, THOMAS LOW-BEER",1042,,27.0,25.0,24.0,25.0,32.0,32.0,(34.0),25.0,24.0,19.0,14.0,10.0,4.0,10.0,14.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,322.0,288.0
48,NANCY HIGHFIELD,3603,HKG,(31.0),(32.0),28.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.0,17.0,5.0,13.0,3.0,9.0,4.0,9.0,182.0,119.0
48,PEDRO FERNANDEZ,3943,PUR,22.0,14.0,9.0,28.0,(52.0),28.0,-,-,-,-,-,-,-,-,-,-,-,37.0,52.0,44.0,45.0,15.0,(55.0),-,-,-,-,-,-,401,294.0
49,"CHRISTOPHER WILLIFORD, DUNCAN WILLIFORD",896,,(33.0),21.0,31.0,19.0,16.0,24.0,4.0,17.0,18.0,25.0,23.0,29.0,22.0,31.0,15.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,346.0,313.0
49,WANNES VAN LAER,5088,BEL,40.0,(41.0),41.0,19.0,7.0,15.0,-,-,-,-,-,-,-,-,-,-,-,23.0,22.0,53.0,(54.0),42.0,38.0,-,-,-,-,-,-,395,300.0
49,SYLVIE STANNAGE,4657,AUS,(29.0),21.0,25.0,(29.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.0,8.0,13.0,3.0,19.0,14.0,1.0,11.0,186.0,128.0
50,"JOAKIM SALSKO, V-IVERSEN, MARKUS OLIVER NIELSEN",2232,,14.0,24.0,13.0,29.0,30.0,25.0,16.0,26.0,1.0,14.0,18.0,5.0,26.0,(41.0),36.0,38.0,-,-,-,-,-,-,-,-,-,-,-,-,-,356.0,315.0
50,RENZO SANGUINETI,4135,,26.0,23.0,39.0,(41.0),12.0,27.0,-,-,-,-,-,-,-,-,-,-,-,31.0,47.0,28.0,(52.0),46.0,39.0,-,-,-,-,-,-,411,318.0
50,LILLIAN MYERS,2804,USA,12.0,20.0,31.0,(44.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0,(43.0),10.0,43.0,1.0,2.0,8.0,8.0,225.0,138.0
51,"SHINGEN FURUYA, TAKAYANAGI AKIRA",4462,,24.0,(33.0),22.0,13.0,18.0,20.0,21.0,24.0,22.0,22.0,15.0,28.0,28.0,29.0,27.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,350.0,317.0
51,EMIL BENGTSON,1277,SWE,(38.0),27.0,27.0,24.0,18.0,8.0,-,-,-,-,-,-,-,-,-,-,-,(64.0),25.0,57.0,49.0,50.0,34.0,-,-,-,-,-,-,421,319.0
51,NETHRA KUMANAN,3635,IND,(26.0),17.0,(32.0),26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.0,15.0,12.0,12.0,13.0,7.0,13.0,12.0,204.0,146.0
52,ELENA OETLING RAMIREZ,1237,MEX,(32.0),(35.0),28.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.0,23.0,21.0,11.0,2.0,12.0,9.0,20.0,216.0,149.0
52,"RYAN LITTLECHILD, JACK HILDEBRAND",4256,,(34.0),26.0,28.0,27.0,3.0,11.0,24.0,14.0,27.0,26.0,25.0,31.0,30.0,33.0,2.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,357.0,323.0
52,TOM RAMSHAW,4866,CAN,(36.0),13.0,29.0,17.0,18.0,19.0,-,-,-,-,-,-,-,-,-,-,-,49.0,55.0,(64.0),38.0,49.0,52.0,-,-,-,-,-,-,439,339.0
53,"PHILIPP ROYLA, TOM HEINRICH",3998,,17.0,28.0,22.0,31.0,26.0,22.0,29.0,28.0,21.0,21.0,11.0,18.0,9.0,(34.0),32.0,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-,377.0,343.0
53,HANNAH ANDERSSOHN,1788,GER,(44.0),24.0,24.0,(44.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0,9.0,3.0,43.0,4.0,18.0,7.0,19.0,241.0,153.0
53,BERKAY ABAY,534,TUR,20.0,33.0,30.0,28.0,(48.0),22.0,-,-,-,-,-,-,-,-,-,-,-,43.0,43.0,39.0,28.0,(54.0),54.0,-,-,-,-,-,-,442,340.0
54,"BENJAMIN GREZ, EXEQUIEL GREZ AHRENS",513,,(34.0),22.0,19.0,13.0,5.0,16.0,30.0,25.0,29.0,33.0,26.0,32.0,27.0,32.0,24.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,393.0,359.0
54,BRUNO GASPIC,676,CRO,15.0,(37.0),36.0,11.0,30.0,24.0,-,-,-,-,-,-,-,-,-,-,-,50.0,54.0,55.0,(56.0),28.0,47.0,-,-,-,-,-,-,443,350.0
54,CORALIE VITTECOQ,952,CAN,(26.0),25.0,21.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.0,7.0,18.0,2.0,25.0,15.0,(33.0),4.0,215.0,156.0
55,"ANDER BELAUSTEGUIGOITIA, DANEL BELAUSTEGUIGOITIA",214,MEX,11.0,33.0,28.0,27.0,19.0,4.0,25.0,30.0,33.0,20.0,(41.0),30.0,21.0,15.0,30.0,36.0,-,-,-,-,-,-,-,-,-,-,-,-,-,403.0,362.0
55,HALLIE SCHIFFMAN,1774,USA,(35.0),27.0,(34.0),24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,25.0,4.0,6.0,8.0,10.0,12.0,10.0,225.0,156.0
55,SANTIAGO SAMPAIO,4332,POR,17.0,36.0,20.0,17.0,31.0,(44.0),-,-,-,-,-,-,-,-,-,-,-,(64.0),28.0,50.0,64.0,51.0,46.0,-,-,-,-,-,-,468,360.0
56,ROSINE BAUDET,4225,SUI,30.0,(33.0),15.0,(44.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.0,14.0,9.0,5.0,28.0,11.0,20.0,17.0,236.0,159.0
56,"RYAN WOOD, ANDREW WOOD",4266,,34.0,17.0,26.0,30.0,19.0,26.0,5.0,29.0,(35.0),27.0,27.0,14.0,33.0,30.0,21.0,29.0,-,-,-,-,-,-,-,-,-,-,-,-,-,402.0,367.0
56,ZAN LUKA ZELKO,5260,SLO,16.0,4.0,(51.0),25.0,29.0,10.0,-,-,-,-,-,-,-,-,-,-,-,22.0,(64.0),64.0,64.0,64.0,64.0,-,-,-,-,-,-,477,362.0
57,SOPHIA MONTGOMERY,4542,THA,(33.0),(32.0),18.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.0,12.0,8.0,14.0,17.0,16.0,28.0,7.0,224.0,159.0
57,"ALEXANDER HEINZEMANN, EDWARD COLEMAN",120,,34.0,21.0,25.0,15.0,28.0,19.0,20.0,32.0,25.0,31.0,24.0,34.0,32.0,(35.0),19.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,417.0,382.0
57,WILLEM WIERSEMA,5135,NED,(50.0),24.0,32.0,42.0,6.0,13.0,-,-,-,-,-,-,-,-,-,-,-,38.0,59.0,46.0,(64.0),47.0,56.0,-,-,-,-,-,-,477,363.0
58,"CHARLIE HIBBEN, SCOTT RASMUSSEN",818,,26.0,27.0,27.0,32.0,21.0,25.0,28.0,13.0,(41.0),41.0,41.0,24.0,29.0,20.0,22.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,430.0,389.0
58,LEOPOLDO BARRETO HASCHKE,2766,ESP,(45.0),20.0,27.0,32.0,15.0,26.0,-,-,-,-,-,-,-,-,-,-,-,(64.0),58.0,48.0,39.0,64.0,37.0,-,-,-,-,-,-,475,366.0
58,GABRIELLA KIDD,1597,BRA,27.0,28.0,15.0,(34.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(43.0),21.0,7.0,7.0,26.0,1.0,14.0,18.0,241.0,164.0
59,"THOMAS STAPLES, WILLIAM STAPLES",4779,CAN,34.0,29.0,29.0,29.0,20.0,31.0,19.0,31.0,19.0,27.0,29.0,25.0,(39.0),23.0,33.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,434.0,395.0
59,JAMES PERCIVAL-COOKE,2105,,46.0,35.0,3.0,11.0,(51.0),18.0,-,-,-,-,-,-,-,-,-,-,-,47.0,50.0,51.0,(64.0),48.0,59.0,-,-,-,-,-,-,483,368.0
59,STEPHANIE NORTON,4602,HKG,20.0,(38.0),(30.0),30.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,4.0,23.0,9.0,12.0,22.0,3.0,29.0,232.0,164.0
60,SANDRA LULI,4317,,23.0,26.0,27.0,(44.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.0,(43.0),11.0,18.0,22.0,3.0,19.0,16.0,259.0,172.0
60,"JORDAN JANOV, GRANT JANOV",2314,,33.0,26.0,26.0,31.0,31.0,15.0,28.0,24.0,30.0,29.0,30.0,33.0,(35.0),27.0,31.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,450.0,415.0
60,ILIJA MARKOVIC,1983,MNE,34.0,(43.0),37.0,20.0,13.0,22.0,-,-,-,-,-,-,-,-,-,-,-,(55.0),53.0,41.0,46.0,52.0,51.0,-,-,-,-,-,-,467,369.0
61,"DYLAN JONES, JONATHAN KELLY",1194,,33.0,29.0,29.0,28.0,10.0,20.0,23.0,29.0,(39.0),34.0,28.0,27.0,31.0,28.0,34.0,37.0,-,-,-,-,-,-,-,-,-,-,-,-,-,459.0,420.0
