Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,8,9,10,11,12,13,1Q,2Q,3Q,4Q,5Q,6Q,Total,Nett
30,"RYAN SEATON, SEAFRA GUILFOYLE",4265,,(23.0),8.0,18.0,7.0,2.0,15.0,14.0,3.0,2.0,20.0,11.0,-,-,-,-,-,-,-,-,123.0,100.0
30,"EKATERINA
  ZYUZINA",1219,RUS,24.0,5.0,25.0,(26.0),24.0,14.0,-,-,-,-,-,-,-,14.0,8.0,17.0,(45.0),-,-,202.0,131.0
31,COURTNEY REYNOLDS-SMITH,966,NZL,34.0,37.0,35.0,(43.0),35.0,-,-,-,-,-,-,-,-,38.0,38.0,10.0,35.0,(54.0),-,359.0,262.0
31,FORREST WACHHOLZ,1511,CAN,31.0,32.0,(36.0),36.0,34.0,36.0,-,-,-,-,-,-,-,18.0,23.0,14.0,29.0,(43.0),43.0,375.0,296.0
31,"ISAURA MAENHAUT, ANOUK GEURTS",2021,BEL,10.0,(16.0),15.0,7.0,13.0,14.0,6.0,2.0,15.0,4.0,9.0,-,-,-,-,-,-,-,-,111.0,95.0
31,FINN LYNCH,1474,IRL,14.0,3.0,14.0,4.0,7.0,(20.0),-,-,-,-,-,-,-,36.0,30.0,19.0,1.0,28.0,(43.0),219.0,156.0
31,HANNAH ANDERSSOHN,1788,GER,(40.0),35.0,5.0,6.0,18.0,11.0,-,-,-,-,-,-,-,18.0,(53.0),16.0,30.0,-,-,232.0,139.0
31,"DAVID GILMOUR, LACHY GILMOUR",1054,,19.0,6.0,11.0,(20.0),3.0,14.0,6.0,19.0,6.0,9.0,12.0,-,-,-,-,-,-,-,-,125.0,105.0
31,EWAN MCMAHON,1385,IRL,22.0,(43.0),27.0,21.0,9.0,21.0,-,-,-,-,-,-,-,(43.0),21.0,28.0,40.0,1.0,23.0,299.0,213.0
32,"JIM COLLEY, SHAUN CONNOR",2217,AUS,11.0,19.0,(27.0),21.0,16.0,5.0,1.0,9.0,13.0,4.0,7.0,-,-,-,-,-,-,-,-,133.0,106.0
32,"ANNA YAMAZAKI, SENA TAKANO",306,,2.0,14.0,(20.0),19.0,17.0,18.0,3.0,9.0,3.0,13.0,10.0,-,-,-,-,-,-,-,-,128.0,108.0
32,LIAM GLYNN,2787,IRL,(34.0),26.0,21.0,25.0,16.0,19.0,-,-,-,-,-,-,-,4.0,12.0,(39.0),30.0,38.0,24.6,288.6,215.6
32,"PAULINE
  LIEBIG",3923,GER,7.0,(27.0),19.0,22.0,12.0,17.0,-,-,-,-,-,-,-,29.0,(47.0),20.0,13.0,-,-,213.0,139.0
32,KAARLE TAPPER,2443,FIN,13.0,3.0,(17.0),15.0,7.0,5.0,-,-,-,-,-,-,-,20.0,9.0,32.0,29.0,(36.0),32.0,218.0,165.0
32,"SYLVIE
  STANNAGE",4656,AUS,(43.0),35.0,40.0,(42.0),36.0,-,-,-,-,-,-,-,-,42.0,23.0,42.0,29.0,17.0,-,349.0,264.0
32,ERONI LEILUA,1350,SAM,38.0,(39.0),38.0,35.0,39.0,38.0,-,-,-,-,-,-,-,14.0,20.0,30.0,(43.0),29.0,20.0,383.0,301.0
33,JUAN PABLO CARDOZO,2368,ARG,25.0,(27.0),16.0,20.0,13.0,10.0,-,-,-,-,-,-,-,19.0,31.0,31.0,27.0,(39.0),26.0,284.0,218.0
33,ENRIQUE ARATHOON,1316,ESA,(19.0),16.0,15.0,5.0,13.0,7.0,-,-,-,-,-,-,-,19.0,(34.0),27.0,27.0,29.0,15.0,226.0,173.0
33,"ALEXANDRA STALDER, SILVIA SPERI",132,,18.0,(20.0),5.0,15.0,16.0,8.0,4.0,6.0,12.0,20.0,6.0,-,-,-,-,-,-,-,-,130.0,110.0
33,JIA KIM,2204,KOR,39.0,34.0,45.0,(48.0),(54.0),-,-,-,-,-,-,-,-,45.0,34.0,33.0,28.0,10.0,-,370.0,268.0
33,SEUNG KIM,4440,KOR,36.0,(38.0),38.0,38.0,35.0,(39.0),-,-,-,-,-,-,-,29.0,35.0,35.0,14.0,30.0,25.0,392.0,315.0
33,"LEO TAKAHASHI, IBUKI KOIZUMI",2752,,9.0,4.0,17.0,(18.0),7.0,18.0,8.0,12.0,11.0,14.0,13.0,-,-,-,-,-,-,-,-,131.0,113.0
33,ANNA MUNCH,298,DEN,(29.0),15.0,11.0,14.0,5.0,9.0,-,-,-,-,-,-,-,13.0,40.0,(54.0),41.0,-,-,231.0,148.0
34,"JULIE BOSSARD, AUDE COMPAN",2406,,13.0,11.0,19.0,18.0,(22.0),10.0,8.0,3.0,5.0,20.0,4.0,-,-,-,-,-,-,-,-,133.0,111.0
34,STEFANO PESCHIERA,4591,PER,6.0,11.0,(18.0),9.0,11.0,16.0,-,-,-,-,-,-,-,28.0,38.0,21.0,13.0,(43.0),30.0,244.0,183.0
34,CAMPBELL STEWART,713,AUS,38.0,38.0,39.0,39.0,(40.0),(40.0),-,-,-,-,-,-,-,35.0,29.0,31.0,20.0,34.0,34.0,417.0,337.0
34,"MATHILDE DE
  KERANGAT",3292,FRA,(41.0),(36.0),18.0,17.0,17.0,11.0,-,-,-,-,-,-,-,25.0,13.0,24.0,23.0,-,-,225.0,148.0
34,"JACK HAWKINS, CHRIS THOMAS",2044,,7.0,(16.0),8.0,9.0,14.0,9.0,16.0,15.0,15.0,6.0,15.0,-,-,-,-,-,-,-,-,130.0,114.0
34,BERKAY ABAY,534,TUR,18.0,(35.0),26.0,18.0,26.0,18.0,-,-,-,-,-,-,-,15.0,35.0,20.0,(38.0),27.0,17.0,293.0,220.0
34,"ALEKSANDRA
  LUKOYANOVA",94,RUS,(42.0),33.0,40.0,32.0,38.0,-,-,-,-,-,-,-,-,37.0,28.0,41.0,21.0,(54.0),-,366.0,270.0
35,KEN FUJIMOTO,2536,JPN,(40.0),37.0,39.0,39.0,39.0,40.0,-,-,-,-,-,-,-,31.0,32.6,33.0,27.0,(43.0),29.0,429.6,346.6
35,"YANNICK LEFEBVRE, TOM PELSMAEKERS",5213,BEL,(23.0),13.0,5.0,10.0,11.0,12.0,13.0,6.0,8.0,21.0,16.0,-,-,-,-,-,-,-,-,138.0,115.0
35,EKATERINA GUSEVA,1220,RUS,34.0,41.0,38.0,40.0,(43.0),-,-,-,-,-,-,-,-,36.0,33.0,26.0,27.0,(54.0),-,372.0,275.0
35,GIOVANNI COCCOLUTO,1678,ITA,5.0,10.0,7.0,(20.0),9.0,13.0,-,-,-,-,-,-,-,23.0,28.0,(37.0),31.0,34.0,27.0,244.0,187.0
35,NICOLO VILLA,3693,ITA,5.0,7.0,(30.0),22.0,29.0,23.0,-,-,-,-,-,-,-,22.0,33.0,(36.0),26.0,28.0,28.0,289.0,223.0
35,"MARGHERITA PORRO, SVEVA CARRARO",3108,,19.0,8.0,7.0,17.0,18.0,(20.0),9.0,13.0,8.0,14.0,7.0,-,-,-,-,-,-,-,-,140.0,120.0
35,ELENA VOROBEVA,1240,CRO,(48.0),26.0,17.0,9.0,21.0,2.0,-,-,-,-,-,-,-,45.0,23.0,(50.0),8.0,-,-,249.0,151.0
36,JONATAN VADNAI,2298,HUN,(16.0),9.0,10.0,15.0,13.0,7.0,-,-,-,-,-,-,-,33.0,27.0,30.0,(41.0),19.0,36.0,256.0,199.0
36,"TIM FISCHER, FABIAN GRAF",4809,GER,13.0,16.0,16.0,16.0,5.0,14.0,3.0,2.0,(19.0),12.0,19.0,-,-,-,-,-,-,-,-,135.0,116.0
36,"CHARLOTTE
  ROSE",823,USA,(39.0),14.0,4.0,19.0,10.0,27.0,-,-,-,-,-,-,-,16.0,37.0,26.0,(48.0),-,-,240.0,153.0
36,AGUSTIN VIDAL INCATASCIATO,41,ARG,31.0,24.0,(33.0),27.0,25.0,30.0,-,-,-,-,-,-,-,(43.0),43.0,43.0,43.0,43.0,43.0,428.0,352.0
36,DAN SELF,1012,AUS,15.0,21.0,22.0,23.0,24.0,(25.0),-,-,-,-,-,-,-,24.0,39.0,18.0,23.0,29.0,(43.0),306.0,238.0
36,"GRETA
  PILKINGTON",1723,NZL,38.0,43.0,42.0,(45.0),(45.0),-,-,-,-,-,-,-,-,40.0,40.0,29.0,36.0,16.0,-,374.0,284.0
36,"MATHILDE LOVADINA, LEA PERNET",3296,,(22.0),18.0,9.0,8.0,9.0,13.0,18.0,16.0,13.0,3.0,18.0,-,-,-,-,-,-,-,-,147.0,125.0
37,PIA KUHLMANN,4013,GER,14.0,16.0,14.0,(27.0),20.0,24.0,-,-,-,-,-,-,-,28.0,21.0,(46.0),26.0,-,-,236.0,163.0
37,JOSH ARMIT,2343,NZL,8.0,21.0,12.0,(22.0),21.0,19.0,-,-,-,-,-,-,-,30.0,37.0,24.0,37.0,37.0,(43.0),311.0,246.0
37,CONNOR SHAW,941,AUS,38.0,(41.0),(41.0),40.0,41.0,41.0,-,-,-,-,-,-,-,34.0,34.0,34.0,28.0,32.0,31.0,435.0,353.0
37,"LAURA SCHOFEGGER, ANNA BOUSTANI",2708,,16.0,12.0,18.0,8.0,15.0,6.0,16.0,5.0,17.0,16.0,(19.0),-,-,-,-,-,-,-,-,148.0,129.0
37,RYAN LO,4257,SGP,23.0,(29.0),11.0,11.0,1.0,18.0,-,-,-,-,-,-,-,25.0,26.0,26.0,36.0,(40.0),28.0,274.0,205.0
37,"JORGE LIMA, JOSE COSTA",2320,POR,3.0,15.0,7.0,9.0,17.0,20.0,17.0,23.0,4.0,(25.0),2.0,-,-,-,-,-,-,-,-,142.0,117.0
37,MARTINA BEZDEKOVA,3240,CZE,31.0,(48.0),46.0,46.0,(48.0),-,-,-,-,-,-,-,-,46.0,14.0,38.0,42.0,30.0,-,389.0,293.0
38,"FRITIOF HEDSTROM, OTTO HAMEL",1575,,20.0,7.0,(27.0),9.0,8.0,10.0,15.0,20.0,10.0,15.0,3.0,-,-,-,-,-,-,-,-,144.0,117.0
38,TADEUSZ KUBIAK,4662,POL,8.0,1.0,13.0,17.0,17.0,(25.0),-,-,-,-,-,-,-,26.0,14.0,(41.0),34.0,39.0,37.0,272.0,206.0
38,MARNIX BOS,3205,NED,17.0,(34.0),24.0,31.0,23.0,26.0,-,-,-,-,-,-,-,7.0,30.0,(43.0),28.0,31.0,30.0,324.0,247.0
38,PIETARI AIRAKORPI,4022,FIN,(41.0),33.0,(40.0),40.0,40.0,38.0,-,-,-,-,-,-,-,33.0,36.0,37.0,32.0,35.0,33.0,438.0,357.0
38,"ANGELIKA KOHLENDORFER, LISA FARTHOFER",279,,17.0,19.0,(21.0),10.0,18.0,19.0,7.0,14.0,14.0,6.0,12.0,-,-,-,-,-,-,-,-,157.0,136.0
38,"TATIANA
  DROZDOVSKAYA",4697,BLR,19.0,19.0,16.0,25.0,(30.0),15.0,-,-,-,-,-,-,-,11.0,(44.0),33.0,37.0,-,-,249.0,175.0
38,"ADRIANA
  PENRUDDOCKE",23,BER,(49.0),(49.0),43.0,44.0,39.0,-,-,-,-,-,-,-,-,41.0,41.0,24.0,30.0,31.0,-,391.0,293.0
39,ELYSE AINSWORTH,1272,AUS,(32.0),11.0,20.0,8.0,24.0,15.0,-,-,-,-,-,-,-,39.0,22.0,37.0,(47.0),-,-,255.0,176.0
39,THOMAS MCEVOY,4771,AUS,39.0,(42.0),41.0,41.0,42.0,40.0,-,-,-,-,-,-,-,36.0,(43.0),36.0,33.0,33.0,32.0,458.0,373.0
39,EVIE SAUNDERS,1383,AUS,33.0,42.0,41.0,41.0,(43.0),-,-,-,-,-,-,-,-,39.0,43.0,31.0,32.0,(54.0),-,399.0,302.0
39,ELIOT MERCERON,1252,SUI,(21.0),6.0,7.0,17.0,16.0,17.0,-,-,-,-,-,-,-,31.0,31.0,(42.0),30.0,31.0,22.0,271.0,208.0
39,"WILLIAM JONES, EVAN DEPAUL",5142,,8.0,2.0,16.0,19.0,13.0,13.0,20.0,5.0,(23.0),8.0,14.0,-,-,-,-,-,-,-,-,141.0,118.0
39,ANASTASIOS PANAGIOTIDIS,208,GRE,(29.0),20.0,19.0,27.0,24.0,20.0,-,-,-,-,-,-,-,(43.0),23.0,13.0,36.0,33.0,43.0,330.0,258.0
39,"GEORGIA LEWI, N-LAFRANCE, ANTONIA LEWIN-LAFRANCE",1639,,19.0,7.0,15.0,(23.0),23.0,21.0,15.0,8.0,6.0,8.0,14.0,-,-,-,-,-,-,-,-,159.0,136.0
40,ROBERT DAVIS,4167,CAN,10.0,10.0,9.0,11.0,(22.0),22.0,-,-,-,-,-,-,-,(41.0),40.0,38.0,35.0,14.0,25.0,277.0,214.0
40,KEERATI BUALONG,2524,THA,10.0,(43.0),20.0,26.0,28.0,35.0,-,-,-,-,-,-,-,11.0,(43.0),37.0,34.0,36.0,43.0,366.0,280.0
40,ERIN COWLEY,1345,AUS,(49.0),(49.0),47.0,39.0,41.0,-,-,-,-,-,-,-,-,43.0,35.0,36.0,38.0,33.0,-,410.0,312.0
40,TEARIKI NUMA,4710,PNG,40.0,40.0,40.0,(41.0),41.0,41.0,-,-,-,-,-,-,-,37.0,37.0,(43.0),31.0,36.0,35.0,462.0,378.0
40,"KEANU PRETTNER, JAKOB FLACHBERGER",2523,AUT,18.0,12.0,12.0,16.0,10.0,4.0,4.0,11.0,16.0,16.0,(22.0),-,-,-,-,-,-,-,-,141.0,119.0
40,AOIFE HOPKINS,350,IRL,(45.0),10.0,6.0,20.0,21.0,20.0,-,-,-,-,-,-,-,35.0,43.0,(44.0),31.0,-,-,275.0,186.0
40,"CHLOE FISHER, ELLA GRIMSHAW",858,,20.0,21.0,13.0,12.0,17.0,(23.0),12.0,12.0,10.0,12.0,15.0,-,-,-,-,-,-,-,-,167.0,144.0
41,JUAN BISIO,2356,ARG,18.0,26.0,(30.0),25.0,27.0,28.0,-,-,-,-,-,-,-,(43.0),29.0,27.0,43.0,43.0,43.0,382.0,309.0
41,STEPHEN GUNTHER,4608,AUS,40.0,40.0,39.0,(43.0),40.0,(43.0),-,-,-,-,-,-,-,32.0,32.0,43.0,43.0,43.0,43.0,481.0,395.0
