Posição,Nome Competidor,ID Competidor,Nacionalidade,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,Total,Nett
93,FRANCESCA FRAZZA,1521,ITA,41.0,(61.0),49.0,55.0,41.0,44.0,26.0,19.0,23.0,22.0,-,-,-,381.0,320.0
94,ANDREA NORDQUIST,233,SUI,37.0,24.0,47.0,35.0,44.0,40.0,31.0,8.0,56.0,(60.0),-,-,-,382.0,322.0
94,LIAM GLYNN,2787,IRL,(52.0),22.0,8.0,40.0,12.0,17.0,47.0,27.0,48.0,39.0,-,-,-,312.0,260.0
95,ANDREW LEWIS,257,TTO,34.0,27.0,18.0,44.0,34.0,40.0,21.0,32.0,11.0,(47.0),-,-,-,308.0,261.0
95,LIN PLETIKOS,2812,SLO,23.0,31.0,(52.0),48.0,45.0,51.0,37.0,51.0,8.0,31.0,-,-,-,377.0,325.0
96,KIRILL EVFIMYEVSKIY,2580,,31.0,42.0,11.0,24.0,31.0,40.0,42.0,44.0,2.0,(56.0),-,-,-,323.0,267.0
96,ANNA POHLAK,300,EST,(56.0),42.0,44.0,18.0,35.0,41.0,16.0,53.0,43.0,34.0,-,-,-,382.0,326.0
97,GABRIEL SANZ AGERO,1588,GUA,45.0,(48.0),26.0,10.0,37.0,30.0,31.0,29.0,15.0,45.0,-,-,-,316.0,268.0
97,KELLY-ANN ARRINDELL,2535,TTO,40.0,43.0,(58.0),49.0,52.0,57.0,13.0,18.0,38.0,17.0,-,-,-,385.0,327.0
98,ERICA PARTANEN,1330,FIN,44.0,19.0,37.0,52.0,(55.0),51.0,18.0,22.0,50.0,41.0,-,-,-,389.0,334.0
98,FREDRIK WESTMAN,1566,FIN,14.0,33.0,29.0,35.0,29.0,(45.0),23.0,38.0,28.0,42.0,-,-,-,316.0,271.0
99,GEORGII PACHES,1642,UKR,38.0,32.0,9.0,30.0,41.0,18.0,35.0,(45.0),33.0,38.0,-,-,-,319.0,274.0
99,AGIJA ELERTE,30,LAT,(59.0),33.0,26.0,49.0,50.0,36.0,41.0,42.0,41.0,23.0,-,-,-,400.0,341.0
100,"FORD , MCCANN",1509,,24.0,30.0,38.0,25.0,38.0,41.0,20.0,(42.0),34.0,29.0,-,-,-,321.0,279.0
100,ELENA OETLING,1236,,52.0,(55.0),35.0,16.0,39.0,27.0,45.0,45.0,46.0,45.0,-,-,-,405.0,350.0
101,WILHELM KARK,5126,SWE,42.0,26.0,29.0,50.0,15.0,11.0,48.0,28.0,(52.0),31.0,-,-,-,332.0,280.0
101,ISABELLA FILIPPO,2014,,53.0,37.0,59.0,53.0,35.0,42.0,15.0,29.0,28.0,(60.0),-,-,-,411.0,351.0
102,PAVEL BABYCH,3928,,36.0,38.0,14.0,13.0,23.0,(56.0),34.0,56.0,51.0,20.0,-,-,-,341.0,285.0
102,MICHALA NORSELL,3460,,46.0,(57.0),49.0,42.0,49.0,52.0,23.0,23.0,42.0,25.0,-,-,-,408.0,351.0
103,PAUL DIDHAM,3905,USA,19.0,21.0,23.0,40.0,25.0,43.0,40.0,(51.0),50.0,27.0,-,-,-,339.0,288.0
103,JULIE ERHARDSEN,2408,,55.0,(56.0),34.0,36.0,32.0,37.0,24.0,43.0,47.0,44.0,-,-,-,408.0,352.0
104,SANTIAGO SAMPAIO,4332,POR,48.0,13.0,40.0,22.0,52.0,32.0,36.0,12.0,41.0,(56.0),-,-,-,352.0,296.0
104,MARTINA BEZDEKOVA,3240,CZE,46.0,53.0,51.0,11.0,58.0,57.0,25.0,32.0,22.0,(60.0),-,-,-,415.0,355.0
105,MATTHEW KEMPKERS,3332,,40.0,12.0,45.0,45.0,22.0,33.0,28.0,36.0,35.0,(48.0),-,-,-,344.0,296.0
105,KELLY COLE,2532,,(56.0),56.0,42.0,50.0,50.0,46.0,34.0,24.0,33.0,29.0,-,-,-,420.0,364.0
106,ANNABELLE RENNIE-YOUNGER,311,NZL,(58.0),57.0,54.0,20.0,42.0,50.0,47.0,52.0,15.0,40.0,-,-,-,435.0,377.0
106,PATRICK SHANAHAN,3899,,39.0,31.0,33.0,15.0,(50.0),36.0,3.0,48.0,44.0,48.0,-,-,-,347.0,297.0
107,STEFANI MUZAKOVA,4584,BUL,48.0,51.0,52.0,55.0,(57.0),56.0,43.0,44.0,3.0,37.0,-,-,-,446.0,389.0
107,ANDREY QUINTERO,265,COL,32.0,36.0,26.0,(46.0),35.0,27.0,29.0,46.0,45.0,25.0,-,-,-,347.0,301.0
108,MARILENA MAKRI,3154,CYP,52.0,45.0,33.0,(54.0),53.0,49.0,49.0,38.0,53.0,33.0,-,-,-,459.0,405.0
108,LUKE RUITENBERG,2963,CAN,13.0,37.0,32.0,31.0,41.0,35.0,(45.0),39.0,42.0,34.0,-,-,-,349.0,304.0
109,CLEMENTE SEGUEL,921,CHI,26.0,(47.0),33.0,39.0,26.0,31.0,41.0,47.0,38.0,43.0,-,-,-,371.0,324.0
109,EKATERINA MORGUN,1221,RUS,51.0,(52.0),50.0,41.0,47.0,47.0,40.0,49.0,49.0,39.0,-,-,-,465.0,413.0
110,SOFIIA LARYCHEVA,4535,UKR,58.0,53.0,53.0,45.0,25.0,40.0,56.0,47.0,46.0,(60.0),-,-,-,483.0,423.0
110,OMER GOLANI,3820,ISR,30.0,24.0,44.0,29.0,28.0,44.0,(56.0),56.0,56.0,56.0,-,-,-,423.0,367.0
111,YULONG QIU,5242,CHN,34.0,30.0,(51.0),4.0,47.0,45.0,17.0,4.0,16.0,1.0,-,-,-,249.0,198.0
111,KIRANA WARDOJO,2578,,57.0,55.0,35.0,57.0,56.0,55.0,35.0,(58.0),52.0,27.0,-,-,-,487.0,429.0
112,FRANCISCO RENNA,1533,ARG,36.0,31.0,39.0,(56.0),44.0,22.0,16.0,1.0,12.0,4.0,-,-,-,261.0,205.0
112,PAIGE CALDECOAT,3858,AUS,45.0,58.0,56.0,52.0,43.0,52.0,55.0,36.0,(59.0),35.0,-,-,-,491.0,432.0
113,MOLLY HIGHFIELD,3536,,47.0,52.0,42.0,(56.0),55.0,54.0,50.0,50.0,36.0,47.0,-,-,-,489.0,433.0
113,NOAH COLLINSON,3742,,35.0,42.0,(46.0),37.0,30.0,19.0,6.0,7.0,34.0,10.0,-,-,-,266.0,220.0
114,MARIELA NIKOLOVA,3148,BUL,50.0,(59.0),31.0,59.0,54.0,55.0,42.0,55.0,55.0,43.0,-,-,-,503.0,444.0
114,MUSTAFA CAKIR,3581,TUR,39.0,27.0,(56.0),42.0,46.0,25.0,28.0,6.0,11.0,5.0,-,-,-,285.0,229.0
115,DEISY NHAQUILE,1080,MOZ,(60.0),55.0,54.0,58.0,59.0,58.0,54.0,37.0,29.0,50.0,-,-,-,514.0,454.0
115,YANIC GENTRY,5208,MEX,48.0,29.0,30.0,51.0,35.0,22.0,7.0,(56.0),5.0,6.0,-,-,-,289.0,233.0
116,EBRU BOLAT,1197,ROU,50.0,(59.0),48.0,57.0,59.0,47.0,58.0,54.0,31.0,51.0,-,-,-,514.0,455.0
116,KAROLIS JANULIONIS,2492,LTU,(45.0),42.0,37.0,39.0,43.0,16.0,3.0,3.0,39.0,13.0,-,-,-,280.0,235.0
117,SANLAY CASTRO,4323,,57.0,50.0,57.0,56.0,56.0,(59.0),53.0,48.0,40.0,46.0,-,-,-,522.0,463.0
117,DAN SELF,1012,AUS,44.0,43.0,31.0,(49.0),23.0,28.0,40.0,2.0,19.0,9.0,-,-,-,288.0,239.0
118,DMITRY TRETYAKOV,1149,,38.0,32.0,23.0,41.0,(48.0),41.0,11.0,26.0,6.0,21.0,-,-,-,287.0,239.0
118,CHENG LING FENG,843,,53.0,54.0,48.0,51.0,54.0,56.0,48.0,(57.0),57.0,48.0,-,-,-,526.0,469.0
119,HULDA LILJA HANNESDOTTIR,1945,ISL,59.0,58.0,(60.0),60.0,58.0,59.0,57.0,56.0,51.0,51.0,-,-,-,569.0,509.0
119,JAKUB HALOUZKA,2083,CZE,33.0,34.0,29.0,34.0,(51.0),39.0,22.0,14.0,29.0,15.0,-,-,-,300.0,249.0
120,MON CANELLAS SALAS,3542,,27.0,40.0,32.0,22.0,(49.0),44.0,30.0,18.0,36.0,2.0,-,-,-,300.0,251.0
121,RICHARD MAHER,4148,AUS,32.0,46.0,3.0,49.0,43.0,38.0,27.0,12.0,9.0,(56.0),-,-,-,315.0,259.0
122,SIERK JAN TER HAAR,4471,,49.0,28.0,6.0,37.0,49.0,(50.0),32.0,22.0,14.0,22.0,-,-,-,309.0,259.0
123,MAOR BEN HROSH,3068,,41.0,45.0,(54.0),47.0,51.0,52.0,1.0,9.0,4.0,10.0,-,-,-,314.0,260.0
124,STEPAN NOVOTNY,4597,CZE,35.0,40.0,40.0,30.0,36.0,49.0,12.0,(56.0),10.0,11.0,-,-,-,319.0,263.0
125,NIK PLETIKOS,3699,SLO,30.0,45.0,32.0,(46.0),42.0,39.0,46.0,19.0,2.0,14.0,-,-,-,315.0,269.0
126,LYUBEN TENEKEDZHIEV,2974,BUL,44.0,43.0,(49.0),41.0,40.0,48.0,13.0,20.0,23.0,3.0,-,-,-,324.0,275.0
127,JOSE GUTIERREZ,2323,VEN,47.0,14.0,48.0,19.0,40.0,47.0,26.0,(56.0),17.0,17.0,-,-,-,331.0,275.0
128,GERALD WILLIAMS,1646,TPE,45.0,38.0,45.0,35.0,34.0,26.0,5.0,17.0,37.0,(56.0),-,-,-,338.0,282.0
129,ERIC MALACH,1326,,46.0,39.0,15.0,43.0,45.0,(51.0),18.0,28.0,22.0,26.0,-,-,-,333.0,282.0
130,JEREMY MOUTOUT,2181,MON,40.0,43.0,38.0,32.0,38.0,40.0,9.0,(56.0),13.0,31.0,-,-,-,340.0,284.0
131,"MARSHALL , MCCANN",3212,,42.0,34.0,37.0,34.0,47.0,23.0,31.0,(56.0),22.0,18.0,-,-,-,344.0,288.0
132,MALIK HOOD,3032,,51.0,47.0,47.0,(56.0),37.0,30.0,8.0,56.0,8.0,7.0,-,-,-,347.0,291.0
133,TOMAS PIRES DE LIMA,4881,POR,35.0,34.0,48.0,37.0,33.0,42.0,10.0,11.0,42.0,(56.0),-,-,-,348.0,292.0
134,ALEKSI TAPPER,100,FIN,26.0,31.0,41.0,42.0,40.0,43.0,21.0,(56.0),25.0,24.0,-,-,-,349.0,293.0
135,VALERIY KUDRYASHOV,4974,UKR,27.0,(48.0),34.0,44.0,44.0,37.0,37.0,27.0,30.0,16.0,-,-,-,344.0,296.0
136,NICOLAS ROLAZ,3681,SUI,47.0,40.0,22.0,31.0,42.0,42.0,35.0,(56.0),20.0,19.0,-,-,-,354.0,298.0
137,LUC CHEVRIER,2895,LCA,37.0,(49.0),39.0,38.0,44.0,48.0,19.0,5.0,40.0,29.0,-,-,-,348.0,299.0
138,NOOA HENRIK LAUKKANEN,3752,,49.0,48.0,23.0,39.0,19.0,31.0,34.0,(56.0),32.0,24.0,-,-,-,355.0,299.0
139,MARTIS PAJARSKAS,3255,LTU,41.0,52.0,43.0,53.0,28.0,28.0,4.0,25.0,26.0,(56.0),-,-,-,356.0,300.0
140,MEHMET DURAN DINC,3414,TUR,46.0,46.0,20.0,38.0,25.0,(56.0),24.0,23.0,33.0,56.0,-,-,-,367.0,311.0
141,AO HIGUCHI,349,JPN,44.0,51.0,49.0,40.0,46.0,6.0,15.0,8.0,53.0,(56.0),-,-,-,368.0,312.0
142,SCOTT RASMUSSEN,4395,,53.0,(56.0),53.0,51.0,24.0,46.0,36.0,15.0,7.0,28.0,-,-,-,369.0,313.0
143,GIOVANNI SACCOMANI,1681,,51.0,41.0,44.0,(53.0),27.0,49.0,44.0,13.0,24.0,20.0,-,-,-,366.0,313.0
144,CHUSITT PUNJAMALA,898,THA,37.0,41.0,47.0,(56.0),49.0,47.0,2.0,56.0,28.0,13.0,-,-,-,376.0,320.0
145,MALCOLM BENN SMITH,3028,BER,48.0,(52.0),42.0,47.0,43.0,49.0,25.0,16.0,15.0,37.0,-,-,-,374.0,322.0
146,RODNEY GOVINDEN,4183,SEY,26.0,37.0,53.0,35.0,42.0,47.0,20.0,21.0,50.0,(56.0),-,-,-,387.0,331.0
147,JUAN IGNACIO PEREZ SOLTERO,2363,MEX,33.0,50.0,50.0,33.0,30.0,46.0,43.0,(56.0),31.0,39.0,-,-,-,411.0,355.0
148,NORMAN STRUTHERS,3763,CAN,54.0,36.0,41.0,42.0,52.0,46.0,41.0,(56.0),18.0,26.0,-,-,-,412.0,356.0
149,TARKAN BOLAT,4693,,(54.0),53.0,52.0,50.0,52.0,50.0,33.0,33.0,1.0,34.0,-,-,-,412.0,358.0
150,SIGURD TVEIT,4472,,44.0,47.0,25.0,46.0,(56.0),38.0,42.0,10.0,51.0,56.0,-,-,-,415.0,359.0
151,ALEC CVINAR,85,CRO,47.0,50.0,48.0,45.0,34.0,39.0,47.0,32.0,27.0,(56.0),-,-,-,425.0,369.0
152,IVO TODOROV,2033,,50.0,(53.0),46.0,32.0,48.0,50.0,39.0,37.0,44.0,27.0,-,-,-,426.0,373.0
153,TIJN VAN DER GULIK,4797,,53.0,41.0,49.0,21.0,50.0,44.0,(56.0),36.0,47.0,35.0,-,-,-,432.0,376.0
154,LUCAS BUENO,2903,,53.0,49.0,52.0,47.0,(55.0),51.0,29.0,31.0,35.0,32.0,-,-,-,434.0,379.0
155,ARTHUR BAUDET,384,SUI,43.0,51.0,38.0,51.0,53.0,48.0,23.0,(56.0),48.0,30.0,-,-,-,441.0,385.0
156,RICARDS TOMS ZVILNA,4143,,46.0,(54.0),51.0,48.0,47.0,53.0,49.0,24.0,41.0,33.0,-,-,-,446.0,392.0
157,WALEED AL SHARSHANI,5080,QAT,51.0,54.0,52.0,45.0,53.0,34.0,14.0,(56.0),43.0,56.0,-,-,-,458.0,402.0
158,BENJAMIN PRIKRYL,517,,42.0,54.0,43.0,50.0,51.0,52.0,38.0,29.0,45.0,(56.0),-,-,-,460.0,404.0
159,GIACOMO MUSONE,1657,ITA,36.0,38.0,51.0,48.0,23.0,43.0,(56.0),56.0,56.0,56.0,-,-,-,463.0,407.0
160,ILIJA MARKOVIC,1983,MNE,52.0,50.0,55.0,48.0,46.0,51.0,50.0,(56.0),3.0,56.0,-,-,-,467.0,411.0
161,SCOTT GITTENS,4394,,(53.0),51.0,53.0,52.0,53.0,53.0,45.0,30.0,49.0,37.0,-,-,-,476.0,423.0
162,MICHAL ANDEL,3456,SVK,(56.0),55.0,41.0,54.0,50.0,54.0,52.0,34.0,52.0,41.0,-,-,-,489.0,433.0
163,KAZUSHI MIYATA,2521,JPN,(55.0),52.0,54.0,54.0,54.0,54.0,51.0,35.0,46.0,40.0,-,-,-,495.0,440.0
164,PATRIK MELIS,3900,SVK,55.0,53.0,50.0,52.0,54.0,52.0,48.0,(56.0),38.0,38.0,-,-,-,496.0,440.0
165,ALEXIS GAYET,141,,55.0,(56.0),55.0,56.0,56.0,56.0,53.0,38.0,54.0,56.0,-,-,-,535.0,479.0
