Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,8,9,F,Q,10,11,12,13,14,15,16,17,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,SQ,10Q,11Q,12Q,13Q,14Q,15Q,16Q,17Q,18Q,19Q,20Q,SMQ,M/F5Q,Total,Nett
9,FINN LYNCH,1474,IRL,8.0,4.0,6.0,8.0,5.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,(52.0),12.0,21.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.0,147.0,95.0
9,MARTA MAGGETTI,3215,ITA,-,-,-,-,-,-,-,-,-,8.0,,-,-,-,-,-,-,-,-,13.0,(21.0),9.0,7.0,(25.0),4.0,8.0,4.0,4.0,,2.0,(23.0),5.0,1.0,13.0,1.0,19.0,5.0,2.0,(37.0),15.0,-,-,218.0,112.0
9,ADAM KEATON,14,USA,23.0,18.0,17.0,30.0,20.0,12.0,13.0,23.0,19.5,-,-,19.5,19.5,19.5,-,-,-,-,-,2.0,6.0,8.0,11.0,7.0,9.0,20.0,29.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,326.0,244.0
9,LOUIS PIGNOLET,2882,FRA,-,-,-,-,-,-,-,-,-,6.0,,-,-,-,-,-,-,-,-,5.0,11.0,3.0,3.0,2.0,9.0,(22.0),9.0,(25.0),-,5.0,2.0,6.0,18.0,17.0,(25.0),13.0,22.0,(48.0),11.0,-,,-,256.0,136.0
9,NELL DE ZAHAM,3633,FRA,10.0,22.0,15.0,14.0,10.0,12.0,12.0,19.0,8.0,-,-,13.0,12.0,12.0,-,-,-,-,-,8.0,16.0,15.0,8.0,23.0,14.0,20.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,264.0,199.0
9,CATALINA TURIENZO,781,ARG,16.0,13.0,15.0,27.0,11.0,14.0,13.0,15.0,10.0,-,-,12.0,13.0,-,-,-,-,-,-,23.0,6.0,1.0,27.0,5.0,27.0,16.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,266.0,185.0
10,ARTHUR LHEZ,389,FRA,14.0,13.0,22.0,9.0,23.0,7.0,10.0,10.0,10.0,-,-,9.0,10.0,10.0,-,-,-,-,-,9.0,18.0,18.0,17.0,12.0,7.0,16.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,275.0,199.0
10,"LARA VADLAU, LUKAS MAEHR",2683,AUT,4.0,12.0,3.0,10.0,5.0,16.0,8.0,15.0,11.0,-,-,6.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,106.0,90.0
10,NACHO BALTASAR SUMMERS,3588,ESP,-,-,-,-,-,-,-,-,-,8.0,,-,-,-,-,-,-,-,-,5.0,(29.0),7.0,5.0,7.0,(16.0),12.0,3.0,3.0,-,9.0,(24.0),24.0,12.0,(29.0),3.0,11.0,10.0,14.0,20.0,-,,-,243.0,145.0
10,"JAMES PETERS, FYNN STERRITT",2107,GBR,9.0,16.0,2.0,4.0,8.0,6.0,8.0,14.0,5.0,-,-,13.0,16.0,4.0,5.0,13.0,24.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,183.0,159.0
10,JAN KOSZOWSKI,2116,POL,21.0,19.0,20.0,16.0,15.0,19.0,21.0,18.0,14.0,-,-,17.0,26.0,24.0,-,-,-,-,-,15.0,21.0,5.0,13.0,11.0,11.0,16.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,342.0,271.0
10,HANNAH SNELLGROVE,1794,GBR,8.0,2.0,10.0,22.0,1.0,33.0,6.0,23.0,3.0,-,-,28.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148.0,115.0
10,ANAIS MAI DESJARDINS,196,FRA,16.0,15.0,20.0,16.0,16.0,17.0,17.0,17.0,11.0,-,-,16.0,14.0,-,-,-,-,-,-,10.0,15.0,7.0,10.0,27.0,9.0,9.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,272.0,208.0
10,MAGGIE EILLEN PESCETTO,3002,ITA,6.0,5.0,14.0,2.0,4.0,9.0,8.0,9.0,13.0,-,-,2.0,5.0,-,-,-,-,-,-,13.0,8.0,9.0,12.0,6.0,9.0,8.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154.0,114.0
10,LUKE ELLIOTT,2961,AUS,1.0,2.0,5.0,10.0,18.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,18.0,(20.0),5.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0,121.0,101.0
10,MAKSYMILIAN ZAKOWSKI,3027,POL,9.0,6.0,3.0,4.0,6.0,4.0,3.0,2.0,6.0,-,-,8.0,10.0,5.0,-,-,-,-,-,20.0,2.0,23.0,21.0,11.0,12.0,10.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167.0,113.0
10,MAYA GYSLER,3389,NOR,-,-,-,-,-,-,-,-,-,8.0,,-,-,-,-,-,-,-,-,(31.0),7.0,17.0,1.0,5.0,7.0,8.0,(48.0),5.0,,6.0,(31.0),22.0,(46.0),18.0,5.0,5.0,14.0,20.0,23.0,3.0,-,-,322.0,166.0
10,"ALEKSANDRA MELZACKA, SANDRA JANKOWIAK",97,POL,2.0,5.0,6.0,3.0,4.0,16.0,12.0,9.0,11.0,-,-,16.0,16.0,14.0,9.0,13.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,158.0,142.0
11,MAXIME NOCHER,3377,FRA,6.0,3.0,5.0,5.0,3.0,9.0,8.0,3.0,3.0,-,-,7.0,3.0,2.0,-,-,-,-,-,16.0,9.0,24.0,13.0,16.0,8.0,16.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165.0,116.0
11,"AI YOSHIDA, YUGO YOSHIDA",50,JPN,1.0,21.0,2.0,4.0,12.0,29.0,5.0,3.0,30.0,-,-,17.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133.0,103.0
11,LEONIE MEYER,2762,GER,8.0,13.0,7.0,9.0,3.0,18.0,2.0,7.0,6.0,-,-,11.0,6.0,-,-,-,-,-,-,7.0,11.0,11.0,8.0,9.0,8.0,19.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,189.0,126.0
11,MINA MOBEKK,3502,NOR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,5.0,(13.0),5.0,5.0,3.0,(16.0),7.0,3.0,6.0,,9.0,19.0,18.0,13.0,31.0,25.0,6.0,6.0,5.0,(33.0),(37.0),-,-,265.0,166.0
11,DUKO BOS,1182,NED,11.0,14.0,15.0,10.0,2.0,(19.0),-,-,-,-,-,-,-,-,-,-,-,-,-,13.0,15.0,8.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,113.0,94.0
11,LUCAS FONSECA,2906,BRA,30.0,7.0,13.0,24.0,30.0,30.0,12.0,5.0,5.0,-,-,4.0,4.0,3.0,-,-,-,-,-,31.0,14.0,5.0,19.0,8.0,5.0,13.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,293.0,201.0
11,MARIT BOUWMEESTER,3179,NED,23.0,3.0,9.0,8.0,1.0,22.0,24.0,17.0,22.0,-,-,4.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147.0,123.0
11,PEDRO AFONSO RODRIGUES,3940,POR,21.0,30.0,16.0,16.0,24.0,20.0,14.0,23.0,30.0,-,-,19.0,23.0,23.0,-,-,-,-,-,10.0,4.0,32.0,23.0,2.0,21.0,12.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,367.0,275.0
11,LUCA DI TOMASSI,2897,ITA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,9.0,(41.0),11.0,1.0,6.0,9.0,4.0,4.0,(32.0),-,26.0,4.0,15.0,(54.0),(46.0),5.0,11.0,9.0,24.0,10.0,-,,-,321.0,148.0
11,"JIM COLLEY, SHAUN CONNOR",2217,AUS,7.0,9.0,9.0,4.0,15.0,7.0,6.0,5.0,6.0,-,-,25.0,23.0,8.0,7.0,15.0,23.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,183.0,158.0
11,MARINA VODISEK,3162,SLO,19.0,18.0,21.0,21.0,23.0,20.0,19.0,19.0,27.0,-,-,14.0,18.0,-,-,-,-,-,-,7.0,27.0,6.0,7.0,8.0,8.0,14.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,305.0,228.0
11,"STEPHANIE ROBLE, MAGGIE SHEA",4604,USA,5.0,7.0,13.0,15.0,6.0,10.0,10.0,21.0,3.0,-,-,20.0,2.0,8.0,15.0,10.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155.0,134.0
12,JAN MARCINIAK,2118,POL,8.0,10.0,4.0,5.0,3.0,5.0,5.0,10.0,9.0,-,-,14.0,7.0,6.0,-,-,-,-,-,19.0,20.0,11.0,11.0,10.0,13.0,11.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,185.0,132.0
12,FINN HAWKINS,1472,GBR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(23.0),17.0,1.0,5.0,6.0,6.0,16.0,1270.0,(23.0),-,27.0,(51.0),5.0,5.0,2.0,13.0,5.0,(29.0),29.0,9.0,-,,-,284.7,158.7
12,"KEANU PRETTNER, JAKOB FLACHBERGER",2523,AUT,8.0,9.0,4.0,13.0,9.0,13.0,9.0,17.0,16.0,-,-,19.0,9.0,18.0,6.0,11.0,8.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,182.0,163.0
12,ANNA MUNCH,298,DEN,17.0,6.0,24.0,1.0,11.0,16.0,4.0,27.0,13.0,-,-,19.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,151.0,124.0
12,TUVA OPPEDAL,4924,NOR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,9.0,(25.0),(21.0),19.0,17.0,3.0,5.0,7.0,7.0,,4.0,6.0,12.0,23.0,3.0,23.0,(26.0),4.0,11.0,15.0,(49.0),-,-,289.0,168.0
12,ELLA GEIGER,1259,GBR,18.0,17.0,19.0,17.0,18.0,21.0,20.0,20.0,14.0,-,-,20.0,19.0,-,-,-,-,-,-,12.0,11.0,10.0,12.0,11.0,11.0,12.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,309.0,241.0
12,"MALTE WINKEL, ANASTASIYA WINKEL",3040,GER,18.0,14.0,16.0,8.0,8.0,1.0,7.0,16.0,15.0,-,-,(32.0),1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,136.0,104.0
12,JONATAN VADNAI,2298,HUN,13.0,7.0,2.0,3.0,(52.0),2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0,10.0,25.0,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,150.0,98.0
12,"JO ALEH, MOLLY MEECH",2227,NZL,1.0,9.0,15.0,17.0,3.0,4.0,2.0,8.0,23.0,-,-,10.0,10.0,18.0,6.0,23.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,162.0,139.0
12,NEIL MARCELLINI,3630,USA,18.0,24.0,21.0,22.0,18.0,22.0,23.0,23.0,18.0,-,-,22.0,25.0,22.0,-,-,-,-,-,18.0,11.0,13.0,7.0,14.0,14.0,8.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,348.0,276.0
12,JAN VOSTER,2123,GER,16.0,13.0,10.0,11.0,16.0,11.0,16.0,16.0,11.0,-,-,11.0,12.0,9.0,-,-,-,-,-,31.0,20.0,31.0,7.0,16.0,13.0,10.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,291.0,213.0
12,JINGYUE CHEN,2223,CHN,7.0,4.0,18.0,7.0,6.0,7.0,8.0,27.0,2.0,-,-,3.0,27.0,-,-,-,-,-,-,5.0,6.0,8.0,11.0,12.0,21.0,7.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,212.0,132.0
13,ARTHUR BROWN,385,GBR,11.0,12.0,16.0,13.0,9.0,11.0,18.0,14.0,19.0,-,-,21.0,15.0,13.0,-,-,-,-,-,18.0,5.0,22.0,31.0,9.0,12.0,6.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,293.0,219.0
13,DENIS TARADIN,1091,CYP,6.0,6.0,12.0,30.0,30.0,30.0,6.0,4.0,5.0,-,-,3.0,7.0,8.0,-,-,-,-,-,5.0,15.0,17.0,5.0,8.0,3.0,5.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225.0,135.0
13,"MARLA BERGMANN, HANNA WILLE",3199,GER,21.0,4.0,17.0,10.0,11.0,12.0,4.0,5.0,2.0,-,-,24.0,4.0,(26.0),10.0,5.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169.0,143.0
13,MICHAL POLAK,3458,POL,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,5.0,13.0,13.0,9.0,4.0,12.0,(26.0),20.0,(37.0),-,7.0,10.0,12.0,9.0,14.0,17.0,(41.0),15.0,(60.0),7.0,-,,-,331.0,167.0
13,ELYSE AINSWORTH,1272,AUS,10.0,21.0,15.0,1.0,11.0,8.0,35.0,10.0,16.0,-,-,15.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163.0,128.0
13,JUAN MAEGLI,2365,GUA,6.0,10.0,5.0,(31.0),11.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,7.0,22.0,7.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,129.0,98.0
13,DANIELA PELEG,1036,ISR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,11.0,3.0,7.0,11.0,(49.0),16.0,(17.0),15.0,6.0,,16.0,9.0,6.0,10.0,12.0,(20.0),9.0,(30.0),16.0,7.0,17.0,-,-,287.0,171.0
13,MATHEO COGUIEC,3276,FRA,23.0,20.0,23.0,17.0,16.0,19.0,17.0,20.0,20.0,-,-,21.0,19.0,20.0,-,-,-,-,-,32.0,7.0,32.0,8.0,9.0,10.0,28.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,364.0,277.0
13,"JAKOB MEGGENDORFER, ANDREAS SPRANGER",2080,GER,7.0,17.0,5.0,1.0,11.0,19.0,2.0,12.0,4.0,-,-,24.0,17.0,9.0,20.0,7.0,25.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,190.0,165.0
13,"LUISE WANSER, PHILIPP AUTENRIETH",2938,GER,19.0,11.0,13.0,10.0,3.0,23.0,21.0,14.0,2.0,-,-,10.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0,106.0
13,MARIA DO SOCORRO REIS,3114,BRA,15.0,27.0,17.0,27.0,17.0,21.0,18.0,27.0,27.0,-,-,27.0,15.0,-,-,-,-,-,-,11.0,10.0,8.0,9.0,10.0,10.0,10.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,333.0,252.0
13,MADELEINE ANDERSON,2986,GBR,5.0,1.0,5.0,5.0,6.0,2.0,5.0,2.0,27.0,-,-,10.0,9.0,-,-,-,-,-,-,10.0,26.0,18.0,22.0,20.0,12.0,6.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,210.0,135.0
14,CHENXUE LIU,846,CHN,9.0,5.0,9.0,3.0,2.0,6.0,7.0,11.0,27.0,-,-,7.0,8.0,-,-,-,-,-,-,6.0,22.0,12.0,13.0,13.0,15.0,26.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,222.0,147.0
14,TAMAR STEINBERG,4674,ISR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,5.0,(13.0),5.0,3.0,3.0,5.0,4.0,2.0,3.0,,(31.0),14.0,26.0,19.0,14.0,39.0,8.0,17.0,(48.0),(49.0),11.0,-,-,319.0,178.0
14,THEO DE RAMECOURT,4734,FRA,21.0,5.0,14.0,8.0,8.0,5.0,5.0,16.0,4.0,-,-,3.0,2.0,5.0,-,-,-,-,-,18.0,26.0,9.0,8.0,6.0,18.0,14.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,202.0,137.0
14,"FREYA BLACK, SASKIA TIDEY",1569,GBR,9.0,12.0,1.0,5.0,19.0,22.0,12.0,15.0,5.0,-,-,4.0,12.0,5.0,14.0,24.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,175.0,151.0
14,"DIOGO COSTA, CAROLINA JOAO",1139,POR,19.0,11.0,10.0,15.0,9.0,3.0,10.0,5.0,5.0,-,-,19.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128.0,106.0
14,MALO QUERNEC,3038,FRA,13.0,10.0,7.0,11.0,20.0,13.0,20.0,13.0,17.0,-,-,30.0,20.0,17.0,-,-,-,-,-,31.0,6.0,26.0,9.0,14.0,3.0,14.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,313.0,226.0
14,RADOSLAW FURMANSKI,4084,POL,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,1.0,7.0,15.0,7.0,(20.0),14.0,12.0,(60.0),20.0,-,(33.0),(43.0),22.0,1.0,20.0,11.0,9.0,12.0,22.0,5.0,-,,-,334.0,178.0
14,LOUISE CERVERA,2886,FRA,22.0,9.0,3.0,9.0,4.0,21.0,9.0,20.0,25.0,-,-,7.0,40.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169.0,129.0
14,NIK AARON WILLIM,3698,GER,19.0,4.0,10.0,7.0,5.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,(52.0),27.0,4.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,150.0,98.0
14,ANGELO SOLI,281,ITA,24.0,23.0,20.0,24.0,22.0,23.0,23.0,15.0,23.0,-,-,20.0,23.0,25.0,-,-,-,-,-,8.0,14.0,3.0,19.0,32.0,6.0,5.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,360.0,279.0
14,"HERNAN UMPIERRE, FERNANDO DIZ",1888,URU,1.0,13.0,6.0,9.0,14.0,2.0,(37.0),3.0,1.0,-,-,21.0,25.0,25.0,19.0,9.0,10.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,202.0,165.0
14,MARIE EVE MAYRAND,3143,CAN,17.0,19.0,27.0,17.0,19.0,19.0,20.0,16.0,16.0,-,-,15.0,18.0,-,-,-,-,-,-,15.0,13.0,15.0,15.0,14.0,19.0,15.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,321.0,255.0
15,CARLOS ESPI,739,ESP,24.0,16.0,20.0,20.0,21.0,24.0,30.0,18.0,21.0,-,-,19.0,22.0,22.0,-,-,-,-,-,13.0,23.0,12.0,16.0,6.0,15.0,11.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,364.0,286.0
15,LOLA SORIN,2866,FRA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(21.0),9.0,3.0,17.0,(41.0),18.0,6.0,16.0,9.0,,8.0,11.0,13.0,17.0,(22.0),6.0,14.0,15.0,18.0,(21.0),3.0,-,-,288.0,183.0
15,VASILEIA KARACHALIOU,4996,POR,6.0,8.0,12.0,2.0,25.0,5.0,5.0,24.0,17.0,-,-,34.0,36.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,174.0,138.0
15,"ISAAC MCHARDIE, WILLIAM MCKENZIE",2005,NZL,1.0,14.0,19.0,14.0,11.0,4.0,6.0,4.0,13.0,-,-,4.0,11.0,6.0,24.0,25.0,21.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,192.0,167.0
15,GEORGE GAUTREY,1634,NZL,3.0,19.0,3.0,18.0,6.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,14.0,11.0,(52.0),20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,151.0,99.0
15,PIOTR SZYMIEC,4037,POL,16.0,15.0,17.0,11.0,11.0,14.0,17.0,21.0,11.0,-,-,15.0,15.0,15.0,-,-,-,-,-,17.0,26.0,17.0,10.0,13.0,15.0,15.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,296.0,232.0
15,GISELA PULIDO BORRELL,1684,ESP,9.0,10.0,9.0,27.0,7.0,11.0,10.0,27.0,4.0,-,-,6.0,7.0,-,-,-,-,-,-,15.0,14.0,5.0,23.0,11.0,11.0,9.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225.0,148.0
15,HUIG JAN TAK,1940,NED,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,9.0,5.0,11.0,(41.0),3.0,3.0,9.0,1.0,(29.0),-,16.0,42.0,30.0,26.0,(54.0),11.0,1.0,3.0,11.0,(47.0),-,,-,352.0,181.0
15,"HELENE NAESS, MARIE RONNINGEN",1860,NOR,13.0,3.0,5.0,20.0,9.0,8.0,19.0,15.0,16.0,-,-,9.0,13.0,15.0,3.0,8.0,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180.0,156.0
15,"NIA JERWOOD, CONOR NICHOLAS",3644,AUS,13.0,6.0,15.0,13.0,10.0,24.0,29.0,4.0,18.0,-,-,3.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,140.0,111.0
15,LUCY BILGER,2924,NZL,21.0,20.0,22.0,16.0,16.0,20.0,22.0,15.0,27.0,-,-,21.0,27.0,-,-,-,-,-,-,17.0,12.0,12.0,14.0,12.0,12.0,13.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,332.0,256.0
15,SAMUEL ABEN,4300,NED,30.0,11.0,7.0,30.0,5.0,2.0,7.0,18.0,6.0,-,-,7.0,8.0,7.0,-,-,-,-,-,10.0,8.0,13.0,19.0,5.0,6.0,18.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,226.0,147.0
16,"GIACOMO FERRARI, ALESSANDRA DUBBINI",1656,ITA,10.0,7.0,6.0,24.0,1.0,18.0,3.0,27.0,13.0,-,-,22.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142.0,115.0
16,KIKO PEIRO,2562,ESP,20.0,22.0,22.0,20.0,22.0,22.0,18.0,20.0,17.0,-,-,23.0,20.0,21.0,-,-,-,-,-,12.0,16.0,10.0,15.0,8.0,16.0,10.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,353.0,286.0
16,DOR ZARKA,1173,ISR,5.0,4.0,30.0,7.0,13.0,3.0,21.0,8.0,3.0,-,-,2.0,4.0,3.0,-,-,-,-,-,8.0,11.0,15.0,14.0,15.0,16.0,19.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,220.0,150.0
16,EDUARDO MARQUES,1204,POR,(29.0),6.0,6.0,6.0,14.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,21.0,7.0,10.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,128.0,99.0
16,"IAN BARROWS, HANS HENKEN",1956,USA,8.0,1.0,(37.0),6.0,6.0,8.0,29.0,10.0,14.0,-,-,9.0,21.0,14.0,2.0,24.0,17.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,212.0,175.0
16,ALINA KORNELLI,159,AUT,3.0,6.0,2.0,7.0,9.0,15.0,9.0,6.0,4.0,-,-,27.0,6.0,-,-,-,-,-,-,16.0,10.0,14.0,16.0,15.0,26.0,11.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,218.0,149.0
16,TOMAS PIRES DE LIMA,4881,POR,26.0,16.0,11.0,15.0,15.0,16.0,10.0,14.0,19.0,-,-,15.8,15.8,15.8,-,-,-,-,-,10.0,27.0,19.0,21.0,11.0,11.0,12.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,307.4,233.4
16,ADELAIDA MARQUENIE ROCA,16,ESP,17.0,15.0,16.0,22.0,18.0,18.0,19.0,14.0,27.0,-,-,27.0,27.0,-,-,-,-,-,-,13.0,27.0,17.0,16.0,13.0,13.0,11.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,344.0,263.0
16,"JOHANNE SCHMIDT, ANDREA SCHMIDT",2268,DEN,19.0,16.0,2.0,11.0,2.0,14.0,5.0,17.0,13.0,-,-,23.0,3.0,10.0,11.0,18.0,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,189.0,164.0
16,MAYA MORRIS,3391,ISR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,11.0,5.0,9.0,15.0,3.0,10.0,12.0,(23.0),(18.0),,12.0,12.0,21.0,(30.0),2.0,19.0,(22.0),16.0,17.0,9.0,11.0,-,-,277.0,184.0
16,ADRIEN MESTRE,26,FRA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(15.0),9.0,3.0,1.0,(15.0),4.0,5.0,5.0,8.0,-,20.0,35.0,(53.0),16.0,27.0,1.0,25.0,17.0,9.0,(37.0),-,,-,305.0,185.0
16,MATILDA NICHOLLS,3307,GBR,12.0,6.0,6.0,8.0,7.0,9.0,32.0,25.0,34.0,-,-,26.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,176.0,142.0
17,EMILY BUGEJA,1296,CAN,19.0,18.0,21.0,19.0,22.0,22.0,21.0,18.0,27.0,-,-,27.0,27.0,-,-,-,-,-,-,19.0,14.0,11.0,27.0,17.0,15.0,23.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,382.0,301.0
17,DVIR AZULAY,1187,ISR,10.0,5.0,6.0,30.0,11.0,13.0,26.0,6.0,16.0,-,-,30.0,16.0,16.0,-,-,-,-,-,4.0,3.0,3.0,14.0,31.0,31.0,31.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,333.0,241.0
