Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,8,9,F,Q,10,11,12,13,14,15,16,17,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,SQ,10Q,11Q,12Q,13Q,14Q,15Q,16Q,17Q,18Q,19Q,20Q,SMQ,M/F5Q,Total,Nett
35,BENJAMIN VADNAI,520,HUN,15.0,22.0,15.0,7.0,30.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,(35.0),23.0,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,210.0,175.0
35,GABRIELLA KIDD,1597,BRA,41.0,24.0,21.0,21.0,19.0,12.0,40.0,1.0,41.0,-,-,31.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,282.0,241.0
35,ANDY  BROWN,271,GBR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,13.0,9.0,15.0,7.0,21.0,(60.0),(60.0),46.0,7.0,-,8.0,32.0,(41.0),25.0,25.0,13.0,23.0,24.0,(36.0),22.0,-,,-,487.0,290.0
35,LAERKE BUHL-HANSEN,2664,DEN,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,35.0,(43.0),(49.0),31.0,9.0,17.0,10.0,8.0,10.0,,14.0,(44.0),33.0,18.0,(46.0),34.0,30.0,39.0,10.0,9.0,33.0,-,-,522.0,340.0
36,ECEM GUZEL,1198,TUR,14.0,20.0,24.0,7.0,32.0,46.0,7.0,32.0,28.0,-,-,41.0,38.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,289.0,243.0
36,"VALADE LOMANE, JULIEN BUNEL",4959,FRA,14.0,15.0,14.0,11.0,(32.0),6.0,13.0,3.0,(31.0),-,-,5.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148.0,116.0
36,INGRID PUUSTA,1993,EST,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,23.0,21.0,23.0,7.0,(27.0),15.0,15.0,15.0,(26.0),,16.0,(38.0),25.0,(43.0),15.0,28.0,27.0,32.0,35.0,19.0,27.0,-,-,477.0,343.0
36,"SAKAI AKIRA, AYLSWORTH RUSSELL",4278,HKG,17.0,28.0,18.0,25.0,18.0,25.0,18.0,13.0,13.0,-,-,19.0,6.0,7.0,7.0,27.0,11.0,38.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,301.0,263.0
36,CHRISTOFFER SORLIE,887,NOR,4.0,7.0,2.0,16.0,24.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,(47.0),44.0,44.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,223.0,176.0
36,KUN BI,2647,CHN,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,3.0,3.0,3.0,19.0,(27.0),(22.0),18.0,10.0,14.0,-,41.0,(46.0),(60.0),17.0,6.0,15.0,41.0,30.0,41.0,36.0,-,,-,452.0,297.0
36,"KIMBERLY LIM, CECILIA LOW",2573,SGP,8.0,10.0,11.0,17.0,15.0,13.0,11.0,21.0,16.0,-,-,13.0,19.0,22.0,10.0,11.0,15.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,226.0,204.0
37,"ELLIOTT WELLS BILLY, VENNIS-OZANNE",1266,GBR,23.0,10.0,31.0,16.0,24.0,28.0,7.0,23.0,18.0,-,-,6.0,22.0,3.0,12.0,17.0,27.0,10.0,35.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,312.0,277.0
37,JOEL RODRIGUEZ PEREZ,2252,ESP,13.0,5.0,35.0,12.0,14.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,(40.0),32.0,27.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,216.0,176.0
37,LUCIE BELBEOCH,2918,FRA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,15.0,11.0,13.0,11.0,15.0,19.0,23.0,(32.0),(24.0),,22.0,(42.0),28.0,29.0,33.0,13.0,(37.0),37.0,28.0,13.0,37.0,-,-,482.0,347.0
37,"MELINA PAPPA, NIKOLAS GIOTOPOULOS",3420,GRE,11.0,18.0,16.0,14.0,18.0,24.0,7.0,12.0,5.0,-,-,11.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,141.0,117.0
37,YOAV COHEN,5225,ISR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,9.0,23.0,19.0,(29.0),16.0,6.0,25.0,(29.0),10.0,-,17.0,39.0,34.0,(56.0),30.0,11.0,15.0,33.0,12.0,(42.0),-,,-,455.0,299.0
37,ELENA OETLING RAMIREZ,1237,MEX,35.0,18.0,8.0,27.0,21.0,20.0,41.0,31.0,23.0,-,-,21.0,44.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,289.0,245.0
37,"CHEN SHASHA, WANG MENGTING",840,CHN,17.0,22.0,16.0,25.0,19.0,22.0,25.0,11.0,9.0,-,-,11.0,12.0,4.0,16.0,4.0,12.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,235.0,210.0
38,"DENIZ CINAR, LARA NALBANTOGLU",1095,TUR,16.0,19.0,19.0,22.0,21.0,5.0,20.0,9.0,1.0,-,-,7.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153.0,131.0
38,"JUUSO ROIHU, LASSE LINDELL",2442,FIN,14.0,17.0,25.0,13.0,24.0,15.0,31.0,16.0,32.0,-,-,25.0,13.0,28.0,1.0,25.0,17.0,22.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,321.0,289.0
38,SHAY KAKON,4452,ISR,3.0,22.0,17.0,29.0,8.0,34.0,44.0,33.0,29.0,-,-,45.0,35.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,299.0,254.0
38,"MINA FERGUSON, DERVLA DUGGAN",3500,AUS,11.0,9.0,24.0,18.0,12.0,24.0,15.0,19.0,12.0,-,-,19.0,14.0,8.0,9.0,12.0,17.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,238.0,214.0
38,FRANCISCO GUARAGNA RIGONAT,1529,ARG,3.0,8.0,17.0,15.0,(52.0),10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,19.0,33.0,37.0,42.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,236.0,184.0
38,TOMER VARDIMON,4897,ISR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,9.0,19.0,(21.0),9.0,20.0,(27.0),6.0,7.0,20.0,-,23.0,28.0,25.0,2.0,(44.0),35.0,41.0,(50.0),28.0,28.0,-,,-,442.0,300.0
38,JOHANNA HJERTBERG,2266,SWE,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(19.0),17.0,13.0,13.0,13.0,12.0,15.0,(29.0),5.0,,18.0,21.0,32.0,39.0,39.0,9.0,21.0,(48.0),48.0,(49.0),35.0,-,-,495.0,350.0
39,RYTIS JASIUNAS,4267,LTU,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,13.0,11.0,5.0,(19.0),(19.0),15.0,13.0,14.0,13.0,-,(60.0),12.0,40.0,48.0,53.0,23.0,19.0,8.0,(60.0),14.0,-,,-,459.0,301.0
39,EBRU BOLAT,1197,ROU,17.0,22.0,20.0,18.0,26.0,31.0,23.0,(52.0),40.0,-,-,14.0,43.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,306.0,254.0
39,"MARIA SOL BRANZ CRESPO, JULIA PANTIN",3130,ARG,16.0,15.0,17.0,13.0,18.0,11.0,14.0,24.0,(27.0),-,-,8.0,8.0,16.0,11.0,22.0,8.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,248.0,221.0
39,ILIJA MARKOVIC,1983,MNE,18.0,18.0,24.0,11.0,7.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,44.0,30.0,16.0,(47.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,233.0,186.0
39,"WILLIAM JONES, JUSTIN BARNES",5143,CAN,20.0,29.0,20.0,18.0,17.0,23.0,10.0,19.0,18.0,-,-,4.0,11.0,(22.0),21.0,32.0,33.0,11.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,327.0,294.0
39,KWAN CHING MA,2656,HKG,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,15.0,13.0,(49.0),17.0,21.0,21.0,22.0,18.0,(48.0),,10.0,22.0,(45.0),(40.0),24.0,32.0,33.0,34.0,25.0,25.0,31.0,-,-,545.0,363.0
39,"JULIANA DUQUE, RAFAEL MARTINS",2403,BRA,24.0,21.0,20.0,2.0,19.0,9.0,2.0,19.0,(31.0),-,-,1.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164.0,133.0
40,BARBORA SVIKOVA,449,CZE,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,21.0,23.0,11.0,(25.0),23.0,7.0,2.0,11.0,(48.0),,6.0,29.0,(43.0),37.0,(43.0),40.0,34.0,31.0,36.0,23.0,31.0,-,-,524.0,365.0
40,"KACPER PASZEK, IGA WIELCZYK",2445,POL,5.0,(32.0),19.0,24.0,20.0,4.0,18.0,11.0,11.0,-,-,8.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165.0,133.0
40,"MARIJA ANDELA DE MICHELI-VITTURI, MIHAELA ZJENA DE MICHELI-VITTURI",3152,CRO,20.0,21.0,25.0,11.0,20.0,18.0,22.0,11.0,6.0,-,-,5.0,21.0,19.0,(27.0),19.0,3.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,255.0,228.0
40,CAROLINA ALBANO,760,ITA,2.0,17.0,15.0,33.0,30.0,18.0,15.0,(52.0),44.0,-,-,35.0,47.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,308.0,256.0
40,LUKE RUITENBERG,2963,CAN,2.0,15.0,13.0,9.0,16.0,40.0,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,40.0,40.0,(48.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,247.0,199.0
40,"CAMPBELL STANTON, WILL SHAPLAND",711,NZL,30.0,13.0,29.0,17.0,20.0,25.0,22.0,20.0,12.0,-,-,14.0,17.0,31.0,20.0,18.0,12.0,19.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,335.0,304.0
40,PIERRE  LE COQ,4017,FRA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,21.0,17.0,15.0,13.0,16.0,(22.0),19.0,(23.0),10.0,-,15.0,(60.0),18.0,28.0,21.0,27.0,41.0,32.0,15.0,(48.0),-,,-,461.0,308.0
41,EMMA VIKTORIA MILLEND,1303,EST,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,9.0,7.0,17.0,9.0,7.0,24.0,19.0,(31.0),(48.0),,9.0,41.0,42.0,(45.0),44.0,(45.0),40.0,33.0,29.0,41.0,7.0,-,-,547.0,378.0
41,"CHARLIE LEIGH, RYAN ORR",819,GBR,6.0,24.0,(32.0),15.0,11.0,15.0,(31.0),5.0,12.0,-,-,12.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,171.0,139.0
41,NETHRA KUMANAN,3635,IND,30.0,19.0,22.0,30.0,2.0,36.0,19.0,40.0,33.0,-,-,27.0,39.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,297.0,257.0
41,JAKOB EKLUND,2076,FIN,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,19.0,7.0,13.0,11.0,(24.0),11.0,1720.0,11.0,(23.0),-,(40.0),40.0,(60.0),23.0,26.0,29.0,17.0,31.0,30.0,24.0,-,,-,456.2,309.2
41,"DON WHITCRAFT, DYLAN WHITCRAFT",1165,THA,28.0,20.0,17.0,22.0,29.0,29.0,14.0,28.0,10.0,-,-,17.0,12.0,12.0,9.0,(47.0),10.0,21.0,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,357.0,310.0
41,"ELEANOR KEERS, JESSICA JOBSON",1227,GBR,21.0,21.0,19.0,25.0,21.0,23.0,24.0,22.0,15.0,-,-,1.0,17.0,14.0,19.0,15.0,5.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,281.0,256.0
41,EWAN MCMAHON,1385,IRL,24.0,9.0,9.0,6.0,33.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,36.0,36.0,(41.0),29.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,240.0,199.0
42,RYAN LO,4257,SGP,19.0,30.0,21.0,1.0,8.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,37.0,(46.0),43.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,253.0,207.0
42,ONUR CAVIT BIRIZ,3826,TUR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,17.0,(23.0),11.0,19.0,17.0,7.0,5.0,(37.0),1.0,-,38.0,34.0,19.0,32.0,38.0,29.0,41.0,(46.0),34.0,(50.0),-,,-,498.0,342.0
42,MATILDA TALLURI,3308,ITA,28.0,28.0,18.0,34.0,4.0,(52.0),25.0,18.0,39.0,-,-,38.0,33.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,317.0,265.0
42,"NEUS BALLESTER, CARLOTA GARCIA",3638,ESP,24.0,23.0,21.0,22.0,21.0,10.0,17.0,22.0,13.0,-,-,17.0,2.0,20.0,15.0,16.0,22.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,288.0,264.0
42,"CORENTIN GOULON, TIMOTHEE DEPERY",953,FRA,25.0,15.0,8.0,10.0,33.0,27.0,13.0,25.0,30.0,-,-,34.0,2.0,(47.0),(47.0),5.0,3.0,15.0,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,363.0,316.0
42,SOFIA RENNA,4529,ITA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(29.0),15.0,1.0,21.0,15.0,9.0,14.0,(48.0),19.0,,27.0,16.0,36.0,44.0,6.0,41.0,38.0,(48.0),38.0,(49.0),45.0,-,-,559.0,385.0
42,"EFE TULCALI, DEFNE DANISMEND",1211,TUR,25.0,23.0,15.0,18.0,23.0,1.0,(31.0),6.0,6.0,-,-,14.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,171.0,140.0
43,JORGE ARANZUEQUE CAMPELLO,2317,ESP,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(27.0),15.0,17.0,7.0,9.0,15.0,(37.0),6.0,11.0,-,18.0,38.0,32.0,(49.0),28.0,35.0,31.0,(53.0),37.0,44.0,-,,-,509.0,343.0
43,"HELEN PAIS, HELEN AUSMAN",1852,EST,16.0,22.0,22.0,22.0,17.0,25.0,21.0,23.0,19.0,-,-,15.0,18.0,11.0,18.0,17.0,19.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,291.0,266.0
43,"CONRAD KONITZER, ANTONIO TORRADO MARTINEZ",944,ESP,27.0,31.0,23.0,34.0,17.0,17.0,13.0,22.0,16.0,-,-,(47.0),10.0,6.0,26.0,6.0,37.0,2.0,36.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,370.0,323.0
43,ANDREA TORRES FULLANA,237,ESP,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,7.0,15.0,(49.0),11.0,(29.0),23.0,25.0,21.0,17.0,,20.0,37.0,35.0,38.0,29.0,(42.0),18.0,42.0,(48.0),25.0,39.0,-,-,570.0,402.0
43,"ZOFIA KORSAK, MIKOLAJ BAZYLI",5289,POL,12.0,17.0,22.0,17.0,26.0,16.0,3.0,14.0,13.0,-,-,15.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167.0,141.0
43,ROOS WIND,4219,NED,29.0,25.0,10.0,12.0,35.0,25.0,34.0,42.0,38.0,-,-,47.0,29.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,326.0,279.0
43,LEOPOLDO BARRETO HASCHKE,2766,ESP,10.0,25.0,14.0,18.0,10.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,(50.0),42.0,49.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,257.0,207.0
44,"SAKI MATSUNAE, ERI HATAYAMA",4281,JPN,(27.0),(27.0),25.0,20.0,24.0,19.0,21.0,17.0,21.0,-,-,21.0,16.0,13.0,17.0,18.0,11.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,310.0,283.0
44,ZHEN HUANG,5272,CHN,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,1.0,1.0,21.0,11.0,34.0,(36.0),22.0,27.0,(35.0),-,(47.0),29.0,29.0,41.0,15.0,33.0,41.0,26.0,39.0,(55.0),-,,-,543.0,370.0
44,FORD MCCANN,1510,USA,26.0,17.0,14.0,(52.0),4.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,37.0,31.0,52.0,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,261.0,209.0
44,MANON PIANAZZA,3059,FRA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,9.0,(27.0),9.0,11.0,23.0,48.0,18.0,13.0,21.0,,(28.0),(43.0),39.0,41.0,17.0,22.0,42.0,40.0,(48.0),19.0,41.0,-,-,559.0,413.0
44,"NIKOLE BARNES, TED MCDONOUGH",3714,USA,13.0,20.0,20.0,(32.0),22.0,7.0,14.0,1.0,15.0,-,-,10.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,181.0,149.0
44,"POL MARSANS BALCELLS, JOSE MANUEL RUIZ IBANEZ",4050,ESP,15.0,11.0,26.0,28.0,29.0,29.0,23.0,29.0,25.0,-,-,23.0,33.0,14.0,3.0,34.0,14.0,24.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,365.0,331.0
44,WIKTORIA GOLEBIOWSKA,5124,POL,9.0,36.0,29.0,17.0,6.0,43.0,39.0,34.0,46.0,-,-,24.0,49.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,332.0,283.0
45,"HONG WEI, LV HONGMING",1913,CHN,28.0,27.0,27.0,30.0,23.0,26.0,5.0,26.0,7.0,-,-,20.0,5.0,17.0,34.0,10.0,40.0,27.0,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,380.0,340.0
45,"JOSEPHINE P W FREDERIKSEN, LAURA STEENSTRUP ZEEBERG",2342,DEN,23.0,(27.0),24.0,23.0,23.0,24.0,22.0,19.0,17.0,-,-,7.0,22.0,21.0,13.0,14.0,23.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,319.0,292.0
45,CLARA GRAVELY,908,CAN,22.0,14.0,14.0,9.0,32.0,17.0,48.0,47.0,42.0,-,-,40.0,46.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,331.0,283.0
45,DANIEL WHITELEY,1034,GBR,10.0,9.0,7.0,22.0,(52.0),24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,52.0,46.0,26.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,267.0,215.0
45,NATASA LAPPA,3611,CYP,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(29.0),(25.0),11.0,13.0,11.0,14.0,24.0,16.0,23.0,,12.0,39.0,41.0,31.0,41.0,33.0,(46.0),38.0,37.0,(49.0),41.0,-,-,574.0,425.0
45,NIKLAS LILLELUND,3705,DEN,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,3.0,3.0,5.0,13.0,21.0,(24.0),17.0,17.0,(40.0),-,37.0,52.0,52.0,34.0,33.0,9.0,41.0,(56.0),38.0,(54.0),-,,-,549.0,375.0
45,"HAYDN SEWELL, FAYE CHATTERTON",1834,GBR,16.0,16.0,21.0,18.0,13.0,19.0,23.0,18.0,10.0,-,-,13.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177.0,154.0
46,TAEHOON LEE,4663,KOR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,17.0,7.0,11.0,7.0,(45.0),18.0,34.0,(41.0),22.0,-,43.0,(48.0),(50.0),21.0,45.0,33.0,41.0,28.0,35.0,17.0,-,,-,563.0,379.0
46,CRISTINA PUJOL BAJO,982,ESP,33.0,23.0,26.0,15.0,18.0,32.0,29.0,(52.0),48.0,-,-,32.0,50.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,358.0,306.0
46,"KATHARINA SCHWACHHOFER, ELENA STOLTZE",2506,GER,15.0,20.0,12.0,9.0,13.0,20.0,18.0,3.0,(27.0),-,-,(27.0),(27.0),(27.0),(27.0),(27.0),(27.0),(27.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,326.0,299.0
46,"JOSHUA RICHNER, NILO SCHARER",2350,SUI,23.0,19.0,22.0,32.0,9.0,16.0,16.0,18.0,30.0,-,-,5.0,30.0,(47.0),14.0,11.0,30.0,(47.0),20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,389.0,342.0
46,"AGNIESZKA PAWLOWSKA, BARTEK SZLIJA",35,POL,27.0,14.0,17.0,23.0,20.0,11.0,9.0,23.0,4.0,-,-,23.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,190.0,163.0
46,MARSHALL MCCANN,3213,USA,7.0,33.0,12.0,17.0,21.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,32.0,(39.0),34.0,38.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,255.0,216.0
46,MERVE VATAN,3432,TUR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,13.0,17.0,3.0,(49.0),17.0,22.0,20.0,(48.0),16.0,,26.0,(48.0),34.0,32.0,26.0,37.0,45.0,41.0,39.0,45.0,(49.0),-,-,627.0,433.0
47,"ZOFIA BURSKA, SARA TKADLECOVA",5287,CZE,15.0,19.0,10.0,21.0,25.0,21.0,20.0,23.0,(27.0),-,-,22.0,15.0,15.0,(27.0),20.0,(27.0),(27.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,334.0,307.0
47,MANOLO MODENA,3051,ITA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,19.0,7.0,9.0,17.0,23.0,(30.0),14.0,21.0,(30.0),-,(55.0),(50.0),35.0,44.0,48.0,15.0,21.0,44.0,44.0,19.0,-,,-,545.0,380.0
47,FACUNDO OLEZZA,1400,ARG,12.0,(52.0),12.0,3.0,13.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,34.0,52.0,33.0,37.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,270.0,218.0
47,GIORGIA DELLA VALLE,1673,ITA,29.0,12.0,12.0,29.0,34.0,37.0,42.0,45.0,35.0,-,-,48.0,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,355.0,307.0
47,"CARL EMIL SLOTH, SIMON CHRISTOFFERSEN",730,DEN,30.0,28.0,25.0,27.0,14.0,32.0,3.0,24.0,28.0,-,-,29.0,20.0,10.0,16.0,26.0,35.0,25.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,387.0,352.0
47,"BELEN TAVELLA, JOAQUIN TARASIDO",489,ARG,12.0,22.0,23.0,21.0,15.0,(31.0),10.0,21.0,18.0,-,-,16.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,196.0,165.0
47,ODA SVERRE,3775,NOR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,25.0,(41.0),31.0,(39.0),35.0,6.0,16.0,19.0,12.0,,17.0,46.0,46.0,(48.0),48.0,48.0,32.0,43.0,34.0,(49.0),29.0,-,-,664.0,487.0
48,QIANFAN JIANG,4080,CHN,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(33.0),23.0,15.0,15.0,22.0,33.0,21.0,(35.0),4.0,-,(50.0),23.0,37.0,(51.0),42.0,25.0,15.0,40.0,50.0,18.0,-,,-,552.0,383.0
48,"SHINGEN FURUYA, AKIRA TAKAYANAGI",4460,JPN,15.0,32.0,24.0,23.0,21.0,20.0,26.0,5.0,20.0,-,-,(47.0),32.0,36.0,15.0,15.0,25.0,13.0,34.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,403.0,356.0
48,"PAULA VAN WIERINGEN MASSANET, CLAUDIA SOBRAL LUSQUINOS",3921,ESP,12.0,16.0,20.0,24.0,22.0,23.0,23.0,25.0,20.0,-,-,(27.0),7.0,(27.0),(27.0),(27.0),20.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,342.0,315.0
48,"HEDVIG LILJEGREN, HUGO LILJEGREN",1846,SWE,20.0,17.0,26.0,22.0,24.0,3.0,5.0,20.0,16.0,-,-,22.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,195.0,169.0
