Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,14Q,15Q,16Q,17Q,18Q,Total,Nett
54,"HANNES WESTBERG, ALBIN BOMAN",1801,SWE,31.0,31.0,10.0,19.0,18.0,17.0,14.0,1.0,9.0,27.0,(33.0),14.0,12.0,5.0,25.0,28.0,-,31.0,31.0,10.0,19.0,18.0,17.0,14.0,1.0,9.0,27.0,(33.0),14.0,12.0,5.0,25.0,28.0,-,-,294.0,261.0
54,NAOKO KEMMOKU,3607,JPN,44.0,52.0,53.0,(57.0),(57.0),-,-,-,-,-,-,-,-,-,-,-,-,53.0,51.0,57.0,57.0,38.0,45.0,-,-,-,-,-,-,-,-,-,-,-,-,564.0,450.0
54,"TAMARA ECHEGOYEN, PAULA BARCELO",4678,ESP,22.0,26.0,8.0,2.0,22.0,11.0,7.0,23.0,(37.0),37.0,37.0,37.0,37.0,37.0,37.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,380.0,343.0
54,STEPHANIE DEVAUX-LOVELL,4600,LCA,8.0,(38.0),16.0,38.0,24.0,-,-,-,-,-,-,-,-,-,-,-,-,(57.0),34.0,54.0,49.0,38.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,374.0,279.0
55,"KAMONCHANOK KLAHAN, NICHAPA WAIWAI",2465,,28.0,24.0,30.0,28.0,19.0,21.0,28.0,11.0,26.0,29.0,33.0,26.0,30.0,22.0,(37.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,392.0,355.0
55,JULIA BUESSELBERG,2382,GER,4.0,26.0,(36.0),34.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,32.0,(57.0),49.0,57.0,36.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,374.0,281.0
55,"SHINGEN FURUYA, SHINJI HACHIYAMA",4461,,7.0,16.0,21.0,5.0,2.0,8.0,23.0,12.0,25.0,24.0,20.0,9.0,(33.0),33.0,33.0,33.0,-,7.0,16.0,21.0,5.0,2.0,8.0,23.0,12.0,25.0,24.0,20.0,9.0,(33.0),33.0,33.0,33.0,-,-,304.0,271.0
55,MOEKA SUZUKI,3527,JPN,(55.0),50.0,50.0,51.0,52.0,-,-,-,-,-,-,-,-,-,-,-,-,52.0,50.0,48.0,(57.0),52.0,47.0,-,-,-,-,-,-,-,-,-,-,-,-,564.0,452.0
56,CLARA GRAVELY,908,CAN,(29.0),21.0,20.0,22.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,(53.0),40.0,31.0,46.0,53.0,38.0,-,-,-,-,-,-,-,-,-,-,-,-,369.0,287.0
56,"DIANA TUDELA, MARIA PIA VAN OORDT",1114,,29.0,29.0,29.0,27.0,27.0,16.0,27.0,12.0,9.0,27.0,28.0,31.0,33.0,(37.0),37.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,398.0,361.0
56,"YAN CHEKH, IVAN ZOTOV",5200,RUS,17.0,16.0,31.0,13.0,12.0,16.0,12.0,16.0,10.0,29.0,7.0,(33.0),24.0,21.0,28.0,24.0,-,17.0,16.0,31.0,13.0,12.0,16.0,12.0,16.0,10.0,29.0,7.0,(33.0),24.0,21.0,28.0,24.0,-,-,309.0,276.0
57,"SAMUEL BACON, HENRY GAUTREY",4303,,15.0,19.0,1.0,17.0,22.0,14.0,(31.0),5.0,29.0,28.0,28.0,18.0,28.0,28.0,30.0,26.0,-,15.0,19.0,1.0,17.0,22.0,14.0,(31.0),5.0,29.0,28.0,28.0,18.0,28.0,28.0,30.0,26.0,-,-,339.0,308.0
57,"SAKI MATSUNAE, YURI SAITO",4283,,30.0,23.0,16.0,22.0,29.0,29.0,32.0,26.0,31.0,21.0,26.0,24.0,16.0,(37.0),37.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,399.0,362.0
58,"GRISELDA KHNG, OLIVIA CHEN",1726,,5.0,32.0,12.0,32.0,21.0,17.0,7.0,29.0,(37.0),37.0,37.0,37.0,37.0,37.0,37.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,414.0,377.0
58,"KURT HANSEN, SIMON HOFFMAN",2651,,(22.0),12.0,13.0,15.0,18.0,19.0,17.0,21.0,20.0,1.0,1.0,2.0,13.0,1.0,6.0,17.0,-,(22.0),12.0,13.0,15.0,18.0,19.0,17.0,21.0,20.0,1.0,1.0,2.0,13.0,1.0,6.0,17.0,-,-,198.0,176.0
59,"CHLOE FISHER, ELEANOR GRIMSHAW",857,,28.0,17.0,25.0,26.0,28.0,29.0,29.0,18.0,27.0,31.0,31.0,28.0,32.0,30.0,(37.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,416.0,379.0
59,"DON WHITCRAFT, DYLAN WHITCRAFT",1165,THA,16.0,13.0,16.0,15.0,22.0,18.0,3.0,(24.0),24.0,9.0,8.0,5.0,16.0,9.0,3.0,1.0,-,16.0,13.0,16.0,15.0,22.0,18.0,3.0,(24.0),24.0,9.0,8.0,5.0,16.0,9.0,3.0,1.0,-,-,202.0,178.0
60,"ALEXANDER HEINZEMANN, JUSTIN BARNES",121,,6.0,12.0,20.0,19.0,31.0,25.0,20.0,20.0,26.0,3.0,2.0,1.0,2.0,(32.0),1.0,5.0,-,6.0,12.0,20.0,19.0,31.0,25.0,20.0,20.0,26.0,3.0,2.0,1.0,2.0,(32.0),1.0,5.0,-,-,225.0,193.0
60,"VERONIKA ZIVNA, KATERINA ZIVNA",5012,,31.0,28.0,29.0,25.0,30.0,30.0,27.0,30.0,30.0,30.0,29.0,14.0,29.0,29.0,(37.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,428.0,391.0
61,"WILLIAM JONES, EVAN DEPAUL",5142,,19.0,10.0,15.0,9.0,11.0,17.0,28.0,26.0,29.0,5.0,10.0,(32.0),4.0,12.0,2.0,9.0,-,19.0,10.0,15.0,9.0,11.0,17.0,28.0,26.0,29.0,5.0,10.0,(32.0),4.0,12.0,2.0,9.0,-,-,238.0,206.0
61,"SHASHA CHEN, NANA HU",4451,,24.0,22.0,31.0,28.0,32.0,32.0,32.0,32.0,(37.0),37.0,37.0,37.0,37.0,37.0,37.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,492.0,455.0
62,"AKIRA SAKAI, RUSSELL ALYSWORTH",60,,16.0,18.0,22.0,21.0,(31.0),25.0,27.0,19.0,12.0,2.0,3.0,4.0,12.0,10.0,14.0,3.0,-,16.0,18.0,22.0,21.0,(31.0),25.0,27.0,19.0,12.0,2.0,3.0,4.0,12.0,10.0,14.0,3.0,-,-,239.0,208.0
63,"WEI HONG, ZHIBO ZHOU",5104,,16.0,31.0,31.0,21.0,23.0,19.0,18.0,13.0,6.0,10.0,(32.0),9.0,3.0,7.0,7.0,7.0,-,16.0,31.0,31.0,21.0,23.0,19.0,18.0,13.0,6.0,10.0,(32.0),9.0,3.0,7.0,7.0,7.0,-,-,253.0,221.0
64,"THEO REVIL, TIMOTHEE DEPERY",4738,,17.0,21.0,3.0,14.0,17.0,21.0,19.0,22.0,15.0,12.0,17.0,(32.0),18.0,5.0,12.0,11.0,-,17.0,21.0,3.0,14.0,17.0,21.0,19.0,22.0,15.0,12.0,17.0,(32.0),18.0,5.0,12.0,11.0,-,-,256.0,224.0
65,"GANAPATHY KELAPANDA, VARUN THAKKAR",1606,,(25.0),20.0,23.0,23.0,20.0,10.0,15.0,25.0,22.0,8.0,9.0,22.0,10.0,4.0,16.0,2.0,-,(25.0),20.0,23.0,23.0,20.0,10.0,15.0,25.0,22.0,8.0,9.0,22.0,10.0,4.0,16.0,2.0,-,-,254.0,229.0
66,"OLIVER MANTON, JACK LLOYD",3807,,(27.0),17.0,23.0,22.0,21.0,16.0,9.0,21.0,20.0,15.0,6.0,6.0,20.0,20.0,10.0,10.0,-,(27.0),17.0,23.0,22.0,21.0,16.0,9.0,21.0,20.0,15.0,6.0,6.0,20.0,20.0,10.0,10.0,-,-,263.0,236.0
67,"AHMED AL HASANI, ABDULRAHMAN AL MASHARI",47,,23.0,25.0,25.0,(26.0),15.0,26.0,23.0,20.0,12.0,7.0,12.0,3.0,1.0,18.0,18.0,20.0,-,23.0,25.0,25.0,(26.0),15.0,26.0,23.0,20.0,12.0,7.0,12.0,3.0,1.0,18.0,18.0,20.0,-,-,274.0,248.0
68,"TOM FYFE, JAMES WILSON",4859,,(31.0),27.0,27.0,19.0,26.0,21.0,7.0,28.0,22.0,11.0,22.0,11.0,5.0,8.0,4.0,13.0,-,(31.0),27.0,27.0,19.0,26.0,21.0,7.0,28.0,22.0,11.0,22.0,11.0,5.0,8.0,4.0,13.0,-,-,282.0,251.0
69,"JUHO KOTIRANTA, ROBIN BERNER",2375,,(26.0),19.0,21.0,16.0,25.0,23.0,25.0,10.0,16.0,18.0,13.0,8.0,23.0,6.0,15.0,15.0,-,(26.0),19.0,21.0,16.0,25.0,23.0,25.0,10.0,16.0,18.0,13.0,8.0,23.0,6.0,15.0,15.0,-,-,279.0,253.0
70,"CAMPBELL STANTON, WILL SHAPLAND",711,NZL,20.0,22.0,25.0,24.0,23.0,21.0,(26.0),24.0,17.0,6.0,18.0,24.0,8.0,15.0,5.0,16.0,-,20.0,22.0,25.0,24.0,23.0,21.0,(26.0),24.0,17.0,6.0,18.0,24.0,8.0,15.0,5.0,16.0,-,-,294.0,268.0
71,"JOHN COOLEY, THOMAS CUNICH",2275,,19.0,20.0,29.0,21.0,16.0,14.0,25.0,11.0,24.0,14.0,4.0,21.0,15.0,(32.0),27.0,12.0,-,19.0,20.0,29.0,21.0,16.0,14.0,25.0,11.0,24.0,14.0,4.0,21.0,15.0,(32.0),27.0,12.0,-,-,304.0,272.0
72,"BENJI DANIEL, ALEX BURGER",521,,24.0,24.0,31.0,31.0,31.0,31.0,18.0,25.0,13.0,4.0,5.0,7.0,6.0,14.0,11.0,(32.0),-,24.0,24.0,31.0,31.0,31.0,31.0,18.0,25.0,13.0,4.0,5.0,7.0,6.0,14.0,11.0,(32.0),-,-,307.0,275.0
73,"SAM MORGAN, PAT MORGAN",4289,,21.0,25.0,24.0,(31.0),21.0,27.0,21.0,27.0,19.0,19.0,26.0,17.0,11.0,13.0,8.0,6.0,-,21.0,25.0,24.0,(31.0),21.0,27.0,21.0,27.0,19.0,19.0,26.0,17.0,11.0,13.0,8.0,6.0,-,-,316.0,285.0
74,"ZAIDING WEN, TAO ZHANG",5257,,(31.0),22.0,27.0,22.0,26.0,20.0,22.0,14.0,23.0,20.0,16.0,19.0,19.0,17.0,17.0,14.0,-,(31.0),22.0,27.0,22.0,26.0,20.0,22.0,14.0,23.0,20.0,16.0,19.0,19.0,17.0,17.0,14.0,-,-,329.0,298.0
75,"ZIHE LI, DIANJI LI",5279,,23.0,21.0,24.0,24.0,25.0,24.0,24.0,23.0,19.0,13.0,11.0,12.0,14.0,(32.0),20.0,22.0,-,23.0,21.0,24.0,24.0,25.0,24.0,24.0,23.0,19.0,13.0,11.0,12.0,14.0,(32.0),20.0,22.0,-,-,331.0,299.0
76,"LEWIS ANDERSON, REECE CAULFIELD",2778,,25.0,23.0,9.0,25.0,24.0,31.0,15.0,24.0,23.0,17.0,15.0,(32.0),7.0,22.0,23.0,21.0,-,25.0,23.0,9.0,25.0,24.0,31.0,15.0,24.0,23.0,17.0,15.0,(32.0),7.0,22.0,23.0,21.0,-,-,336.0,304.0
77,"NAEL GWENDAL, GAUTIER GUEVEL",3594,,27.0,23.0,17.0,23.0,(31.0),23.0,8.0,23.0,21.0,22.0,19.0,15.0,26.0,11.0,29.0,19.0,-,27.0,23.0,17.0,23.0,(31.0),23.0,8.0,23.0,21.0,22.0,19.0,15.0,26.0,11.0,29.0,19.0,-,-,337.0,306.0
78,"ANAND THAKUR, VISHAL THAKUR",202,,26.0,24.0,27.0,27.0,24.0,(28.0),22.0,28.0,25.0,27.0,14.0,23.0,24.0,2.0,9.0,8.0,-,26.0,24.0,27.0,27.0,24.0,(28.0),22.0,28.0,25.0,27.0,14.0,23.0,24.0,2.0,9.0,8.0,-,-,338.0,310.0
79,"XIN WANG, CHAO XIANG",5187,,24.0,31.0,20.0,25.0,20.0,25.0,2.0,17.0,21.0,23.0,7.0,(32.0),32.0,23.0,13.0,32.0,-,24.0,31.0,20.0,25.0,20.0,25.0,2.0,17.0,21.0,23.0,7.0,(32.0),32.0,23.0,13.0,32.0,-,-,347.0,315.0
80,"ENZO LOBRY, LOUIS RAYNAL",1321,,22.0,24.0,26.0,27.0,23.0,31.0,14.0,27.0,28.0,16.0,20.0,13.0,17.0,(32.0),26.0,4.0,-,22.0,24.0,26.0,27.0,23.0,31.0,14.0,27.0,28.0,16.0,20.0,13.0,17.0,(32.0),26.0,4.0,-,-,350.0,318.0
81,"SANDIP JAIN, MUNNA PANDIT",4316,,23.0,31.0,24.0,26.0,25.0,18.0,14.0,25.0,27.0,26.0,25.0,10.0,25.0,16.0,19.0,(32.0),-,23.0,31.0,24.0,26.0,25.0,18.0,14.0,25.0,27.0,26.0,25.0,10.0,25.0,16.0,19.0,(32.0),-,-,366.0,334.0
82,"MUSAB AL HADI, WALEED AL KINDI",3577,,18.0,15.0,23.0,22.0,14.0,15.0,11.0,11.0,27.0,(32.0),32.0,32.0,32.0,32.0,32.0,32.0,-,18.0,15.0,23.0,22.0,14.0,15.0,11.0,11.0,27.0,(32.0),32.0,32.0,32.0,32.0,32.0,32.0,-,-,380.0,348.0
83,"BEN PATERSON, SEAN PATERSON",494,,(31.0),31.0,28.0,28.0,24.0,27.0,20.0,26.0,25.0,28.0,24.0,18.0,21.0,24.0,22.0,18.0,-,(31.0),31.0,28.0,28.0,24.0,27.0,20.0,26.0,25.0,28.0,24.0,18.0,21.0,24.0,22.0,18.0,-,-,395.0,364.0
84,"BRIJRAJ VERMA, PANKAJ KUMAR",657,,27.0,31.0,26.0,25.0,26.0,29.0,28.0,18.0,28.0,24.0,23.0,14.0,22.0,21.0,28.0,(32.0),-,27.0,31.0,26.0,25.0,26.0,29.0,28.0,18.0,28.0,24.0,23.0,14.0,22.0,21.0,28.0,(32.0),-,-,402.0,370.0
85,"NARENDRA SINGH, SAKTHIVEL SEKAR",3608,,26.0,31.0,31.0,28.0,27.0,24.0,24.0,29.0,24.0,25.0,21.0,16.0,27.0,25.0,21.0,(32.0),-,26.0,31.0,31.0,28.0,27.0,24.0,24.0,29.0,24.0,25.0,21.0,16.0,27.0,25.0,21.0,(32.0),-,-,411.0,379.0
86,"KEVIN FISCHER, JAUVIN YANN",2548,,1.0,4.0,1.0,31.0,31.0,31.0,31.0,31.0,31.0,(32.0),32.0,32.0,32.0,32.0,32.0,32.0,-,1.0,4.0,1.0,31.0,31.0,31.0,31.0,31.0,31.0,(32.0),32.0,32.0,32.0,32.0,32.0,32.0,-,-,416.0,384.0
87,"JIAN XIANG, DAOKUN DENG",2207,,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,21.0,(32.0),25.0,9.0,3.0,24.0,32.0,-,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,21.0,(32.0),25.0,9.0,3.0,24.0,32.0,-,-,425.0,393.0
88,"CRAIG KEENAN, GAVIN NINNES",973,,28.0,31.0,25.0,31.0,31.0,17.0,27.0,27.0,28.0,29.0,27.0,20.0,28.0,19.0,25.0,(32.0),-,28.0,31.0,25.0,31.0,31.0,17.0,27.0,27.0,28.0,29.0,27.0,20.0,28.0,19.0,25.0,(32.0),-,-,425.0,393.0
