Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,8,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,14Q,15Q,16Q,Total,Nett
27,"JAMES PETERS, FYNN STERRITT",2107,GBR,-,-,-,-,-,-,-,-,20.0,(35.0),17.0,14.0,21.0,24.0,5.0,9.0,11.0,2.0,1.0,9.0,(26.0),-,-,-,194.0,133.0
27,CHRISTOPHER BARNARD,892,USA,6.0,(28.0),9.0,18.0,17.0,10.0,15.0,15.0,3.0,(56.0),11.0,43.0,28.0,54.0,-,-,-,-,-,-,-,-,-,-,313.0,229.0
27,KEERATI BUALONG,2524,THA,(48.0),41.0,39.0,44.0,45.0,(46.0),43.0,36.0,16.0,27.0,18.0,15.0,30.0,-,-,-,-,-,-,-,-,-,-,-,448.0,354.0
28,BRUNO FONTES,674,BRA,3.0,18.0,18.0,15.0,6.0,13.0,13.0,(26.0),27.0,39.0,(40.0),39.0,19.0,21.0,-,-,-,-,-,-,-,-,-,-,297.0,231.0
28,"LAURA SCHOFEGGER, ELSA LOVREK",2709,AUT,-,-,-,-,-,-,-,-,11.0,16.0,11.0,12.0,6.0,(22.0),19.0,11.0,2.0,9.0,5.0,(11.0),6.0,-,-,-,141.0,108.0
28,NETHRA KUMANAN,3635,IND,28.0,32.0,31.0,19.0,27.0,28.0,(34.0),-,29.0,(36.0),17.0,22.0,16.0,22.0,-,-,-,-,-,-,-,-,-,-,341.0,271.0
28,STEFANO MARCIA,4590,RSA,40.0,45.0,38.0,39.0,(46.0),36.0,(57.0),35.0,28.0,20.0,22.0,31.0,24.0,-,-,-,-,-,-,-,-,-,-,-,461.0,358.0
28,TANIA ELIAS CALLES,4688,MEX,19.0,16.0,14.0,7.0,(22.0),15.0,13.0,-,(34.0),24.0,21.0,11.0,25.0,20.0,-,-,-,-,-,-,-,-,-,-,241.0,185.0
28,"LUKASZ PRZYBYTEK, PAWEL KOLODZINSKI",2957,,-,-,-,-,-,-,-,-,17.0,9.0,12.0,12.0,17.0,21.0,1.0,27.0,(35.0),4.0,(20.0),12.0,4.0,-,-,-,191.0,136.0
29,ELLIOT HANSON,1263,GBR,17.0,16.0,10.0,(31.0),12.0,16.0,4.0,17.0,(57.0),23.0,7.0,29.0,57.0,26.0,-,-,-,-,-,-,-,-,-,-,322.0,234.0
29,"SOPHIE WEGUELIN, ANNA BURNET",4553,,-,-,-,-,-,-,-,-,(16.0),11.0,12.0,12.0,11.0,15.0,14.0,12.0,(14.0),8.0,10.0,1.0,5.0,-,-,-,141.0,111.0
29,OLIVIA CHRISTIE,3810,NZL,21.0,(32.0),29.0,31.0,27.0,29.0,26.0,-,28.0,22.0,15.0,(36.0),27.0,19.0,-,-,-,-,-,-,-,-,-,-,342.0,274.0
29,THOMAS MCCANN,4770,USA,41.0,44.0,(45.0),(47.0),38.0,39.0,39.0,28.0,18.0,32.0,31.0,21.0,31.0,-,-,-,-,-,-,-,-,-,-,-,454.0,362.0
29,"CARLOS ROBLES LORENTE, GIACOMO CAVALLI",747,,-,-,-,-,-,-,-,-,15.0,12.0,8.0,19.0,24.0,13.0,23.0,(26.0),5.0,9.0,6.0,4.0,(13.0),-,-,-,177.0,138.0
29,MARTHA FARAGUNA,3217,ITA,17.0,18.0,(22.0),18.0,15.0,13.0,10.0,-,27.0,(28.0),26.0,27.0,7.0,12.0,-,-,-,-,-,-,-,-,-,-,240.0,190.0
30,"JULE GORGE, LOTTA GORGE",2376,GER,-,-,-,-,-,-,-,-,9.0,9.0,(18.0),11.0,17.0,11.0,13.0,15.0,(18.0),5.0,1.0,18.0,8.0,-,-,-,153.0,117.0
30,MARLENA BERZINS,3201,AUS,29.0,31.0,(33.0),33.0,29.0,30.0,29.0,-,17.0,10.0,(36.0),29.0,22.0,20.0,-,-,-,-,-,-,-,-,-,-,348.0,279.0
30,MARSHALL MCCANN,3213,USA,(57.0),38.0,25.0,45.0,(47.0),40.0,44.0,35.0,22.0,25.0,24.0,30.0,37.0,-,-,-,-,-,-,-,-,-,-,-,469.0,365.0
30,"FRITIOF HEDSTROM, VICTOR VASTERNAS",1576,SWE,-,-,-,-,-,-,-,-,14.0,(35.0),26.0,13.0,3.0,8.0,13.0,18.0,14.0,11.0,(22.0),3.0,16.0,-,-,-,196.0,139.0
30,FILIP JURISIC,1461,CRO,(30.0),17.0,5.0,25.0,11.0,5.0,11.0,18.0,10.0,32.0,16.0,(52.0),45.0,50.0,-,-,-,-,-,-,-,-,-,-,327.0,245.0
30,PAULINE LIEBIG,3925,GER,23.0,7.0,8.0,13.0,21.0,(37.0),18.0,-,(35.0),12.0,12.0,13.0,31.0,34.0,-,-,-,-,-,-,-,-,-,-,264.0,192.0
31,MAX GALLANT,3357,CAN,25.0,37.0,33.0,42.0,46.0,(57.0),21.0,41.0,(57.0),29.0,29.0,29.0,38.0,-,-,-,-,-,-,-,-,-,-,-,484.0,370.0
31,ROBERT DAVIS,4167,CAN,33.0,22.0,10.0,(36.0),19.0,9.0,19.0,21.0,26.0,11.0,26.0,(44.0),32.0,31.0,-,-,-,-,-,-,-,-,-,-,339.0,259.0
31,"YANNICK LEFEBVRE, TOM PELSMAEKERS",5213,BEL,-,-,-,-,-,-,-,-,19.0,(35.0),6.0,20.0,19.0,19.0,6.0,24.0,19.0,1.0,(11.0),7.0,3.0,-,-,-,189.0,143.0
31,GEORGINA POVALL,1643,GBR,(22.0),21.0,16.0,12.0,11.0,13.0,13.0,-,28.0,17.0,22.0,14.0,(33.0),27.0,-,-,-,-,-,-,-,-,-,-,249.0,194.0
31,"GRISELDA KHNG, AGUSTINA BARBUTO",1725,,-,-,-,-,-,-,-,-,15.0,8.0,17.0,17.0,2.0,(18.0),17.0,8.0,9.0,10.0,4.0,(18.0),11.0,-,-,-,154.0,118.0
31,TEAU MOANA MCKENZIE,4711,COK,33.0,33.0,(35.0),(34.0),33.0,31.0,33.0,-,36.0,21.0,16.0,31.0,25.0,30.0,-,-,-,-,-,-,-,-,-,-,391.0,322.0
32,ISABELLA BERTOLD,2012,CAN,10.0,13.0,(28.0),9.0,18.0,11.0,19.0,-,21.0,11.0,27.0,(30.0),30.0,26.0,-,-,-,-,-,-,-,-,-,-,253.0,195.0
32,MATIAS DYCK,3304,ECU,(46.0),(50.0),44.0,33.0,20.0,33.0,38.0,37.0,27.0,36.0,33.0,26.0,44.0,-,-,-,-,-,-,-,-,-,-,-,467.0,371.0
32,TANIA BENITEZ,4687,MEX,(35.0),(35.0),34.0,34.0,34.0,32.0,30.0,-,31.0,31.0,27.0,16.0,29.0,31.0,-,-,-,-,-,-,-,-,-,-,399.0,329.0
32,MICHAEL MOLLER HANSEN,3451,DEN,21.0,20.0,17.0,20.0,33.0,12.0,(57.0),9.0,32.0,(45.0),37.0,7.0,36.0,16.0,-,-,-,-,-,-,-,-,-,-,362.0,260.0
32,"NOORA RUSKOLA, CAMILLA CEDERCREUTZ",3755,FIN,-,-,-,-,-,-,-,-,17.0,11.0,5.0,7.0,(22.0),16.0,18.0,17.0,8.0,4.0,8.0,8.0,(13.0),-,-,-,154.0,119.0
32,"JORGE LIMA, JOSE COSTA",2320,POR,-,-,-,-,-,-,-,-,6.0,(35.0),24.0,11.0,16.0,12.0,14.0,35.0,3.0,15.0,3.0,8.0,(21.0),-,-,-,203.0,147.0
33,YUICHIRO KITAMURA,5237,JPN,(49.0),43.0,46.0,46.0,(50.0),32.0,42.0,47.0,21.0,31.0,25.0,38.0,6.0,-,-,-,-,-,-,-,-,-,-,-,476.0,377.0
33,LEE PARKHILL,2725,CAN,(38.0),26.0,25.0,27.0,14.0,18.0,6.0,29.0,14.0,(51.0),20.0,35.0,20.0,30.0,-,-,-,-,-,-,-,-,-,-,353.0,264.0
33,"SAKI MATSUNAE, SAYOKO HARADA",4282,,-,-,-,-,-,-,-,-,(22.0),7.0,4.0,20.0,14.0,22.0,11.0,20.0,6.0,(18.0),6.0,9.0,1.0,-,-,-,160.0,120.0
33,MIN GU,3497,CHN,4.0,8.0,13.0,21.0,(24.0),14.0,11.0,-,24.0,(36.0),36.0,4.0,36.0,32.0,-,-,-,-,-,-,-,-,-,-,263.0,203.0
33,"STEFANO CHERIN, ANDREA TESEI",4588,ITA,-,-,-,-,-,-,-,-,20.0,17.0,17.0,(24.0),18.0,2.0,18.0,8.0,3.0,12.0,13.0,(21.0),19.0,-,-,-,192.0,147.0
33,FERNANDA BITAR SIMON,1445,MEX,32.0,(35.0),28.0,33.0,(35.0),32.0,35.0,-,32.0,32.0,26.0,18.0,30.0,32.0,-,-,-,-,-,-,-,-,-,-,400.0,330.0
34,"VICTOR BERGSTROM, NICLAS DURING",5017,SWE,-,-,-,-,-,-,-,-,21.0,13.0,(25.0),25.0,16.0,14.0,20.0,14.0,9.0,6.0,2.0,15.0,(25.0),-,-,-,205.0,155.0
34,ANTONY MUNOS,347,FRA,(37.0),14.0,26.0,11.0,18.0,12.0,16.0,26.0,24.0,35.0,36.0,45.0,18.0,(49.0),-,-,-,-,-,-,-,-,-,-,367.0,281.0
34,"GENEVIEVE TULLOCH, MAGGIE SHEA",1627,,-,-,-,-,-,-,-,-,14.0,(20.0),16.0,5.0,16.0,18.0,15.0,19.0,3.0,6.0,7.0,(12.0),2.0,-,-,-,153.0,121.0
34,KEYLA DARANI HERNANDEZ OVIEDO,2553,MEX,26.0,34.0,(35.0),(35.0),35.0,33.0,35.0,-,33.0,33.0,29.0,30.0,32.0,33.0,-,-,-,-,-,-,-,-,-,-,423.0,353.0
34,FERNANDA DEMETRIO DECNOP COELHO,1447,BRA,(21.0),21.0,14.0,10.0,10.0,20.0,17.0,-,33.0,22.0,32.0,7.0,(34.0),24.0,-,-,-,-,-,-,-,-,-,-,265.0,210.0
34,ANDER BELAUSTEGUIGOITIA,213,MEX,(57.0),45.0,(47.0),44.0,33.0,44.0,44.0,44.0,19.0,34.0,39.0,40.0,23.0,-,-,-,-,-,-,-,-,-,-,-,513.0,409.0
35,"LILI SEBESI, JULIE BOSSARD",2800,FRA,-,-,-,-,-,-,-,-,10.0,(21.0),10.0,19.0,12.0,16.0,14.0,13.0,13.0,2.0,13.0,2.0,(14.0),-,-,-,159.0,124.0
35,THOMAS SAUNDERS,4775,NZL,12.0,24.2,16.0,28.0,8.0,(57.0),14.0,8.0,31.0,29.0,(57.0),28.0,33.0,57.0,-,-,-,-,-,-,-,-,-,-,402.2,288.2
35,ANA PAULA ROJAS,194,MEX,35.0,(36.0),(36.0),36.0,36.0,34.0,36.0,-,34.0,36.0,28.0,36.0,31.0,34.0,-,-,-,-,-,-,-,-,-,-,448.0,376.0
35,ANDREA ALDANA,230,GUA,6.0,23.0,8.0,13.0,13.0,(24.0),23.0,-,31.0,(34.0),33.0,15.0,28.0,33.0,-,-,-,-,-,-,-,-,-,-,284.0,226.0
35,IGNACIO MORAGA,1973,CHI,37.0,42.0,46.0,47.0,(57.0),38.0,(50.0),37.0,37.0,30.0,30.0,36.0,40.0,-,-,-,-,-,-,-,-,-,-,-,527.0,420.0
35,"MARKUS SOMERVILLE, JOSH POREBSKI",3197,,-,-,-,-,-,-,-,-,(35.0),29.0,22.0,7.0,6.0,26.0,2.0,12.0,35.0,(19.0),10.0,2.0,8.0,-,-,-,213.0,159.0
36,CAMERON PIMENTEL,707,BER,47.0,(49.0),44.0,(48.0),40.0,42.0,32.0,46.0,32.0,41.0,36.0,28.0,35.0,-,-,-,-,-,-,-,-,-,-,-,520.0,423.0
36,"ANNA LUSCHAN, EVA-, MARIA SCHIMAK",294,,-,-,-,-,-,-,-,-,(22.0),18.0,11.0,18.0,17.0,13.0,9.0,16.0,4.0,(18.0),11.0,4.0,12.0,-,-,-,173.0,133.0
36,ECEM GUZEL,1198,TUR,7.0,10.0,20.0,16.0,19.0,19.0,(24.0),-,29.0,32.0,34.0,(37.0),16.0,29.0,-,-,-,-,-,-,-,-,-,-,292.0,231.0
36,"BENJAMIN GREZ AHRENS, CRISTOBAL GREZ AHRENS",511,,-,-,-,-,-,-,-,-,16.0,19.0,14.0,12.0,22.0,9.0,15.0,16.0,(23.0),3.0,(28.0),22.0,15.0,-,-,-,214.0,163.0
36,HERMANN TOMASGAARD,1886,NOR,(29.0),24.0,22.0,10.0,23.0,2.0,19.0,28.0,(47.0),38.0,19.0,42.0,43.0,19.0,-,-,-,-,-,-,-,-,-,-,365.0,289.0
37,"LOGAN DUNNING BECK, JACK SIMPSON",2859,,-,-,-,-,-,-,-,-,23.0,7.0,13.0,17.0,21.0,16.0,(35.0),10.0,35.0,7.0,14.0,(35.0),2.0,-,-,-,235.0,165.0
37,GABRIEL SANZ-AGERO,1589,GUA,45.0,46.0,(47.0),(48.0),43.0,40.0,47.0,47.0,29.0,35.0,35.0,35.0,26.0,-,-,-,-,-,-,-,-,-,-,-,523.0,428.0
37,YURI HUMMEL,5246,NED,(57.0),20.0,29.0,12.0,24.0,23.0,1.0,18.0,41.0,44.0,(50.0),47.0,30.0,3.0,-,-,-,-,-,-,-,-,-,-,399.0,292.0
37,"KIMBERLY LIM, CECILIA LOW",2573,SGP,-,-,-,-,-,-,-,-,(22.0),19.0,12.0,16.0,4.0,17.0,16.0,18.0,11.0,(13.0),12.0,5.0,4.0,-,-,-,169.0,134.0
38,"ARANTZA GUMUCIO, BEGONA GUMUCIO",352,,-,-,-,-,-,-,-,-,18.0,17.0,18.0,19.0,16.0,(20.0),16.0,17.0,10.0,(11.0),3.0,6.0,10.0,-,-,-,181.0,150.0
38,PETER TAUA ELISA HENRY,3976,COK,43.0,47.0,(48.0),43.0,41.0,41.0,(49.0),48.0,31.0,38.0,38.0,27.0,39.0,-,-,-,-,-,-,-,-,-,-,-,533.0,436.0
38,JOAQUIN BLANCO,2248,ESP,35.0,13.0,16.0,27.0,28.0,13.0,(57.0),12.0,29.0,(48.0),39.0,46.0,22.0,13.0,-,-,-,-,-,-,-,-,-,-,398.0,293.0
38,"KEVIN FISCHER, YANN JAUVIN",2550,FRA,-,-,-,-,-,-,-,-,27.0,(35.0),10.0,29.0,26.0,15.0,12.0,16.0,15.0,(13.0),5.0,11.0,1.0,-,-,-,215.0,167.0
39,"ODILE VAN AANHOLT, PHILIPINE VAN AANHOLT",3784,,-,-,-,-,-,-,-,-,(22.0),17.0,9.0,8.0,18.0,17.0,21.0,20.0,12.0,12.0,(15.0),7.0,15.0,-,-,-,193.0,156.0
39,MILIVOJ DUKIC,3492,MNE,2.0,11.0,12.0,25.0,14.0,23.0,16.0,(27.0),44.0,27.0,44.0,34.0,44.0,(51.0),-,-,-,-,-,-,-,-,-,-,374.0,296.0
39,"DAVID LIEBENBERG, DANIEL MORRIS",1059,,-,-,-,-,-,-,-,-,22.0,(35.0),21.0,15.0,24.0,20.0,8.0,9.0,10.0,(25.0),15.0,5.0,20.0,-,-,-,229.0,169.0
39,AO HIGUCHI,349,JPN,(52.0),48.0,35.0,41.0,48.0,(52.0),37.0,49.0,33.0,39.0,40.0,42.0,34.0,-,-,-,-,-,-,-,-,-,-,-,550.0,446.0
40,"CHRIS TAYLOR, SAM BATTEN",867,,-,-,-,-,-,-,-,-,8.0,18.0,15.0,(26.0),13.0,23.0,25.0,17.0,21.0,18.0,12.0,(34.0),9.0,-,-,-,239.0,179.0
40,MITCHELL KENNEDY,3519,AUS,26.0,6.0,20.0,10.0,27.0,9.0,25.0,(39.0),(51.0),47.0,34.0,31.0,40.0,22.0,-,-,-,-,-,-,-,-,-,-,387.0,297.0
40,"EMILY DELLENBAUGH, ELIZABETH BARRY",1297,USA,-,-,-,-,-,-,-,-,(22.0),14.0,21.0,15.0,15.0,19.0,20.0,22.0,7.0,3.0,14.0,(18.0),7.0,-,-,-,197.0,157.0
40,ANDREW LEWIS,257,TTO,15.0,36.0,43.0,19.0,(47.0),37.0,45.0,45.0,(57.0),57.0,57.0,57.0,57.0,-,-,-,-,-,-,-,-,-,-,-,572.0,468.0
41,"ANN KRISTIN WEDEMEYER, LEONIE MEYER",287,,-,-,-,-,-,-,-,-,(22.0),13.0,7.0,16.0,12.0,21.0,19.0,18.0,(18.0),18.0,18.0,18.0,18.0,-,-,-,218.0,178.0
41,ENRIQUE JOSE ARATHOON PACAS,1319,ESA,10.0,14.0,30.0,12.0,29.0,(31.0),26.0,27.0,19.0,43.0,27.0,(51.0),42.0,18.0,-,-,-,-,-,-,-,-,-,-,379.0,297.0
41,"JOEL TURNER, TOM SIGANTO",2255,,-,-,-,-,-,-,-,-,12.0,(24.0),18.0,13.0,15.0,16.0,19.0,6.0,8.0,(44.0),29.0,19.0,24.0,-,-,-,247.0,179.0
41,CYRILL KNECHT,995,SUI,41.0,47.0,50.0,51.0,45.0,42.0,47.0,(57.0),30.0,33.0,37.0,(57.0),57.0,-,-,-,-,-,-,-,-,-,-,-,594.0,480.0
42,PAUL DIDHAM,3905,USA,43.0,48.0,43.0,(56.0),50.0,45.0,(52.0),50.0,35.0,40.0,42.0,44.0,43.0,-,-,-,-,-,-,-,-,-,-,-,591.0,483.0
42,LUKE ELLIOTT,2961,AUS,(57.0),8.0,13.0,1.0,26.0,30.0,37.0,30.0,43.0,30.0,35.0,27.0,(53.0),27.0,-,-,-,-,-,-,-,-,-,-,417.0,307.0
42,"DAVID MORI, JUSTIN BARNES",1061,,-,-,-,-,-,-,-,-,12.0,(35.0),13.0,8.0,29.0,10.0,23.0,23.0,25.0,10.0,21.0,13.0,(31.0),-,-,-,253.0,187.0
42,"RUFINA HONG MUI TAN, CONNIE TSEN",4239,,-,-,-,-,-,-,-,-,(22.0),22.0,22.0,22.0,22.0,19.0,22.0,22.0,(18.0),18.0,18.0,18.0,18.0,-,-,-,263.0,223.0
43,MAX GUERRIERO,3359,USA,40.0,44.0,48.0,(49.0),49.0,45.0,43.0,45.0,(57.0),46.0,44.0,37.0,46.0,-,-,-,-,-,-,-,-,-,-,-,593.0,487.0
43,"MARCO GRAEL, GABRIEL BORGES",3087,BRA,-,-,-,-,-,-,-,-,28.0,6.0,8.0,(35.0),23.0,23.0,11.0,20.0,19.0,(20.0),18.0,20.0,11.0,-,-,-,242.0,187.0
43,EVERT MCLAUGHLIN,1377,CAN,16.0,26.0,14.0,20.0,21.0,(57.0),15.0,20.0,(54.0),22.0,25.0,40.0,54.0,36.0,-,-,-,-,-,-,-,-,-,-,420.0,309.0
44,JUAN LUIS MEDINA CORTES,2364,MEX,50.0,51.0,(54.0),50.0,(52.0),49.0,48.0,51.0,41.0,48.0,41.0,45.0,20.0,-,-,-,-,-,-,-,-,-,-,-,600.0,494.0
44,"ISAAC , MCHARDIE, TRENT RIPPEY",2002,,-,-,-,-,-,-,-,-,11.0,22.0,(29.0),9.0,3.0,26.0,28.0,25.0,20.0,23.0,8.0,(31.0),18.0,-,-,-,253.0,193.0
44,KARL-MARTIN RAMMO,2485,EST,23.0,10.0,15.0,18.0,(41.0),25.0,23.0,15.0,37.0,26.0,45.0,36.0,(50.0),46.0,-,-,-,-,-,-,-,-,-,-,410.0,319.0
45,EDUARDO OETLING,1205,MEX,51.0,(52.0),(52.0),51.0,48.0,43.0,46.0,49.0,42.0,45.0,47.0,39.0,51.0,-,-,-,-,-,-,-,-,-,-,-,616.0,512.0
45,"GABRIEL SKOCZEK, YANN ROCHERIEUX",1591,FRA,-,-,-,-,-,-,-,-,25.0,5.0,11.0,19.0,27.0,29.0,15.0,(30.0),17.0,8.0,26.0,14.0,(29.0),-,-,-,255.0,196.0
45,JOEL RODRIGUEZ,2251,ESP,34.0,32.0,11.0,(35.0),22.0,19.0,22.0,19.0,36.0,46.0,49.0,13.0,17.0,(52.0),-,-,-,-,-,-,-,-,-,-,407.0,320.0
46,"SEBASTIEN SCHNEITER, LUCIEN CUJEAN",4420,SUI,-,-,-,-,-,-,-,-,26.0,33.0,4.0,15.0,25.0,19.0,20.0,(35.0),21.0,16.0,(25.0),17.0,10.0,-,-,-,266.0,206.0
46,LUCAS DE BUENO,2905,BRA,45.0,51.0,(53.0),53.0,(56.0),51.0,48.0,53.0,36.0,42.0,48.0,47.0,42.0,-,-,-,-,-,-,-,-,-,-,-,625.0,516.0
46,JEREMY O' CONNELL,2182,AUS,(57.0),19.0,29.0,13.0,27.0,15.0,17.0,23.0,39.0,53.0,(54.0),22.0,46.0,17.0,-,-,-,-,-,-,-,-,-,-,431.0,320.0
47,KAARLE TAPPER,2443,FIN,25.0,23.0,28.0,14.0,28.0,(57.0),29.0,16.0,9.0,42.0,(52.0),30.0,35.0,43.0,-,-,-,-,-,-,-,-,-,-,431.0,322.0
47,LEOPOLDO SEIFERT,2767,MEX,48.0,52.0,(53.0),52.0,52.0,48.0,41.0,(53.0),39.0,52.0,46.0,51.0,41.0,-,-,-,-,-,-,-,-,-,-,-,628.0,522.0
47,"LUCAS RUAL, PEQUIN CLEMENT",2912,,-,-,-,-,-,-,-,-,18.0,14.0,22.0,22.0,25.0,(28.0),16.0,28.0,24.0,22.0,17.0,10.0,(33.0),-,-,-,279.0,218.0
48,MARK SPEARMAN,3184,AUS,2.0,19.0,32.0,17.0,36.0,7.0,30.0,(43.0),33.0,(55.0),41.0,49.0,48.0,11.0,-,-,-,-,-,-,-,-,-,-,423.0,325.0
48,"ANDREW MOLLERUS, MATTHEW MOLLERUS",261,,-,-,-,-,-,-,-,-,21.0,3.0,29.0,24.0,10.0,24.0,26.0,(35.0),15.0,(44.0),30.0,18.0,27.0,-,-,-,306.0,227.0
48,ERIK BROCKMANN,1335,MEX,53.0,(54.0),49.0,53.0,53.0,50.0,46.0,(54.0),45.0,53.0,45.0,46.0,32.0,-,-,-,-,-,-,-,-,-,-,-,633.0,525.0
49,SCOTT SYDNEY,4396,SIN,5.0,31.0,(37.0),34.0,16.0,22.0,32.0,30.0,40.0,36.0,28.0,(48.0),23.0,35.0,-,-,-,-,-,-,-,-,-,-,417.0,332.0
49,"JACK HAWKINS, CHRISTOPHER THOMAS",2046,GBR,-,-,-,-,-,-,-,-,9.0,23.0,16.0,22.0,(29.0),25.0,22.0,25.0,26.0,21.0,(23.0),16.0,23.0,-,-,-,280.0,228.0
49,ANDRES BARRIOS,250,MEX,46.0,49.0,51.0,50.0,49.0,47.0,(53.0),(52.0),38.0,43.0,51.0,52.0,49.0,-,-,-,-,-,-,-,-,-,-,-,630.0,525.0
50,"BRAD FUNK, TREVOR BURD",642,,-,-,-,-,-,-,-,-,7.0,5.0,(26.0),18.0,13.0,20.0,11.0,15.0,18.0,(44.0),44.0,44.0,44.0,-,-,-,309.0,239.0
50,MEHMET DURAN DINC,3414,TUR,39.0,43.0,49.0,49.0,35.0,47.0,41.0,(57.0),(57.0),57.0,57.0,57.0,57.0,-,-,-,-,-,-,-,-,-,-,-,645.0,531.0
50,ALESSIO SPADONI,106,ITA,4.0,22.0,24.0,22.0,(43.0),29.0,28.0,31.0,48.0,40.0,31.0,21.0,(52.0),38.0,-,-,-,-,-,-,-,-,-,-,433.0,338.0
51,HENRY WETHERELL,1884,GBR,21.0,21.0,26.0,23.0,(34.0),20.0,24.0,33.0,(53.0),37.0,33.0,33.0,24.0,45.0,-,-,-,-,-,-,-,-,-,-,427.0,340.0
51,"MATHIEU FREI, SEBASTIEN SCOTTO DI FASANO",3289,FRA,-,-,-,-,-,-,-,-,24.0,(35.0),31.0,25.0,28.0,9.0,35.0,8.0,8.0,28.0,(35.0),33.0,17.0,-,-,-,316.0,246.0
51,JUAN IGNACIO PEREZ SOLTERO,2363,MEX,57.0,46.0,45.0,54.0,(57.0),(57.0),51.0,55.0,40.0,44.0,49.0,41.0,52.0,-,-,-,-,-,-,-,-,-,-,-,648.0,534.0
52,VANN WILSON,4991,USA,42.0,50.0,52.0,(54.0),51.0,54.0,45.0,50.0,47.0,47.0,43.0,(57.0),57.0,-,-,-,-,-,-,-,-,-,-,-,649.0,538.0
52,"RORY HUNTER, NEIL HUNTER",4221,GBR,-,-,-,-,-,-,-,-,19.0,21.0,(30.0),29.0,30.0,27.0,24.0,27.0,29.0,5.0,4.0,(32.0),32.0,-,-,-,309.0,247.0
52,ANDREW MCKENZIE,258,NZL,29.0,21.0,8.0,29.0,30.0,14.0,(31.0),13.0,49.0,50.0,38.0,16.0,47.0,(53.0),-,-,-,-,-,-,-,-,-,-,428.0,344.0
53,RAMON BENITEZ,4098,MEX,(54.0),53.0,51.0,52.0,54.0,(55.0),49.0,51.0,43.0,49.0,52.0,43.0,47.0,-,-,-,-,-,-,-,-,-,-,-,653.0,544.0
53,"ALEC ANDERSON, CHRISTOPHER BROCKBANK",84,,-,-,-,-,-,-,-,-,(35.0),8.0,20.0,3.0,10.0,21.0,16.0,19.0,24.0,(44.0),44.0,44.0,44.0,-,-,-,332.0,253.0
53,JUAN PABLO BISIO,2367,ARG,8.0,17.0,30.0,26.0,32.0,19.0,25.0,(44.0),52.0,34.0,47.0,(53.0),14.0,44.0,-,-,-,-,-,-,-,-,-,-,445.0,348.0
54,GERARDO BENITEZ,1647,MEX,(55.0),(55.0),50.0,55.0,53.0,46.0,50.0,52.0,44.0,50.0,54.0,48.0,45.0,-,-,-,-,-,-,-,-,-,-,-,657.0,547.0
54,"FREDERICK STRAMMER, MICHAEL KUSCHNER",1555,,-,-,-,-,-,-,-,-,24.0,9.0,9.0,20.0,7.0,15.0,22.0,22.0,(28.0),(44.0),44.0,44.0,44.0,-,-,-,332.0,260.0
54,FINN LYNCH,1474,IRL,31.0,30.0,33.0,21.0,8.0,(34.0),26.0,21.0,17.0,(52.0),51.0,26.0,51.0,47.0,-,-,-,-,-,-,-,-,-,-,448.0,362.0
55,MAURICIO RODRIGUEZ,3350,MEX,47.0,(57.0),56.0,56.0,51.0,44.0,(57.0),54.0,46.0,54.0,50.0,50.0,50.0,-,-,-,-,-,-,-,-,-,-,-,672.0,558.0
55,"HUGO FEDRIGUCCI, VIRGIL AUBRIOT",1937,FRA,-,-,-,-,-,-,-,-,27.0,18.0,12.0,27.0,(34.0),28.0,25.0,26.0,30.0,30.0,9.0,29.0,(35.0),-,-,-,330.0,261.0
55,BALAZS TOMAI,437,HUN,7.0,27.0,21.0,40.0,(57.0),17.0,17.0,34.0,45.0,54.0,48.0,18.0,(57.0),37.0,-,-,-,-,-,-,-,-,-,-,479.0,365.0
56,CARLOS MUNIZ,741,MEX,(56.0),(57.0),55.0,55.0,55.0,53.0,54.0,56.0,34.0,51.0,53.0,49.0,48.0,-,-,-,-,-,-,-,-,-,-,-,676.0,563.0
56,LOIC QUEYROUX,2863,FRA,5.0,29.0,31.0,31.0,(42.0),24.0,20.0,14.0,(55.0),49.0,53.0,41.0,37.0,42.0,-,-,-,-,-,-,-,-,-,-,473.0,376.0
56,"HARRY PRICE, HARRY MORTON",1817,,-,-,-,-,-,-,-,-,(35.0),25.0,33.0,30.0,32.0,22.0,29.0,18.0,23.0,24.0,19.0,(26.0),7.0,-,-,-,323.0,262.0
57,"KALINCHEV PAVEL, KARACHOV PAVEL",2455,,-,-,-,-,-,-,-,-,(35.0),13.0,20.0,27.0,9.0,29.0,35.0,15.0,26.0,(44.0),44.0,44.0,14.0,-,-,-,355.0,276.0
58,"JONATHAN GOLDSBERRY, CHAD FREITAS",2303,,-,-,-,-,-,-,-,-,25.0,14.0,28.0,28.0,28.0,(31.0),27.0,22.0,25.0,26.0,32.0,25.0,(34.0),-,-,-,345.0,280.0
59,"JOHN FERGUSON, ARTHUR FERGUSON",2276,,-,-,-,-,-,-,-,-,26.0,(35.0),23.0,30.0,32.0,32.0,30.0,29.0,29.0,17.0,27.0,(36.0),6.0,-,-,-,352.0,281.0
60,"LEVI SLAP, MAX SLAP",2772,BEL,-,-,-,-,-,-,-,-,(35.0),35.0,28.0,23.0,31.0,13.0,29.0,29.0,22.0,27.0,24.0,(28.0),22.0,-,-,-,346.0,283.0
