Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
PETKOVIC Marko,6,Ilca 7,(55.0),B,55,,543.0,425.0,European Championship 2023 - Bronze Fleet,Q2
SURKOV David,6,Ilca 7,59.0,B,56,,550.0,428.0,European Championship 2023 - Bronze Fleet,Q2
CASSANMAGNAGO Valerio,6,Ilca 7,53.0,B,57,,563.0,437.0,European Championship 2023 - Bronze Fleet,Q2
BOSSI Jeremy,6,Ilca 7,(56.0),B,58,,559.0,440.0,European Championship 2023 - Bronze Fleet,Q2
NICOLINI Pietro,6,Ilca 7,61.0,B,59,,576.0,450.0,European Championship 2023 - Bronze Fleet,Q2
VALLESI Claudio,6,Ilca 7,45.0,B,60,,593.0,467.0,European Championship 2023 - Bronze Fleet,Q2
FONT REYERO Pol,6,Ilca 7,57.0,B,61,,614.0,488.0,European Championship 2023 - Bronze Fleet,Q2
ANDERSON Ryan,6,Ilca 7,(63.0 ret),B,62,,623.0,497.0,European Championship 2023 - Bronze Fleet,Q2
ELLIOTT-SHIRCORE Stefan,6,Ilca 7,19.0,B,1,,185.0,84.0,European Championship 2023 - Bronze Fleet,Q3
MOUTOUT Jeremy,6,Ilca 7,(63.0 ufd),B,2,,240.0,123.0,European Championship 2023 - Bronze Fleet,Q3
KRABBE-CHRISTENSEN Andreas,6,Ilca 7,43.0,B,3,,235.0,125.0,European Championship 2023 - Bronze Fleet,Q3
FLOWER Ben,6,Ilca 7,48.0,B,4,,249.0,135.0,European Championship 2023 - Bronze Fleet,Q3
BRUCE Liam,6,Ilca 7,(41.0),B,5,,232.0,143.0,European Championship 2023 - Bronze Fleet,Q3
VERHULST Martin,6,Ilca 7,37.0,B,6,,234.0,144.0,European Championship 2023 - Bronze Fleet,Q3
WANSER Till,6,Ilca 7,26.0,B,7,,246.0,148.0,European Championship 2023 - Bronze Fleet,Q3
BOEKHOLT Daan,6,Ilca 7,(44.0),B,8,,246.0,161.0,European Championship 2023 - Bronze Fleet,Q3
MALINOWSKI Piotr,6,Ilca 7,36.0,B,9,,274.0,165.0,European Championship 2023 - Bronze Fleet,Q3
MORBIDUCCI Tito,6,Ilca 7,19.0,B,10,,260.0,166.0,European Championship 2023 - Bronze Fleet,Q3
ZAMIT Loukianos,6,Ilca 7,(43.0),B,11,,266.0,167.0,European Championship 2023 - Bronze Fleet,Q3
VAKHRUSHEV Ivan,6,Ilca 7,34.0,B,12,,265.0,173.0,European Championship 2023 - Bronze Fleet,Q3
CVINAR Alec,6,Ilca 7,35.0,B,13,,277.0,186.0,European Championship 2023 - Bronze Fleet,Q3
STRELCIUNAS Vejas,6,Ilca 7,42.0,B,14,,319.0,193.0,European Championship 2023 - Bronze Fleet,Q3
ORJAVIK Jens Kaastad,6,Ilca 7,(39.0),B,15,,287.0,194.0,European Championship 2023 - Bronze Fleet,Q3
GOLUBIC Bozidar,6,Ilca 7,(40.0),B,16,,280.0,195.0,European Championship 2023 - Bronze Fleet,Q3
BANJAC Nikola,6,Ilca 7,43.0,B,17,,315.0,198.0,European Championship 2023 - Bronze Fleet,Q3
LANGAAS-HOLT Sverre,6,Ilca 7,(46.0),B,18,,309.0,200.0,European Championship 2023 - Bronze Fleet,Q3
KUSS Lennart,6,Ilca 7,42.0,B,19,,294.0,201.0,European Championship 2023 - Bronze Fleet,Q3
EYRIPARMAK Umut,6,Ilca 7,40.0,B,20,,311.0,203.0,European Championship 2023 - Bronze Fleet,Q3
AGANOVIC Benjamin,6,Ilca 7,40.0,B,21,,317.0,204.0,European Championship 2023 - Bronze Fleet,Q3
SMITH Malcolm Benn,6,Ilca 7,36.0,B,22,,300.0,205.0,European Championship 2023 - Bronze Fleet,Q3
WACHHOLZ Forrest,6,Ilca 7,35.0,B,23,,317.0,213.0,European Championship 2023 - Bronze Fleet,Q3
JANULIONIS Radvilas,6,Ilca 7,46.0,B,24,,349.0,223.0,European Championship 2023 - Bronze Fleet,Q3
ANSTEY Luke,6,Ilca 7,(56.0),B,25,,339.0,225.0,European Championship 2023 - Bronze Fleet,Q3
