ID Resultado,ID Competidor,Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Descarte,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata,Nacionalidade
,,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",,49ER,4,0,0,6,0,150.0,125.0,World Championship 2024,Q1,SUI
,,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",,49ER,25,0,0,6,1,150.0,125.0,World Championship 2024,Q2,SUI
,,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",,49ER,21,0,0,6,0,150.0,125.0,World Championship 2024,Q3,SUI
,,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",,49ER,2,0,0,6,0,150.0,125.0,World Championship 2024,Q4,SUI
,,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",,49ER,10,0,0,6,0,150.0,125.0,World Championship 2024,Q5,SUI
,,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",,49ER,5,0,0,6,0,150.0,125.0,World Championship 2024,Q6,SUI
,,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",,49ER,14,0,0,6,0,150.0,125.0,World Championship 2024,Q7,SUI
,,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",,49ER,7,0,0,6,0,150.0,125.0,World Championship 2024,Q8,SUI
,,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",,49ER,2,0,0,6,0,150.0,125.0,World Championship 2024,Q9,SUI
,,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",,49ER,2,0,0,6,0,150.0,125.0,World Championship 2024,Q10,SUI
,,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",,49ER,10,0,0,6,0,150.0,125.0,World Championship 2024,Q11,SUI
,,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",,49ER,5,0,0,6,0,150.0,125.0,World Championship 2024,Q12,SUI
,,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",,49ER,1,0,0,6,0,150.0,125.0,World Championship 2024,Q13,SUI
,,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",,49ER,20,0,0,6,0,150.0,125.0,World Championship 2024,Q14,SUI
,,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",,49ER,11,0,0,6,0,150.0,125.0,World Championship 2024,Q15,SUI
