Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata,Descarte
SANGUINETI RENZO,7,Ilca 7,41.0,G,53,0,178,137,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
ABAY BERKAY,7,Ilca 7,16.0,G,54,0,167,139,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
2LINDQVIST LUDVIG,7,Ilca 7,13.0,G,55,0,177,141,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
PANAGIOTIDIS ANASTASIO,7,Ilca 7,23.0,G,56,0,168,142,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
PAPADIMITRIOU DIMITRIS,7,Ilca 7,8.0,G,57,0,180,150,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
MARKOVIC ILIJA,7,Ilca 7,23.0,G,58,0,188,151,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
TOMASGAARD UFFE,7,Ilca 7,10.0,G,59,0,189,155,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
VERHULST GAUTHIER,7,Ilca 7,28.0,G,60,0,194,158,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
CONRADI TIM,7,Ilca 7,40.0,G,61,0,201,161,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
ANDERSON RYAN,7,Ilca 7,19.0,G,62,0,199,164,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
WALKENBACH PHILIP,7,Ilca 7,34.0,G,63,0,203,164,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
VIDAL AGUSTIN,7,Ilca 7,15.0,G,64,0,190,164,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
BARRETO LEOPOLDO,7,Ilca 7,11.0,G,65,0,199,165,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
JUHASZ JAMES,7,Ilca 7,23.0,G,66,0,202,166,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
TEPLY ONDREJ,7,Ilca 7,26.0,G,67,0,206,169,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
GASPIC BRUNO,7,Ilca 7,27.0,G,68,0,203,172,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
KOWALSKI ALEXANDRE,7,Ilca 7,18.0,G,69,0,212,173,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
BARTH JUSTIN,7,Ilca 7,37.0,G,70,0,210,173,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
LOURENCO MATEUS,7,Ilca 7,27.0,G,71,0,211,173,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
BEZY NICHOLAS,7,Ilca 7,15.0,G,72,0,211,177,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
KLASEN LINUS,7,Ilca 7,21.0,G,73,0,213,177,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
KRASODOMSKI MICHAL,7,Ilca 7,24.0,G,74,0,223,183,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
WHITELEY DANIEL,7,Ilca 7,18.0,G,75,0,229,185,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
TAPPER ALEKSI,7,Ilca 7,24.0,G,76,0,224,188,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
PUNJAMALA CHUSITT,7,Ilca 7,31.0,G,77,0,228,189,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
PAULON MATTEO,7,Ilca 7,12.0,G,78,0,221,190,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
CHEVRIER LUC,7,Ilca 7,12.0,G,79,0,231,196,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
ELLIOTT-SHIRCORE STEFAN,7,Ilca 7,32.0,G,80,0,239,198,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
SEGAWA KAZUMASA,7,Ilca 7,26.0,G,81,0,241,202,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
WACHHOLZ FORREST,7,Ilca 7,16.0,G,82,0,239,203,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
COMPTON MICHAEL,7,Ilca 7,27.0,G,83,0,246,209,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
CARDOZO JUAN PABLO,7,Ilca 7,28.0,G,84,0,255,211,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
MUSONE GIACOMO,7,Ilca 7,30.0,G,85,0,266,222,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
MUNOS ANTONY,7,Ilca 7,24.0,G,86,0,295,251,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
FARREN-PRICE JACOB,7,Ilca 7,29.0,G,87,0,176,139,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
TSARAMYRSIS PATROKLOS-T,7,Ilca 7,20.0,G,88,0,197,156,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
JANAHI ABDULLA,7,Ilca 7,38.0,G,89,0,199,161,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
DEEGAN LUKE,7,Ilca 7,35.0,G,90,0,197,162,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
HALOUZKA JAKUB,7,Ilca 7,33.0,G,91,0,205,172,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
MALINOWSKI PIOTR,7,Ilca 7,35.0,G,92,0,216,176,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
MORVAN PAUL,7,Ilca 7,37.0,G,93,0,217,178,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
FREDERIKSEN KENNETH,7,Ilca 7,34.0,G,94,0,214,180,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
PATTON CAMPBELL,7,Ilca 7,22.0,G,95,0,221,182,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
CASHMORE LUKE,7,Ilca 7,35.0,G,96,0,232,188,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
KOWALSKI MARTIN,7,Ilca 7,36.0,G,97,0,224,188,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
PEYRE THEO,7,Ilca 7,22.0,G,98,0,227,189,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
PAJARSKAS MARTIS,7,Ilca 7,29.0,G,99,0,233,189,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
PERCIVAL-COOKE JAMES,7,Ilca 7,44.0,G,100,DNS,234,190,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
BORCH NIKOLAJ,7,Ilca 7,32.0,G,101,0,233,197,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
OREL LIAM,7,Ilca 7,31.0,G,102,0,251,207,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
BRUCE LIAM,7,Ilca 7,34.0,G,103,0,245,209,Semaine Olympique Francaise De Voile 2022,"Ra. 1
1",0
